# Percent efficiencies for sum of all SR bins, each SR bin, SR bin groups:
      mg   mchi10    xsec (pb)      all SRs          SR1          SR2          SR3          SR4          SR5          SR6          SR7          SR8          SR9         SR10         SR11         SR12         SR13         SR14         SR15         SR16         SR17         SR18         SR19         SR20         SR21         SR22         SR23         SR24         SR25         SR26         SR27         SR28         SR29         SR30         SR31         SR32         SR33         SR34         SR35         SR36         SR37         SR38         SR39         SR40         SR41         SR42         SR43         SR44         SR45         SR46         SR47         SR48         SR49    hadronSRs    leptonSRs     shortSRs      longSRs      1DTkSRs  multiDTkSRs 
    1800        1    2.930e-03      0.00067      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00067      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00067      0.00000      0.00067      0.00067      0.00000 
    1800       25    2.930e-03      0.31491      0.00000      0.00000      0.00000      0.00000      0.00001      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00887      0.00000      0.00100      0.00000      0.00000      0.00000      0.00000      0.00000      0.08797      0.00000      0.00737      0.00000      0.00231      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.10028      0.00873      0.01030      0.00458      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.07457      0.00566      0.00244      0.00081      0.00000      0.10523      0.20968      0.28840      0.02650      0.31491      0.00000 
    1800       50    2.930e-03      0.61912      0.00000      0.00000      0.00000      0.00000      0.00227      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.02777      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.24211      0.00222      0.03533      0.00403      0.00219      0.00000      0.00081      0.00000      0.00900      0.00000      0.00000      0.00000      0.14967      0.01132      0.01098      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.09201      0.00113      0.01601      0.00000      0.01227      0.31373      0.29311      0.53969      0.06716      0.60685      0.01227 
    1800       75    2.930e-03      0.96942      0.00000      0.00000      0.00000      0.00000      0.00242      0.00000      0.00103      0.00000      0.00000      0.00000      0.00000      0.00000      0.03474      0.00045      0.00949      0.00313      0.00000      0.00000      0.00000      0.00000      0.41006      0.01577      0.03570      0.00000      0.00150      0.00000      0.00000      0.00000      0.00152      0.00000      0.00000      0.00000      0.20781      0.01519      0.01439      0.00034      0.00000      0.00000      0.00120      0.00000      0.00928      0.00336      0.00000      0.00000      0.15313      0.00059      0.02696      0.00257      0.01882      0.51279      0.43782      0.85580      0.09481      0.95061      0.01882 
    1800      150    2.930e-03      1.83563      0.00000      0.00000      0.00000      0.00000      0.00149      0.00000      0.00000      0.00022      0.00000      0.00000      0.00000      0.00000      0.06649      0.02169      0.01012      0.00493      0.00000      0.00000      0.00000      0.00000      0.71140      0.08976      0.08539      0.00896      0.00082      0.00382      0.00000      0.00000      0.00183      0.00000      0.00000      0.00000      0.32750      0.03049      0.03696      0.00606      0.00719      0.00000      0.00000      0.00000      0.00000      0.00000      0.00065      0.00000      0.28691      0.03125      0.03758      0.00607      0.05804      1.00044      0.77715      1.58064      0.19695      1.77759      0.05804 
    1800      200    2.930e-03      2.25493      0.00000      0.00000      0.00000      0.00000      0.00138      0.00505      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.09537      0.00932      0.01998      0.00099      0.00000      0.00000      0.00000      0.00000      0.92722      0.11828      0.11923      0.01298      0.00229      0.00133      0.00000      0.00000      0.00119      0.00000      0.00071      0.00000      0.29900      0.04050      0.04294      0.02329      0.00000      0.00066      0.00000      0.00000      0.00059      0.00000      0.00000      0.00399      0.35201      0.04170      0.04394      0.00683      0.08414      1.30982      0.86096      1.89590      0.27489      2.17079      0.08414 
    1800      400    2.930e-03      4.36313      0.00000      0.00000      0.00000      0.00000      0.00542      0.01058      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.09372      0.06873      0.01428      0.00835      0.00000      0.00000      0.00000      0.00000      1.43837      0.74175      0.20125      0.13243      0.00000      0.00000      0.00000      0.00000      0.00000      0.00619      0.00000      0.00000      0.31281      0.20651      0.03881      0.04743      0.00147      0.00078      0.00000      0.00023      0.00327      0.00184      0.00000      0.00000      0.41793      0.28063      0.04670      0.03862      0.24506      2.71486      1.40321      3.58999      0.52809      4.11807      0.24506 
    1800      600    2.930e-03      6.02584      0.00000      0.00000      0.00000      0.00000      0.00617      0.01412      0.00000      0.00006      0.00000      0.00000      0.00000      0.00000      0.07528      0.22871      0.02185      0.02708      0.00130      0.00000      0.00000      0.00000      1.22839      1.67051      0.19204      0.31217      0.00364      0.00106      0.00000      0.00000      0.00081      0.00000      0.00000      0.00000      0.27225      0.30680      0.01180      0.08097      0.00000      0.00864      0.00000      0.00148      0.00062      0.00057      0.00000      0.00083      0.35796      0.59028      0.03961      0.08301      0.48781      3.77769      1.76034      4.76713      0.77090      5.53802      0.48781 
    1800      800    2.930e-03      6.72559      0.00000      0.00000      0.00000      0.00000      0.00124      0.00244      0.00000      0.00462      0.00000      0.00000      0.00000      0.00000      0.06575      0.28637      0.00826      0.03296      0.00000      0.00000      0.00000      0.00000      0.62051      2.59989      0.13466      0.47312      0.00000      0.00000      0.00000      0.00000      0.00000      0.00104      0.00000      0.00000      0.12688      0.45022      0.02623      0.09173      0.00064      0.00102      0.00000      0.00110      0.00464      0.00642      0.00000      0.00000      0.24896      0.72481      0.01899      0.11434      0.67876      4.22982      1.81701      5.14082      0.90602      6.04683      0.67876 
    1800      900    2.930e-03      7.07773      0.00000      0.00000      0.00000      0.00000      0.00000      0.00622      0.00000      0.00073      0.00000      0.00000      0.00000      0.00000      0.06781      0.32165      0.01006      0.06317      0.00000      0.00000      0.00000      0.00069      0.55434      2.83105      0.12009      0.56165      0.00000      0.00053      0.00000      0.00000      0.00000      0.01616      0.00000      0.00244      0.05874      0.61576      0.01088      0.08837      0.00135      0.00007      0.00000      0.00000      0.00000      0.01245      0.00000      0.00148      0.16038      0.87360      0.01778      0.10398      0.57629      4.53748      1.96396      5.52013      0.98131      6.50144      0.57629 
    1800     1000    2.930e-03      7.22446      0.00000      0.00000      0.00000      0.00000      0.00059      0.01241      0.00000      0.00080      0.00000      0.00000      0.00000      0.00000      0.07291      0.44737      0.00351      0.08435      0.00000      0.00000      0.00000      0.00000      0.47540      2.96924      0.09240      0.57122      0.00000      0.00136      0.00000      0.00000      0.00000      0.00864      0.00000      0.00000      0.06163      0.49472      0.00592      0.09005      0.00000      0.00522      0.00000      0.00288      0.00518      0.00364      0.00054      0.00067      0.08601      0.83622      0.01703      0.17596      0.69859      4.73020      1.79566      5.48054      1.04532      6.52586      0.69859 
    1800     1100    2.930e-03      7.16988      0.00000      0.00000      0.00000      0.00000      0.00000      0.01623      0.00000      0.00087      0.00000      0.00000      0.00000      0.00000      0.08238      0.58711      0.00645      0.11490      0.00000      0.00000      0.00000      0.00000      0.33206      2.80239      0.08359      0.57028      0.00000      0.00769      0.00000      0.00000      0.00000      0.00769      0.00000      0.00034      0.04016      0.56836      0.00785      0.10086      0.00000      0.00000      0.00000      0.00214      0.00059      0.01935      0.00000      0.00152      0.10443      0.79926      0.01051      0.15361      0.74926      4.59627      1.82435      5.36771      1.05291      6.42062      0.74926 
    1800     1200    2.930e-03      7.33607      0.00000      0.00141      0.00000      0.00000      0.00096      0.02075      0.00000      0.00204      0.00000      0.00000      0.00000      0.00088      0.03239      0.87758      0.01016      0.16545      0.00000      0.00000      0.00000      0.00000      0.27669      2.86847      0.06085      0.52059      0.00048      0.00000      0.00000      0.00000      0.00000      0.00436      0.00000      0.00000      0.02311      0.53105      0.00972      0.08855      0.00000      0.00169      0.00000      0.00000      0.00093      0.01285      0.00000      0.00051      0.05814      0.80743      0.02818      0.17187      0.75900      4.83820      1.73887      5.51829      1.05878      6.57707      0.75900 
    1800     1300    2.930e-03      6.88419      0.00000      0.00000      0.00000      0.00000      0.00000      0.02113      0.00000      0.00287      0.00000      0.00000      0.00000      0.00000      0.05070      1.14508      0.00659      0.22106      0.00000      0.00000      0.00000      0.00000      0.16897      2.55514      0.03828      0.49120      0.00000      0.00159      0.00000      0.00346      0.00332      0.00370      0.00000      0.00749      0.03879      0.39000      0.00161      0.08835      0.00000      0.00500      0.00000      0.00000      0.00000      0.03176      0.00000      0.00054      0.04565      0.73470      0.00675      0.13526      0.68522      4.70100      1.49798      5.19552      1.00346      6.19898      0.68522 
    1800     1400    2.930e-03      5.79062      0.00000      0.00000      0.00000      0.00000      0.00102      0.03114      0.00099      0.00492      0.00000      0.00125      0.00004      0.00000      0.08477      1.45262      0.01177      0.34695      0.00000      0.00033      0.00000      0.00000      0.11367      1.63052      0.03720      0.27919      0.00000      0.00000      0.00000      0.00000      0.00000      0.01398      0.00000      0.00084      0.01320      0.34522      0.00666      0.06871      0.00000      0.00211      0.00000      0.00000      0.00000      0.02852      0.00000      0.00520      0.02530      0.60012      0.00623      0.11196      0.56617      3.99639      1.22806      4.34377      0.88069      5.22445      0.56617 
    1800     1500    2.930e-03      4.47132      0.00000      0.00215      0.00000      0.00017      0.00129      0.07988      0.00000      0.02066      0.00000      0.01021      0.00000      0.00000      0.10554      1.50715      0.01318      0.27245      0.00000      0.00069      0.00000      0.00000      0.05179      0.87750      0.00882      0.14423      0.00000      0.01263      0.00000      0.00000      0.00046      0.00791      0.00000      0.00135      0.02178      0.28468      0.00644      0.05099      0.00000      0.00343      0.00000      0.00033      0.00000      0.02282      0.00104      0.00121      0.01784      0.37259      0.00253      0.10950      0.45809      3.09569      0.91753      3.38035      0.63288      4.01323      0.45809 
    1800     1600    2.930e-03      2.24679      0.00000      0.00163      0.00000      0.00054      0.00476      0.15746      0.00000      0.02691      0.00000      0.00881      0.00000      0.00285      0.02065      0.51802      0.00419      0.13556      0.00000      0.00797      0.00000      0.00000      0.01785      0.42509      0.00140      0.11383      0.00000      0.01767      0.00000      0.00428      0.00000      0.00612      0.00000      0.00037      0.00157      0.17524      0.00085      0.01768      0.00000      0.02154      0.00000      0.00060      0.00000      0.02667      0.00000      0.00418      0.02099      0.22331      0.00098      0.03568      0.24152      1.44752      0.55774      1.65536      0.34991      2.00527      0.24152 
    1900       25    1.710e-03      0.23636      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.01230      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.08507      0.00501      0.00024      0.00000      0.00136      0.00000      0.00000      0.00000      0.00065      0.00000      0.00000      0.00000      0.06894      0.00142      0.01156      0.00000      0.00000      0.00000      0.00000      0.00000      0.00065      0.00000      0.00000      0.00000      0.03875      0.00484      0.00355      0.00201      0.00001      0.10262      0.13373      0.21899      0.01737      0.23635      0.00001 
    1900       50    1.710e-03      0.54614      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00998      0.00000      0.00101      0.00000      0.00000      0.00000      0.00000      0.00000      0.20570      0.00000      0.01575      0.00038      0.00217      0.00000      0.00000      0.00000      0.00606      0.00000      0.00000      0.00000      0.13592      0.01464      0.01532      0.00503      0.00048      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.10923      0.00059      0.01964      0.00042      0.00381      0.23282      0.30951      0.48477      0.05755      0.54232      0.00381 
    1900       75    1.710e-03      1.03912      0.00000      0.00000      0.00000      0.00000      0.00110      0.00000      0.00444      0.00000      0.00000      0.00000      0.00000      0.00000      0.02388      0.00074      0.00478      0.00000      0.00000      0.00000      0.00000      0.00000      0.43145      0.02341      0.03635      0.00417      0.01817      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.23084      0.00401      0.03973      0.00000      0.00153      0.00000      0.00000      0.00000      0.00133      0.00000      0.00000      0.00000      0.13546      0.01346      0.03651      0.00080      0.02695      0.53033      0.48185      0.88539      0.12679      1.01218      0.02695 
    1900      150    1.710e-03      1.83613      0.00000      0.00000      0.00000      0.00000      0.00666      0.00016      0.00082      0.00000      0.00000      0.00000      0.00000      0.00000      0.06106      0.01176      0.00392      0.00000      0.00000      0.00000      0.00000      0.00000      0.77459      0.09571      0.11535      0.01117      0.00058      0.00424      0.00000      0.00000      0.00125      0.00000      0.00064      0.00000      0.29227      0.00656      0.02740      0.00918      0.00005      0.00000      0.00000      0.00000      0.00134      0.00000      0.00000      0.00000      0.30698      0.01334      0.03211      0.00013      0.05887      1.08119      0.69606      1.57653      0.20072      1.77726      0.05887 
    1900      900    1.710e-03      7.01999      0.00000      0.00000      0.00000      0.00000      0.00000      0.00982      0.00000      0.00126      0.00000      0.00000      0.00000      0.00000      0.06935      0.25453      0.01366      0.05896      0.00000      0.00310      0.00000      0.00704      0.49565      2.95638      0.10893      0.47877      0.00000      0.00330      0.00000      0.00195      0.00000      0.00598      0.00000      0.00125      0.10479      0.50831      0.01177      0.08742      0.00000      0.00405      0.00000      0.00000      0.00071      0.00374      0.00097      0.00179      0.17194      0.82701      0.02953      0.11943      0.67860      4.45744      1.88395      5.41866      0.92273      6.34139      0.67860 
    1900     1000    1.710e-03      7.30752      0.00000      0.00000      0.00000      0.00000      0.00000      0.00411      0.00000      0.00021      0.00000      0.00000      0.00000      0.00000      0.05493      0.28932      0.00976      0.06060      0.00000      0.00000      0.00000      0.00000      0.43918      3.08747      0.09875      0.60233      0.00000      0.00332      0.00000      0.00043      0.00108      0.00880      0.00000      0.00054      0.04542      0.62132      0.00878      0.08578      0.00065      0.00076      0.00000      0.00209      0.00000      0.00381      0.00003      0.00036      0.11815      0.88899      0.04141      0.16595      0.66317      4.64667      1.99768      5.56732      1.07703      6.64435      0.66317 
    1900     1100    1.710e-03      7.30434      0.00000      0.00000      0.00000      0.00000      0.00000      0.00169      0.00000      0.00614      0.00000      0.00000      0.00000      0.00000      0.04322      0.50002      0.00632      0.08892      0.00152      0.00292      0.00000      0.00000      0.38575      3.07654      0.08676      0.59077      0.00376      0.00516      0.00000      0.00000      0.00000      0.01998      0.00000      0.00153      0.05552      0.59144      0.00322      0.11037      0.00000      0.00035      0.00000      0.00000      0.00159      0.01443      0.00000      0.00174      0.11112      0.68392      0.02667      0.17000      0.71295      4.79059      1.80080      5.49894      1.09245      6.59139      0.71295 
    1900     1200    1.710e-03      7.14290      0.00000      0.00000      0.00000      0.00000      0.00000      0.00979      0.00000      0.00089      0.00000      0.00000      0.00000      0.00000      0.06293      0.52820      0.00778      0.08304      0.00000      0.00000      0.00000      0.00000      0.28036      2.86508      0.06472      0.65247      0.00000      0.00000      0.00000      0.00000      0.00000      0.00879      0.00000      0.00077      0.02195      0.53646      0.00797      0.10385      0.00000      0.00289      0.00000      0.00293      0.00115      0.01742      0.00000      0.00071      0.06727      0.86941      0.01325      0.18745      0.74539      4.55524      1.84226      5.27168      1.12582      6.39751      0.74539 
    1900     1300    1.710e-03      7.35400      0.00000      0.00000      0.00000      0.00000      0.00000      0.00474      0.00000      0.00517      0.00000      0.00000      0.00000      0.00000      0.08006      0.79266      0.00952      0.15065      0.00000      0.00136      0.00000      0.00000      0.19429      3.04117      0.03803      0.65191      0.00000      0.00335      0.00000      0.00399      0.00000      0.01348      0.00000      0.00113      0.01852      0.48500      0.00372      0.07104      0.00000      0.00491      0.00000      0.00180      0.00225      0.00757      0.00000      0.00000      0.05864      0.76706      0.01289      0.15601      0.77306      4.96957      1.61137      5.47506      1.10588      6.58094      0.77306 
    1900     1400    1.710e-03      7.01412      0.00000      0.00000      0.00000      0.00000      0.00000      0.01837      0.00000      0.00400      0.00000      0.00454      0.00000      0.00000      0.08184      1.11885      0.03057      0.22797      0.00000      0.00103      0.00000      0.00000      0.12240      2.61858      0.03202      0.49822      0.00000      0.00194      0.00000      0.00000      0.00005      0.01042      0.00000      0.00319      0.02536      0.46059      0.00713      0.11094      0.00064      0.00202      0.00000      0.00037      0.00000      0.01735      0.00313      0.00773      0.06676      0.70839      0.00649      0.14273      0.68050      4.75838      1.57523      5.25912      1.07450      6.33361      0.68050 
    1900     1500    1.710e-03      5.64581      0.00000      0.00000      0.00000      0.00000      0.00192      0.01856      0.00000      0.00420      0.00000      0.00172      0.00000      0.00000      0.04504      1.45719      0.02211      0.28229      0.00000      0.00071      0.00000      0.00000      0.06779      1.57503      0.01779      0.36780      0.00063      0.00137      0.00000      0.00000      0.00000      0.01665      0.00000      0.00566      0.02583      0.30243      0.00597      0.08544      0.00000      0.00690      0.00000      0.00108      0.00005      0.01179      0.00000      0.00351      0.04051      0.55070      0.00153      0.10717      0.61646      3.86214      1.16721      4.12482      0.90453      5.02934      0.61646 
    1900     1600    1.710e-03      4.30556      0.00000      0.00000      0.00000      0.00000      0.00130      0.06378      0.00416      0.01034      0.00014      0.00362      0.00040      0.00000      0.07527      1.60705      0.01206      0.30556      0.00000      0.00083      0.00000      0.00000      0.05643      0.70565      0.00979      0.15388      0.00000      0.00231      0.00000      0.00000      0.00000      0.01284      0.00000      0.00301      0.00647      0.25272      0.00146      0.05246      0.00081      0.00837      0.00000      0.00260      0.00098      0.03032      0.00000      0.00241      0.02118      0.38973      0.00044      0.07826      0.42891      3.01027      0.86639      3.23983      0.63683      3.87666      0.42891 
    1900     1700    1.710e-03      2.54385      0.00029      0.01921      0.00000      0.00785      0.00088      0.19744      0.00215      0.03373      0.00052      0.01392      0.00000      0.00587      0.03332      0.54837      0.00224      0.12206      0.00000      0.00062      0.00000      0.00000      0.01493      0.55346      0.00761      0.15362      0.00130      0.01071      0.00000      0.00090      0.00000      0.00718      0.00000      0.01101      0.00579      0.15274      0.00067      0.02356      0.00000      0.00686      0.00000      0.00199      0.00000      0.03124      0.00000      0.00299      0.00766      0.22252      0.00118      0.04375      0.29368      1.71810      0.53207      1.82897      0.42120      2.25017      0.29368 
    2000        1    1.010e-03      0.00188      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00140      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00048      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00140      0.00048      0.00188      0.00000      0.00188      0.00000 
    2000       25    1.010e-03      0.20314      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.01385      0.00000      0.00059      0.00000      0.00000      0.00000      0.00000      0.00000      0.07896      0.00126      0.00270      0.00542      0.00000      0.00000      0.00039      0.00000      0.00000      0.00000      0.00000      0.00000      0.05567      0.00000      0.00396      0.00000      0.00000      0.00000      0.00000      0.00000      0.00308      0.00000      0.00000      0.00000      0.03658      0.00002      0.00066      0.00000      0.00000      0.10278      0.10036      0.18942      0.01372      0.20314      0.00000 
    2000       50    1.010e-03      0.56917      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00469      0.00000      0.00081      0.00000      0.00000      0.00000      0.00000      0.00000      0.19253      0.00000      0.02502      0.00229      0.00381      0.00000      0.00005      0.00000      0.00000      0.00000      0.00087      0.00000      0.17973      0.00150      0.01705      0.00683      0.00480      0.00000      0.00185      0.00000      0.00000      0.00000      0.00000      0.00000      0.11060      0.00231      0.00697      0.00000      0.00745      0.22534      0.33637      0.49996      0.06175      0.56171      0.00745 
    2000       75    1.010e-03      1.01248      0.00000      0.00000      0.00000      0.00000      0.00056      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.02221      0.00000      0.00822      0.00000      0.00000      0.00000      0.00000      0.00000      0.42489      0.01208      0.02339      0.00379      0.00504      0.00000      0.00668      0.00000      0.00099      0.00000      0.00000      0.00000      0.22256      0.00691      0.03821      0.00043      0.00107      0.00000      0.00000      0.00000      0.00063      0.00000      0.00000      0.00000      0.19007      0.00000      0.01115      0.00000      0.03362      0.49514      0.48372      0.88699      0.09187      0.97886      0.03362 
    2000      150    1.010e-03      1.71440      0.00000      0.00000      0.00000      0.00000      0.00088      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.03625      0.00556      0.00521      0.00501      0.00000      0.00000      0.00000      0.00000      0.73750      0.06311      0.07052      0.01126      0.00348      0.00000      0.00000      0.00000      0.00214      0.00119      0.00052      0.00001      0.31605      0.03731      0.03217      0.01069      0.00203      0.00006      0.00000      0.00000      0.00032      0.00000      0.00000      0.00000      0.23489      0.02270      0.06503      0.00061      0.04989      0.93530      0.72921      1.46348      0.20103      1.66451      0.04989 
    2000      200    1.010e-03      2.52084      0.00000      0.00000      0.00000      0.00000      0.00050      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.05198      0.00547      0.01367      0.00424      0.00000      0.00000      0.00000      0.00000      1.15539      0.11798      0.12217      0.01979      0.01653      0.00213      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.34036      0.03992      0.03588      0.00237      0.00080      0.00000      0.00000      0.00000      0.00756      0.00000      0.00000      0.00063      0.36024      0.04677      0.04453      0.01562      0.11629      1.49121      0.91334      2.14564      0.25891      2.40455      0.11629 
    2000      400    1.010e-03      3.91893      0.00000      0.00000      0.00000      0.00000      0.00658      0.00862      0.00000      0.00109      0.00000      0.00000      0.00000      0.00000      0.06354      0.06418      0.01483      0.02007      0.00000      0.00000      0.00000      0.00000      1.29509      0.55909      0.18887      0.10062      0.00000      0.00000      0.00000      0.00106      0.00000      0.00000      0.00000      0.00000      0.35641      0.18760      0.05857      0.02070      0.00000      0.00000      0.00000      0.00003      0.00096      0.00050      0.00000      0.00000      0.45475      0.15404      0.06064      0.05149      0.24961      2.32258      1.34674      3.15135      0.51797      3.66932      0.24961 
    2000      600    1.010e-03      5.40134      0.00000      0.00000      0.00000      0.00000      0.00000      0.00337      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.04673      0.12651      0.01086      0.00749      0.00000      0.00000      0.00000      0.00000      1.35469      1.43410      0.14938      0.26965      0.00000      0.01668      0.00000      0.00000      0.00000      0.00082      0.00000      0.00000      0.19288      0.32355      0.05592      0.05395      0.00000      0.00093      0.00000      0.00000      0.00107      0.00624      0.00000      0.00000      0.32252      0.46842      0.06083      0.09560      0.39916      3.40279      1.59940      4.29850      0.70368      5.00219      0.39916 
    2000      800    1.010e-03      6.76787      0.00000      0.00000      0.00000      0.00000      0.00000      0.00829      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.03575      0.24683      0.00761      0.03200      0.00000      0.00066      0.00000      0.00000      0.96446      2.49348      0.13739      0.38956      0.00000      0.00357      0.00000      0.00000      0.00011      0.01007      0.00000      0.00000      0.13897      0.42310      0.01956      0.05745      0.00000      0.00201      0.00000      0.00000      0.00038      0.00180      0.00000      0.00005      0.26294      0.78827      0.05316      0.12018      0.57021      4.31603      1.88163      5.38070      0.81696      6.19766      0.57021 
    2000     1000    1.010e-03      7.39656      0.00000      0.00000      0.00000      0.00000      0.00749      0.00863      0.00000      0.00033      0.00000      0.00000      0.00000      0.00000      0.04098      0.37693      0.00920      0.05718      0.00000      0.00000      0.00000      0.00000      0.48798      3.00853      0.12682      0.57450      0.00000      0.00178      0.00000      0.00000      0.00050      0.00191      0.00000      0.00000      0.06721      0.56444      0.01506      0.10190      0.00000      0.00483      0.00000      0.00058      0.00000      0.00319      0.00000      0.00000      0.11621      0.88914      0.02250      0.18187      0.72687      4.69857      1.97113      5.57975      1.08995      6.66970      0.72687 
    2000     1100    1.010e-03      7.68496      0.00000      0.00000      0.00000      0.00000      0.00000      0.00548      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.04812      0.35282      0.00302      0.07450      0.00000      0.00447      0.00000      0.00000      0.42933      3.27623      0.09258      0.65464      0.00000      0.00000      0.00000      0.00416      0.00000      0.00209      0.00000      0.00039      0.08643      0.50572      0.01505      0.10949      0.00000      0.00127      0.00000      0.00000      0.00000      0.00617      0.00000      0.00000      0.10614      0.91177      0.01773      0.22861      0.74877      4.94119      1.99501      5.73603      1.20017      6.93620      0.74877 
    2000     1200    1.010e-03      7.77200      0.00000      0.00000      0.00000      0.00000      0.00858      0.02458      0.00000      0.00429      0.00000      0.00057      0.00000      0.00000      0.04418      0.45220      0.00185      0.09046      0.00000      0.00093      0.00000      0.00088      0.37225      3.42466      0.04449      0.58833      0.00000      0.00866      0.00000      0.00000      0.00000      0.00657      0.00000      0.00103      0.04948      0.58106      0.00287      0.10926      0.00000      0.00088      0.00000      0.00020      0.00098      0.00568      0.00000      0.00035      0.06192      0.93721      0.00970      0.18946      0.74845      5.05825      1.96530      5.98038      1.04316      7.02355      0.74845 
    2000     1300    1.010e-03      7.40479      0.00000      0.00000      0.00000      0.00000      0.00000      0.00752      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.06193      0.54619      0.00206      0.14078      0.00775      0.00130      0.00000      0.00000      0.21679      3.04522      0.04347      0.63993      0.00063      0.00000      0.00000      0.00089      0.00000      0.00410      0.00299      0.00039      0.05667      0.44424      0.00223      0.12249      0.00000      0.00333      0.00000      0.00107      0.00200      0.00182      0.00000      0.00062      0.09038      0.92647      0.01907      0.16365      0.84880      4.71294      1.84305      5.41635      1.13964      6.55599      0.84880 
    2000     1400    1.010e-03      7.44297      0.00000      0.00000      0.00000      0.00000      0.00000      0.00842      0.00000      0.00616      0.00000      0.00000      0.00000      0.00000      0.03356      0.90251      0.01262      0.16157      0.00000      0.00000      0.00000      0.00000      0.17277      2.86714      0.04644      0.62823      0.00000      0.00424      0.00000      0.00000      0.00000      0.01150      0.00000      0.00043      0.01670      0.49319      0.00737      0.10272      0.00000      0.00000      0.00000      0.00698      0.00000      0.01183      0.00000      0.00613      0.03552      0.83455      0.01079      0.17049      0.89112      4.83941      1.71244      5.39194      1.15991      6.55185      0.89112 
    2000     1500    1.010e-03      7.01675      0.00000      0.00000      0.00000      0.00000      0.00390      0.01942      0.00000      0.00402      0.00000      0.00216      0.00000      0.00000      0.05358      1.05450      0.00600      0.23741      0.00000      0.00000      0.00000      0.00000      0.11313      2.67148      0.02614      0.52014      0.00000      0.00115      0.00000      0.00000      0.00000      0.02506      0.00000      0.00008      0.04268      0.47686      0.00447      0.08986      0.00000      0.02412      0.00075      0.00451      0.00000      0.01122      0.00000      0.00181      0.04027      0.75789      0.00905      0.11827      0.69680      4.71188      1.60806      5.29742      1.02252      6.31995      0.69680 
    2000     1600    1.010e-03      5.80794      0.00000      0.00037      0.00000      0.00000      0.00260      0.02707      0.00000      0.00633      0.00000      0.00132      0.00000      0.00000      0.07373      1.56742      0.00631      0.33826      0.00000      0.00000      0.00000      0.00000      0.07107      1.52721      0.04357      0.35204      0.00000      0.00054      0.00000      0.00148      0.00000      0.00998      0.00000      0.00048      0.03643      0.32086      0.00184      0.08696      0.00079      0.00068      0.00000      0.00263      0.00000      0.04071      0.00000      0.00576      0.02318      0.55703      0.00343      0.09609      0.60177      4.01731      1.18887      4.26100      0.94518      5.20618      0.60177 
