# Percent efficiencies for sum of all SR bins, each SR bin, SR bin groups:
      mg   mchi10    xsec (pb)      all SRs          SR1          SR2          SR3          SR4          SR5          SR6          SR7          SR8          SR9         SR10         SR11         SR12         SR13         SR14         SR15         SR16         SR17         SR18         SR19         SR20         SR21         SR22         SR23         SR24         SR25         SR26         SR27         SR28         SR29         SR30         SR31         SR32         SR33         SR34         SR35         SR36         SR37         SR38         SR39         SR40         SR41         SR42         SR43         SR44         SR45         SR46         SR47         SR48         SR49    hadronSRs    leptonSRs     shortSRs      longSRs      1DTkSRs  multiDTkSRs 
    1800       25    2.930e-03      2.38771      0.00000      0.00000      0.00000      0.00000      0.00371      0.00000      0.00067      0.00000      0.00000      0.00000      0.00000      0.00000      0.10531      0.00385      0.01059      0.00227      0.00000      0.00000      0.00000      0.00000      1.14394      0.01427      0.16623      0.00628      0.00572      0.00000      0.00232      0.00000      0.00121      0.00000      0.00031      0.00000      0.28054      0.01804      0.04003      0.00000      0.00097      0.00000      0.00033      0.00000      0.00028      0.00000      0.00000      0.00000      0.31911      0.01199      0.12338      0.00034      0.12600      1.45713      0.80458      1.90896      0.35275      2.26171      0.12600 
    1800       50    2.930e-03      4.66961      0.00000      0.00000      0.00000      0.00000      0.00605      0.00000      0.00229      0.00000      0.00000      0.00000      0.00000      0.00000      0.18130      0.00000      0.05820      0.00000      0.00000      0.00000      0.00000      0.00000      2.07704      0.05079      0.36951      0.00598      0.00293      0.00000      0.00000      0.00000      0.00042      0.00000      0.00000      0.00000      0.46734      0.00766      0.09035      0.00269      0.00763      0.00000      0.00000      0.00000      0.00000      0.00000      0.00328      0.00000      0.71639      0.03161      0.17395      0.00000      0.41420      2.75116      1.50425      3.54916      0.70625      4.25541      0.41420 
    1800       75    2.930e-03      6.58203      0.00000      0.00000      0.00000      0.00000      0.01301      0.00000      0.00058      0.00000      0.00000      0.00000      0.00000      0.00000      0.28027      0.00130      0.06930      0.00056      0.00000      0.00000      0.00000      0.00000      3.03862      0.03329      0.63483      0.01439      0.00062      0.00000      0.00000      0.00000      0.00000      0.00000      0.00337      0.00000      0.48442      0.01280      0.14445      0.00000      0.00078      0.00000      0.00000      0.00000      0.00189      0.00000      0.00026      0.00000      0.95142      0.01344      0.19195      0.00560      0.68487      4.08615      1.81101      4.83187      1.06529      5.89716      0.68487 
    1800      150    2.930e-03      7.63179      0.00000      0.00000      0.00000      0.00000      0.01949      0.00000      0.00201      0.00000      0.00000      0.00000      0.00000      0.00000      0.18863      0.00245      0.07737      0.00121      0.00138      0.00000      0.00054      0.00000      3.10179      0.04087      0.96146      0.03830      0.00036      0.00000      0.00000      0.00000      0.00157      0.00000      0.00048      0.00000      0.71150      0.00282      0.17654      0.00700      0.00073      0.00000      0.00021      0.00000      0.00108      0.00000      0.00044      0.00000      1.07296      0.01496      0.29589      0.00693      0.90282      4.43549      2.29348      5.16059      1.56838      6.72897      0.90282 
    1800      200    2.930e-03      7.60413      0.00000      0.00000      0.00000      0.00000      0.00075      0.00000      0.00299      0.00000      0.00000      0.00000      0.00000      0.00000      0.23797      0.00064      0.06358      0.00461      0.00126      0.00000      0.00039      0.00000      3.04346      0.04296      1.18970      0.03509      0.00091      0.00000      0.00000      0.00000      0.00368      0.00000      0.00000      0.00000      0.51256      0.02015      0.19376      0.01667      0.00032      0.00000      0.00050      0.00035      0.00077      0.00165      0.00016      0.00000      0.95650      0.01375      0.37963      0.02522      0.85413      4.62341      2.12659      4.83734      1.91266      6.75000      0.85413 
    1800      400    2.930e-03      5.62153      0.00000      0.00000      0.00000      0.00000      0.00142      0.00000      0.00054      0.00000      0.00000      0.00000      0.00000      0.00000      0.09723      0.03590      0.06924      0.02238      0.00000      0.00000      0.00528      0.00000      2.00519      0.13587      1.10247      0.25522      0.00000      0.00000      0.00000      0.00000      0.00044      0.00000      0.00046      0.00000      0.29129      0.02140      0.15800      0.04760      0.00048      0.00000      0.00000      0.00000      0.00000      0.00000      0.00363      0.00480      0.54863      0.05714      0.30445      0.07466      0.37782      3.73075      1.51297      3.19499      2.04872      5.24371      0.37782 
    1800      600    2.930e-03      3.86137      0.00000      0.00000      0.00000      0.00000      0.00083      0.00000      0.00004      0.00067      0.00000      0.00000      0.00000      0.00000      0.05483      0.01794      0.05243      0.02675      0.00000      0.00000      0.00000      0.00000      0.91604      0.30982      0.76927      0.46851      0.00000      0.00000      0.00000      0.00000      0.00203      0.00004      0.00000      0.00000      0.11685      0.03351      0.12387      0.10564      0.00229      0.00121      0.00000      0.00000      0.00000      0.00000      0.00002      0.00000      0.21412      0.10980      0.18465      0.14952      0.20072      2.61712      1.04354      1.77930      1.88135      3.66066      0.20072 
    1800      800    2.930e-03      2.63947      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.02999      0.02770      0.02660      0.05412      0.00000      0.00000      0.00000      0.00000      0.43715      0.26588      0.48349      0.55083      0.00083      0.00000      0.00000      0.00000      0.00046      0.00000      0.00193      0.00001      0.04187      0.02389      0.06077      0.08181      0.00100      0.00000      0.00000      0.00000      0.00466      0.00429      0.00000      0.00000      0.08445      0.07357      0.11852      0.16946      0.09620      1.87575      0.66751      0.99574      1.54752      2.54326      0.09620 
    1800      900    2.930e-03      2.25193      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00285      0.00135      0.00000      0.00000      0.00000      0.00000      0.00491      0.02811      0.03704      0.05496      0.00000      0.00000      0.00000      0.00000      0.26809      0.24890      0.36524      0.61535      0.00000      0.00000      0.00000      0.00089      0.00000      0.00000      0.00000      0.00421      0.02577      0.03500      0.04441      0.08297      0.00000      0.00000      0.00000      0.00048      0.00000      0.00000      0.00000      0.00030      0.05043      0.06289      0.09403      0.15014      0.07359      1.62681      0.55153      0.72411      1.45424      2.17834      0.07359 
    1800     1000    2.930e-03      1.79313      0.00000      0.00000      0.00000      0.00000      0.00166      0.00000      0.00069      0.00000      0.00140      0.00000      0.00000      0.00000      0.00871      0.02977      0.02316      0.07358      0.00000      0.00000      0.00000      0.00000      0.18075      0.25243      0.21715      0.51266      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00119      0.00079      0.01277      0.03530      0.02881      0.09641      0.00000      0.00000      0.00000      0.00000      0.00000      0.00048      0.00000      0.00268      0.04602      0.04542      0.03407      0.13956      0.04768      1.30195      0.44350      0.61470      1.13075      1.74545      0.04768 
    1800     1100    2.930e-03      1.44027      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00072      0.00247      0.00000      0.00000      0.00000      0.00000      0.01021      0.01524      0.01928      0.07165      0.00000      0.00000      0.00000      0.00000      0.11255      0.17271      0.16685      0.48890      0.00000      0.00000      0.00000      0.00000      0.00000      0.00054      0.00000      0.00066      0.01028      0.03154      0.02044      0.05945      0.00000      0.00000      0.00000      0.00000      0.00155      0.00000      0.00000      0.00377      0.01615      0.04710      0.02413      0.12400      0.04007      1.06056      0.33963      0.41787      0.98232      1.40019      0.04007 
    1800     1200    2.930e-03      1.16213      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00197      0.00000      0.00000      0.00000      0.00000      0.00058      0.01255      0.02877      0.01042      0.10772      0.00000      0.00000      0.00000      0.00089      0.08045      0.11025      0.11853      0.37077      0.00000      0.00000      0.00000      0.00034      0.00000      0.00000      0.00000      0.00068      0.00670      0.01703      0.01554      0.06889      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00097      0.01153      0.02447      0.01950      0.11276      0.04082      0.84289      0.27842      0.29174      0.82956      1.12130      0.04082 
    1800     1300    2.930e-03      0.95644      0.00000      0.00000      0.00000      0.00000      0.00000      0.00150      0.00000      0.00098      0.00000      0.00000      0.00000      0.00099      0.00867      0.01878      0.03345      0.10893      0.00000      0.00000      0.00000      0.00000      0.06843      0.10042      0.06179      0.31435      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.01721      0.00567      0.00823      0.03710      0.00000      0.00000      0.00000      0.00080      0.00000      0.00304      0.00038      0.00453      0.00538      0.03008      0.01806      0.09184      0.01582      0.71830      0.22233      0.25919      0.68144      0.94062      0.01582 
    1800     1400    2.930e-03      0.71384      0.00000      0.00397      0.00000      0.00024      0.00000      0.00000      0.00000      0.00601      0.00000      0.00000      0.00000      0.00000      0.00631      0.03380      0.03378      0.14433      0.00000      0.00000      0.00000      0.00000      0.02688      0.04404      0.04741      0.20959      0.00000      0.00000      0.00000      0.00026      0.00000      0.00000      0.00000      0.00002      0.00537      0.01319      0.00753      0.02806      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00202      0.00052      0.00737      0.02227      0.00558      0.04723      0.01806      0.55636      0.13942      0.16320      0.53258      0.69578      0.01806 
    1800     1500    2.930e-03      0.57508      0.00000      0.00615      0.00026      0.00000      0.00000      0.00720      0.00062      0.01010      0.00000      0.00000      0.00000      0.00000      0.01613      0.04761      0.02786      0.18215      0.00000      0.00000      0.00000      0.00069      0.00378      0.04549      0.01282      0.11746      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00226      0.01254      0.00058      0.01267      0.00000      0.00000      0.00000      0.00037      0.00000      0.00000      0.00000      0.00002      0.00399      0.01221      0.00182      0.03055      0.01974      0.47833      0.07700      0.15736      0.39798      0.55534      0.01974 
    1800     1600    2.930e-03      0.25635      0.00000      0.00000      0.00069      0.00000      0.00945      0.00236      0.00000      0.00711      0.00000      0.00003      0.00000      0.00019      0.00346      0.02211      0.00689      0.05128      0.00000      0.00000      0.00000      0.00298      0.00000      0.02390      0.00840      0.06667      0.00000      0.00048      0.00000      0.00522      0.00000      0.00000      0.00000      0.00000      0.00509      0.00638      0.00163      0.00395      0.00000      0.00000      0.00000      0.00076      0.00000      0.00000      0.00000      0.00008      0.00183      0.00217      0.00069      0.01804      0.00452      0.20551      0.04631      0.07725      0.17458      0.25183      0.00452 
    1900       25    1.710e-03      2.25051      0.00000      0.00000      0.00000      0.00000      0.00259      0.00000      0.00022      0.00000      0.00000      0.00000      0.00000      0.00000      0.10408      0.00480      0.01696      0.00036      0.00000      0.00000      0.00000      0.00000      1.02583      0.06724      0.16679      0.00931      0.00000      0.00000      0.00516      0.00000      0.00224      0.00000      0.00000      0.00000      0.25959      0.01133      0.06985      0.00058      0.00078      0.00000      0.00000      0.00000      0.00099      0.00000      0.00000      0.00000      0.32248      0.01096      0.05729      0.00000      0.11109      1.39817      0.74124      1.81289      0.32652      2.13941      0.11109 
    1900       50    1.710e-03      4.43492      0.00286      0.00000      0.00000      0.00000      0.00923      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.15961      0.00000      0.02975      0.00000      0.00000      0.00000      0.00000      0.00000      2.09362      0.04166      0.39479      0.01046      0.00062      0.00000      0.00000      0.00000      0.00288      0.00000      0.00000      0.00000      0.40442      0.00421      0.09275      0.00761      0.00086      0.00000      0.00000      0.00000      0.00063      0.00000      0.00034      0.00000      0.62833      0.01024      0.12393      0.00083      0.41531      2.74197      1.27763      3.35915      0.66046      4.01961      0.41531 
    1900       75    1.710e-03      6.06684      0.00000      0.00000      0.00000      0.00000      0.00930      0.00000      0.00354      0.00000      0.00000      0.00000      0.00000      0.00000      0.17273      0.00121      0.05375      0.00000      0.00000      0.00000      0.00000      0.00000      2.79594      0.04286      0.61512      0.00960      0.00689      0.00000      0.00000      0.00000      0.00126      0.00000      0.00292      0.00000      0.52088      0.00326      0.11446      0.00582      0.00033      0.00000      0.00030      0.00000      0.00042      0.00097      0.00000      0.00000      0.87859      0.01291      0.16198      0.00039      0.65141      3.70405      1.71138      4.44755      0.96788      5.41543      0.65141 
    1900      150    1.710e-03      7.63606      0.00000      0.00000      0.00000      0.00000      0.00245      0.00000      0.00056      0.00000      0.00000      0.00000      0.00000      0.00000      0.19576      0.00114      0.09052      0.00407      0.00142      0.00000      0.00000      0.00000      3.34253      0.02176      0.89934      0.03290      0.00000      0.00000      0.00041      0.00000      0.00348      0.00001      0.00183      0.00000      0.60108      0.00808      0.15477      0.00086      0.00081      0.00000      0.00000      0.00000      0.00142      0.00000      0.00087      0.00000      0.97571      0.00408      0.30420      0.00528      0.98071      4.59245      2.06290      5.15973      1.49562      6.65535      0.98071 
    1900      900    1.710e-03      2.27383      0.00000      0.00000      0.00000      0.00000      0.00070      0.00000      0.00034      0.00119      0.00000      0.00000      0.00000      0.00000      0.01953      0.02619      0.02211      0.04845      0.00000      0.00000      0.00074      0.00000      0.35941      0.24467      0.37825      0.56281      0.00000      0.00000      0.00000      0.00052      0.00000      0.00000      0.00000      0.00060      0.03883      0.02650      0.06620      0.07638      0.00000      0.00000      0.00000      0.00000      0.00043      0.00000      0.00000      0.00180      0.06851      0.05218      0.05678      0.12444      0.09626      1.66440      0.51317      0.83697      1.34061      2.17758      0.09626 
    1900     1000    1.710e-03      1.99354      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00415      0.00000      0.00000      0.00000      0.00000      0.01501      0.03645      0.01308      0.04330      0.00000      0.00000      0.00000      0.00056      0.25200      0.21775      0.27423      0.61187      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.03398      0.02266      0.02217      0.07508      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00050      0.05172      0.05966      0.03480      0.16968      0.05490      1.46840      0.47024      0.68923      1.24941      1.93864      0.05490 
    1900     1100    1.710e-03      1.74267      0.00000      0.00000      0.00000      0.00000      0.00092      0.00000      0.00000      0.01275      0.00000      0.00000      0.00000      0.00000      0.01405      0.03015      0.01258      0.04534      0.00000      0.00000      0.00000      0.00000      0.14056      0.21055      0.21080      0.54477      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.03640      0.02223      0.01768      0.07196      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00033      0.00249      0.04751      0.06439      0.05642      0.15279      0.04801      1.22246      0.47220      0.56677      1.12790      1.69466      0.04801 
    1900     1200    1.710e-03      1.29809      0.00000      0.00000      0.00000      0.00000      0.00000      0.00134      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.02074      0.02073      0.01328      0.06544      0.00000      0.00000      0.00000      0.00000      0.06755      0.13122      0.15373      0.47229      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00063      0.00054      0.00332      0.02002      0.00521      0.06470      0.00062      0.00469      0.00000      0.00400      0.00047      0.00000      0.00000      0.00140      0.02435      0.02873      0.03992      0.12310      0.03007      0.94632      0.32170      0.32378      0.94423      1.26801      0.03007 
    1900     1300    1.710e-03      1.08358      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.01504      0.03115      0.00911      0.06770      0.00000      0.00000      0.00000      0.00000      0.03287      0.13169      0.11905      0.36871      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.01486      0.01510      0.00667      0.08755      0.00000      0.00000      0.00000      0.00000      0.00000      0.00040      0.00000      0.00000      0.00904      0.00683      0.01979      0.12150      0.02652      0.77532      0.28174      0.25698      0.80008      1.05706      0.02652 
    1900     1400    1.710e-03      0.97259      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00154      0.00000      0.00000      0.00000      0.00000      0.00114      0.02582      0.02139      0.14891      0.00000      0.00000      0.00000      0.00000      0.04827      0.10775      0.05238      0.32057      0.00000      0.00000      0.00000      0.00000      0.00000      0.00068      0.00000      0.00071      0.01055      0.01182      0.00596      0.05340      0.00000      0.00000      0.00000      0.00000      0.00000      0.00107      0.00000      0.00061      0.00329      0.01815      0.01036      0.11222      0.01599      0.72777      0.22883      0.22856      0.72804      0.95660      0.01599 
    1900     1500    1.710e-03      0.72202      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00173      0.00066      0.00000      0.00000      0.00043      0.00775      0.07293      0.01771      0.14031      0.00000      0.00000      0.00000      0.00000      0.02613      0.05255      0.03522      0.20668      0.00000      0.00000      0.00000      0.00057      0.00000      0.00000      0.00000      0.00000      0.00276      0.00890      0.01106      0.02877      0.00000      0.00128      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00968      0.01404      0.01169      0.06249      0.00867      0.56209      0.15126      0.19669      0.51666      0.71335      0.00867 
    1900     1600    1.710e-03      0.41795      0.00000      0.00000      0.00000      0.00000      0.00000      0.00065      0.00000      0.00315      0.00000      0.00000      0.00000      0.00000      0.00245      0.02763      0.02802      0.14597      0.00000      0.00000      0.00000      0.00000      0.01316      0.01895      0.01620      0.07945      0.00000      0.00000      0.00000      0.00067      0.00000      0.00000      0.00066      0.00000      0.00133      0.01867      0.00013      0.00516      0.00000      0.00000      0.00000      0.00079      0.00000      0.00000      0.00000      0.00101      0.00172      0.00266      0.00297      0.02582      0.02073      0.33563      0.06160      0.08723      0.31000      0.39723      0.02073 
    1900     1700    1.710e-03      0.23081      0.00000      0.00000      0.00017      0.00000      0.00000      0.00694      0.00103      0.02260      0.00071      0.00000      0.00000      0.00000      0.00290      0.02432      0.00866      0.04624      0.00000      0.00000      0.00024      0.00000      0.00541      0.01934      0.00157      0.03115      0.00000      0.00000      0.00043      0.00000      0.00000      0.00000      0.00000      0.00043      0.00086      0.00345      0.00452      0.01411      0.00000      0.00000      0.00072      0.00000      0.00000      0.00421      0.00000      0.00000      0.00095      0.01156      0.00092      0.01117      0.00622      0.17126      0.05333      0.08063      0.14396      0.22459      0.00622 
    2000        1    1.010e-03      0.00262      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00050      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00129      0.00000      0.00084      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00262      0.00179      0.00084      0.00262      0.00000 
    2000       25    1.010e-03      2.17661      0.00000      0.00000      0.00000      0.00000      0.00811      0.00581      0.00071      0.00000      0.00000      0.00000      0.00000      0.00000      0.07895      0.00629      0.02418      0.00063      0.00000      0.00000      0.00000      0.00000      1.01490      0.03368      0.16307      0.00057      0.00182      0.00000      0.00000      0.00000      0.00126      0.00147      0.00000      0.00000      0.24021      0.00802      0.04306      0.01220      0.01055      0.00000      0.00368      0.00000      0.00064      0.00000      0.00000      0.00000      0.33377      0.02071      0.04443      0.00000      0.11792      1.33687      0.72181      1.76617      0.29251      2.05869      0.11792 
    2000       50    1.010e-03      4.59722      0.00000      0.00000      0.00000      0.00000      0.00639      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.14982      0.00870      0.02641      0.00049      0.00000      0.00000      0.00000      0.00000      2.16418      0.03084      0.39925      0.02143      0.00280      0.00000      0.00000      0.00000      0.00564      0.00000      0.00000      0.00000      0.38087      0.01623      0.07250      0.00077      0.00459      0.00000      0.00000      0.00000      0.00797      0.00000      0.00066      0.00000      0.68286      0.00666      0.14858      0.00000      0.45958      2.80753      1.33011      3.46755      0.67009      4.13764      0.45958 
    2000       75    1.010e-03      6.08728      0.00000      0.00000      0.00000      0.00000      0.00825      0.00000      0.00222      0.00000      0.00000      0.00000      0.00000      0.00000      0.14428      0.00032      0.03111      0.00035      0.00715      0.00000      0.00000      0.00000      2.77645      0.01917      0.57203      0.02054      0.00229      0.00000      0.00358      0.00000      0.01086      0.00000      0.00710      0.00000      0.60496      0.00717      0.13724      0.00000      0.00034      0.00000      0.00085      0.00000      0.00078      0.00000      0.00039      0.00000      0.92874      0.00848      0.17126      0.00079      0.62056      3.58187      1.88485      4.51925      0.94747      5.46672      0.62056 
    2000      150    1.010e-03      7.96777      0.00000      0.00000      0.00000      0.00000      0.02523      0.00064      0.00139      0.00000      0.00000      0.00000      0.00000      0.00000      0.18876      0.00380      0.05109      0.00190      0.00711      0.00000      0.00000      0.00000      3.31667      0.04179      1.01647      0.03992      0.00083      0.00000      0.00059      0.00000      0.00325      0.00000      0.00000      0.00000      0.68938      0.00724      0.14529      0.01304      0.00275      0.00000      0.00044      0.00000      0.00536      0.00000      0.00260      0.00000      1.05535      0.00114      0.33708      0.00133      1.00734      4.69476      2.26566      5.34929      1.61113      6.96042      1.00734 
    2000      200    1.010e-03      7.49837      0.00000      0.00000      0.00000      0.00000      0.00883      0.00000      0.00228      0.00538      0.00000      0.00000      0.00000      0.00000      0.12969      0.00963      0.05742      0.00261      0.00000      0.00000      0.00000      0.00000      3.11193      0.05630      1.07241      0.03841      0.00000      0.00000      0.00000      0.00113      0.00000      0.00000      0.00051      0.00000      0.70363      0.00784      0.18951      0.01823      0.00147      0.00000      0.00030      0.00000      0.00000      0.00000      0.00338      0.00000      0.96268      0.03060      0.30976      0.01017      0.76428      4.49488      2.23922      5.02261      1.71149      6.73410      0.76428 
    2000      400    1.010e-03      6.00410      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00373      0.00780      0.00000      0.00000      0.00000      0.00000      0.09052      0.01227      0.06404      0.00569      0.00000      0.00000      0.00000      0.00000      2.05395      0.15242      1.22295      0.25329      0.00123      0.00000      0.00059      0.00000      0.00512      0.00184      0.00298      0.00045      0.36729      0.02120      0.16636      0.02570      0.00070      0.00000      0.00000      0.00000      0.00060      0.00000      0.00000      0.00000      0.67196      0.05166      0.34864      0.06225      0.40886      3.86667      1.72857      3.43076      2.16447      5.59523      0.40886 
    2000      600    1.010e-03      4.18085      0.00000      0.00000      0.00000      0.00000      0.00780      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.03077      0.01049      0.05061      0.03202      0.00000      0.00000      0.00000      0.00000      1.10043      0.24112      0.92291      0.49237      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.14729      0.03151      0.12678      0.05094      0.00000      0.00000      0.00000      0.00000      0.00000      0.00058      0.00000      0.00083      0.27007      0.09653      0.23302      0.09146      0.24331      2.88853      1.04901      1.93660      2.00094      3.93754      0.24331 
    2000      800    1.010e-03      3.05443      0.00000      0.00000      0.00000      0.00000      0.00244      0.00000      0.00000      0.00057      0.00000      0.00000      0.00000      0.00000      0.01747      0.01843      0.03260      0.02597      0.00000      0.00000      0.00000      0.00000      0.53370      0.30209      0.63109      0.51240      0.00000      0.00000      0.00000      0.00138      0.00000      0.00000      0.00000      0.00083      0.05687      0.04422      0.08736      0.12525      0.00000      0.00000      0.00026      0.00057      0.00045      0.00428      0.00008      0.00000      0.18176      0.08203      0.12380      0.16067      0.10783      2.07677      0.86983      1.24375      1.70285      2.94660      0.10783 
    2000     1000    1.010e-03      2.31541      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00051      0.00000      0.00000      0.00000      0.00000      0.03274      0.01822      0.02721      0.06098      0.00000      0.00000      0.00000      0.00000      0.32071      0.31807      0.34557      0.62423      0.00000      0.00066      0.00000      0.00000      0.00292      0.00000      0.00000      0.00000      0.01789      0.03556      0.04271      0.08882      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00041      0.08165      0.04162      0.06418      0.12364      0.06710      1.74824      0.50007      0.87004      1.37827      2.24831      0.06710 
    2000     1100    1.010e-03      1.93325      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00114      0.00000      0.00000      0.00000      0.00000      0.00000      0.01294      0.02284      0.02213      0.04385      0.00000      0.00000      0.00000      0.00000      0.17886      0.31165      0.29312      0.54773      0.00000      0.00000      0.00000      0.00072      0.00000      0.00000      0.00000      0.00368      0.01371      0.05072      0.03404      0.06778      0.00000      0.00000      0.00000      0.00007      0.00000      0.00000      0.00000      0.00018      0.03494      0.03146      0.05158      0.15682      0.05329      1.43426      0.44570      0.65714      1.22282      1.87996      0.05329 
    2000     1200    1.010e-03      1.62745      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00671      0.00000      0.00000      0.00000      0.00000      0.01716      0.02507      0.01299      0.06949      0.00000      0.00000      0.00000      0.00000      0.13334      0.16110      0.16921      0.59136      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00765      0.04773      0.01769      0.05495      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00131      0.00990      0.04331      0.04905      0.15640      0.05303      1.18643      0.38799      0.44526      1.12916      1.57441      0.05303 
    2000     1300    1.010e-03      1.21490      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00257      0.00000      0.00000      0.00000      0.00000      0.00000      0.01412      0.03571      0.01267      0.06525      0.00000      0.00000      0.00000      0.00000      0.06149      0.14191      0.09806      0.45272      0.00000      0.00000      0.00000      0.00000      0.00000      0.00627      0.00000      0.00000      0.00269      0.01619      0.01833      0.07143      0.00000      0.00000      0.00000      0.00043      0.00000      0.00000      0.00000      0.00000      0.00493      0.04897      0.02421      0.11063      0.02632      0.88450      0.30408      0.33227      0.85631      1.18859      0.02632 
    2000     1400    1.010e-03      1.10451      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00234      0.00000      0.00000      0.00000      0.00000      0.00261      0.03402      0.03400      0.09106      0.00000      0.00151      0.00000      0.00000      0.05847      0.11496      0.10141      0.41531      0.00000      0.00000      0.00000      0.00078      0.00000      0.00000      0.00000      0.00040      0.01020      0.02794      0.00911      0.03646      0.00000      0.00000      0.00000      0.00259      0.00000      0.00105      0.00000      0.00091      0.00406      0.02886      0.01109      0.08635      0.02902      0.85569      0.21980      0.28368      0.79182      1.07549      0.02902 
    2000     1500    1.010e-03      0.89425      0.00000      0.00000      0.00000      0.00000      0.00000      0.00069      0.00000      0.00198      0.00102      0.00000      0.00000      0.00086      0.00377      0.01798      0.00986      0.09204      0.00000      0.00000      0.00000      0.00000      0.06085      0.08185      0.05970      0.36654      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00076      0.00875      0.01689      0.00572      0.02736      0.00000      0.00000      0.00000      0.00051      0.00000      0.00000      0.00000      0.00080      0.00417      0.03455      0.00864      0.07392      0.01507      0.69712      0.18207      0.23051      0.64867      0.87918      0.01507 
    2000     1600    1.010e-03      0.73280      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00073      0.00000      0.00000      0.00000      0.00000      0.00000      0.00928      0.03900      0.02745      0.15316      0.00000      0.00000      0.00000      0.00000      0.01304      0.07318      0.02962      0.23969      0.00000      0.00000      0.00000      0.00059      0.00000      0.00000      0.00045      0.00000      0.01182      0.00428      0.00259      0.02081      0.00000      0.00000      0.00000      0.00657      0.00080      0.00000      0.00000      0.00104      0.00374      0.01953      0.01277      0.05103      0.01163      0.58514      0.13603      0.17468      0.54650      0.72118      0.01163 
    2000     1700    1.010e-03      0.46836      0.00000      0.00000      0.00000      0.00000      0.00156      0.00057      0.00120      0.00419      0.00000      0.00000      0.00000      0.00000      0.01186      0.04642      0.01694      0.14084      0.00000      0.00000      0.00000      0.00000      0.00463      0.01768      0.02348      0.08693      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00062      0.00432      0.03114      0.00000      0.00000      0.00000      0.00521      0.00000      0.00054      0.00000      0.00220      0.00122      0.01473      0.00076      0.03858      0.01276      0.35628      0.09932      0.09983      0.35577      0.45560      0.01276 
