# Percent efficiencies for sum of all SR bins, each SR bin, SR bin groups:
      mg   mchi10    xsec (pb)      all SRs          SR1          SR2          SR3          SR4          SR5          SR6          SR7          SR8          SR9         SR10         SR11         SR12         SR13         SR14         SR15         SR16         SR17         SR18         SR19         SR20         SR21         SR22         SR23         SR24         SR25         SR26         SR27         SR28         SR29         SR30         SR31         SR32         SR33         SR34         SR35         SR36         SR37         SR38         SR39         SR40         SR41         SR42         SR43         SR44         SR45         SR46         SR47         SR48         SR49    hadronSRs    leptonSRs     shortSRs      longSRs      1DTkSRs  multiDTkSRs 
    2200       25    3.560e-04      1.93450      0.00000      0.00000      0.00000      0.00000      0.00057      0.00000      0.00004      0.00000      0.00000      0.00000      0.00000      0.00000      0.03729      0.00082      0.01490      0.00422      0.00000      0.00000      0.00000      0.00000      0.85918      0.02917      0.14188      0.00195      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.26243      0.01263      0.07409      0.00000      0.00519      0.00000      0.00000      0.00000      0.00868      0.00000      0.00000      0.00000      0.29886      0.00990      0.07160      0.00606      0.09502      1.09003      0.74944      1.52474      0.31473      1.83947      0.09502 
    2200       50    3.560e-04      4.26847      0.00000      0.00000      0.00000      0.00000      0.01358      0.00000      0.00174      0.00000      0.00000      0.00000      0.00000      0.00000      0.10567      0.00039      0.01926      0.00000      0.00000      0.00000      0.00000      0.00000      2.00564      0.04095      0.39918      0.01639      0.00072      0.00000      0.00000      0.00000      0.00116      0.00000      0.00000      0.00000      0.41900      0.01307      0.09771      0.00324      0.00051      0.00000      0.00004      0.00000      0.00095      0.00000      0.00000      0.00000      0.69794      0.02594      0.09970      0.00651      0.29921      2.60280      1.36646      3.32549      0.64377      3.96926      0.29921 
    2200       75    3.560e-04      5.70134      0.00000      0.00000      0.00000      0.00000      0.01002      0.00000      0.00219      0.00000      0.00000      0.00000      0.00000      0.00000      0.13069      0.00499      0.03550      0.00074      0.00000      0.00000      0.00000      0.00000      2.68292      0.02519      0.50071      0.00670      0.00000      0.00000      0.00039      0.00000      0.00115      0.00000      0.00000      0.00000      0.52863      0.01711      0.11865      0.00000      0.00000      0.00000      0.00000      0.00000      0.00076      0.00000      0.00047      0.00000      0.86443      0.00107      0.14344      0.00000      0.62559      3.39966      1.67609      4.26696      0.80879      5.07575      0.62559 
    2200      150    3.560e-04      7.99824      0.00000      0.00000      0.00000      0.00000      0.00736      0.00000      0.00064      0.00000      0.00000      0.00000      0.00000      0.00000      0.16377      0.00289      0.07631      0.00081      0.00000      0.00000      0.00000      0.00000      3.57532      0.03783      0.89520      0.01883      0.00594      0.00000      0.00148      0.00000      0.00892      0.00000      0.00000      0.00000      0.58885      0.01572      0.21664      0.00037      0.00119      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      1.08638      0.00187      0.33770      0.01474      0.93950      4.77895      2.27980      5.49604      1.56271      7.05874      0.93950 
    2200      200    3.560e-04      7.94585      0.00000      0.00000      0.00000      0.00000      0.02481      0.00000      0.00273      0.00000      0.00000      0.00000      0.00000      0.00000      0.12338      0.00288      0.06521      0.00000      0.00000      0.00000      0.00440      0.00000      3.36869      0.03341      1.24922      0.02685      0.00560      0.00000      0.00036      0.00000      0.01437      0.00000      0.00000      0.00000      0.53377      0.00120      0.18785      0.00594      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00136      0.00000      1.00582      0.01066      0.30617      0.01578      0.95539      4.90159      2.08888      5.12460      1.86587      6.99046      0.95539 
    2200      400    3.560e-04      6.51687      0.00000      0.00000      0.00000      0.00000      0.00207      0.00000      0.00481      0.00267      0.00000      0.00000      0.00000      0.00000      0.07452      0.00623      0.06189      0.00909      0.00115      0.00000      0.00064      0.00000      2.39333      0.10570      1.41660      0.16448      0.00000      0.00000      0.00000      0.00000      0.00641      0.00000      0.00091      0.00000      0.34301      0.01919      0.20909      0.03499      0.00000      0.00000      0.00000      0.00000      0.00102      0.00000      0.00000      0.00145      0.67003      0.04618      0.33631      0.04502      0.56008      4.24319      1.71361      3.66884      2.28795      5.95680      0.56008 
    2200      600    3.560e-04      4.82337      0.00000      0.00000      0.00000      0.00000      0.00000      0.00082      0.00587      0.00002      0.00000      0.00000      0.00000      0.00000      0.04626      0.01660      0.04521      0.01860      0.00000      0.00000      0.00334      0.00000      1.33699      0.25434      1.10458      0.40691      0.00012      0.00000      0.00033      0.00066      0.00000      0.00000      0.00000      0.00454      0.17523      0.04427      0.18232      0.08060      0.00000      0.00000      0.00000      0.00000      0.00043      0.00000      0.00046      0.00048      0.35162      0.07314      0.25833      0.10984      0.30148      3.23954      1.28236      2.29981      2.22209      4.52190      0.30148 
    2200      800    3.560e-04      3.47879      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00070      0.00052      0.00000      0.00000      0.00000      0.00000      0.02602      0.00866      0.01559      0.04160      0.00000      0.00000      0.00000      0.00000      0.70382      0.28295      0.68525      0.60025      0.00000      0.00000      0.00000      0.00000      0.00581      0.00000      0.00000      0.00269      0.09452      0.02719      0.09890      0.08580      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.20371      0.09857      0.15443      0.14996      0.19185      2.36536      0.92158      1.45126      1.83568      3.28694      0.19185 
    2200     1000    3.560e-04      2.63696      0.00000      0.00000      0.00000      0.00000      0.00086      0.00000      0.00000      0.00073      0.00000      0.00000      0.00000      0.00000      0.01511      0.02405      0.02685      0.05048      0.00000      0.00000      0.00000      0.00000      0.37657      0.27493      0.42653      0.68545      0.00000      0.00000      0.00000      0.00000      0.00000      0.00059      0.00000      0.00058      0.03315      0.03967      0.05094      0.09147      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.09980      0.06643      0.10651      0.18409      0.08218      1.88156      0.67322      0.93116      1.62362      2.55478      0.08218 
    2200     1200    3.560e-04      1.95390      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00053      0.00628      0.00000      0.00000      0.00000      0.00000      0.00291      0.01631      0.00719      0.04038      0.00000      0.00119      0.00000      0.00000      0.20508      0.28338      0.25906      0.63768      0.00122      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00055      0.01970      0.04044      0.03065      0.08548      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.03091      0.04119      0.05096      0.14837      0.04444      1.45998      0.44948      0.64233      1.26712      1.90946      0.04444 
    2200     1300    3.560e-04      1.59946      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00116      0.02103      0.00792      0.05425      0.00000      0.00000      0.00000      0.00000      0.11468      0.19371      0.21844      0.56800      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00359      0.02673      0.01594      0.08001      0.00000      0.00000      0.00000      0.00000      0.00000      0.00092      0.00000      0.00093      0.02315      0.04808      0.03082      0.12398      0.06613      1.17917      0.35416      0.43304      1.10029      1.53333      0.06613 
    2200     1400    3.560e-04      1.36491      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00036      0.00000      0.00000      0.00000      0.00000      0.01103      0.01877      0.00692      0.05948      0.00000      0.00000      0.00090      0.00000      0.09657      0.18013      0.14057      0.52232      0.00000      0.00000      0.00000      0.00000      0.00000      0.00066      0.00038      0.00000      0.01774      0.01278      0.00567      0.07535      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00134      0.00937      0.02250      0.01028      0.11515      0.05666      1.03703      0.27122      0.36955      0.93870      1.30825      0.05666 
    2200     1500    3.560e-04      1.29737      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00098      0.00000      0.00000      0.00000      0.00000      0.02010      0.01197      0.01235      0.08827      0.00000      0.00000      0.00000      0.00000      0.07394      0.16969      0.10628      0.46101      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00753      0.01509      0.01369      0.08226      0.00000      0.00000      0.00000      0.00067      0.00000      0.00000      0.00000      0.00000      0.01769      0.03849      0.01776      0.10962      0.04999      0.94459      0.30279      0.35450      0.89287      1.24738      0.04999 
    2200     1600    3.560e-04      1.08784      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00091      0.00000      0.00000      0.00000      0.00000      0.00717      0.03524      0.00506      0.07080      0.00000      0.00000      0.00000      0.00000      0.03811      0.17584      0.06915      0.44671      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00077      0.01332      0.03696      0.00661      0.05599      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00484      0.00246      0.02081      0.00522      0.07707      0.01479      0.84899      0.22406      0.32991      0.74313      1.07305      0.01479 
    2200     1700    3.560e-04      0.84122      0.00000      0.00000      0.00000      0.00000      0.00100      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.01284      0.01241      0.01239      0.08599      0.00000      0.00000      0.00000      0.00077      0.03231      0.09906      0.03246      0.33650      0.00000      0.00000      0.00000      0.00243      0.00000      0.00000      0.00000      0.00054      0.00076      0.01925      0.00539      0.06236      0.00000      0.00000      0.00000      0.00056      0.00000      0.00000      0.00000      0.00034      0.00324      0.02409      0.00248      0.07260      0.02146      0.62573      0.19402      0.20497      0.61479      0.81976      0.02146 
    2200     1800    3.560e-04      0.63960      0.00000      0.00000      0.00000      0.00200      0.00081      0.00000      0.00000      0.00122      0.00000      0.00000      0.00000      0.00000      0.00397      0.03741      0.01539      0.12665      0.00000      0.00000      0.00000      0.00000      0.01684      0.05402      0.02569      0.20928      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00143      0.01853      0.00155      0.01746      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00219      0.00071      0.01429      0.00248      0.07303      0.01467      0.49327      0.13165      0.14799      0.47693      0.62492      0.01467 
    2200     1900    3.560e-04      0.51079      0.00000      0.00000      0.00000      0.00000      0.00000      0.00411      0.00000      0.00662      0.00000      0.00000      0.00000      0.00000      0.00276      0.04199      0.00832      0.16652      0.00000      0.00000      0.00000      0.00552      0.00518      0.04252      0.01370      0.12846      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00446      0.00042      0.02469      0.00000      0.00068      0.00000      0.00000      0.00000      0.00000      0.00000      0.00808      0.00724      0.01259      0.00088      0.01408      0.01201      0.42568      0.07310      0.12151      0.37727      0.49878      0.01201 
    2200     2000    3.560e-04      0.23186      0.00000      0.00000      0.00000      0.00000      0.00000      0.00269      0.00425      0.02035      0.00000      0.00089      0.00000      0.00000      0.00080      0.02389      0.00364      0.04392      0.00000      0.00000      0.00000      0.00095      0.00081      0.01718      0.00740      0.05861      0.00000      0.00000      0.00000      0.00350      0.00000      0.00000      0.00000      0.00211      0.00000      0.00956      0.00124      0.00299      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00368      0.00087      0.00808      0.00038      0.01279      0.00129      0.18537      0.04520      0.06476      0.16582      0.23057      0.00129 
    2300       25    2.130e-04      1.79664      0.00000      0.00000      0.00000      0.00000      0.01204      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.07515      0.01620      0.01358      0.00000      0.00000      0.00000      0.00000      0.00000      0.85887      0.01881      0.14540      0.00119      0.00155      0.00000      0.00000      0.00000      0.00192      0.00000      0.00077      0.00000      0.20087      0.00509      0.03279      0.00119      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.26701      0.01676      0.03694      0.00134      0.08918      1.14125      0.56622      1.47427      0.23319      1.70746      0.08918 
    2300       50    2.130e-04      3.95294      0.00000      0.00000      0.00000      0.00000      0.00571      0.00000      0.00170      0.00000      0.00000      0.00000      0.00000      0.00000      0.08353      0.00000      0.01394      0.00227      0.00000      0.00000      0.00000      0.00000      1.84921      0.06109      0.33172      0.00224      0.00000      0.00000      0.00000      0.00000      0.00676      0.00000      0.00059      0.00000      0.41900      0.00168      0.06236      0.00113      0.00147      0.00403      0.00339      0.00000      0.00000      0.00000      0.00000      0.00000      0.58248      0.01628      0.14102      0.00806      0.35327      2.35142      1.24824      3.03124      0.56843      3.59967      0.35327 
    2300       75    2.130e-04      5.64447      0.00000      0.00000      0.00000      0.00000      0.01962      0.00000      0.00364      0.00000      0.00000      0.00000      0.00000      0.00000      0.13710      0.00000      0.02834      0.00075      0.00000      0.00683      0.00000      0.00000      2.72346      0.03197      0.50022      0.00968      0.00128      0.00000      0.00000      0.00000      0.00000      0.00000      0.00021      0.00000      0.48093      0.00677      0.12726      0.00275      0.00217      0.00000      0.00000      0.00000      0.00116      0.00000      0.00000      0.00000      0.80993      0.02568      0.16318      0.00374      0.55779      3.46162      1.62506      4.24690      0.83978      5.08668      0.55779 
    2300      150    2.130e-04      7.86186      0.00000      0.00000      0.00000      0.00000      0.00946      0.00000      0.00144      0.00000      0.00000      0.00000      0.00000      0.00000      0.11314      0.00557      0.03653      0.00000      0.00104      0.00000      0.00057      0.00000      3.56333      0.02328      0.90307      0.01540      0.00000      0.00000      0.00000      0.00000      0.00111      0.00000      0.00000      0.00000      0.63024      0.01059      0.19559      0.00075      0.00169      0.00000      0.00000      0.00000      0.00151      0.00000      0.00066      0.00000      1.02059      0.01270      0.29452      0.01679      1.00229      4.67284      2.18674      5.39426      1.46532      6.85957      1.00229 
    2300     1300    2.130e-04      1.81952      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00516      0.01003      0.00140      0.04136      0.00000      0.00000      0.00000      0.00000      0.17970      0.25826      0.17189      0.61987      0.00000      0.00000      0.00000      0.00069      0.00000      0.00000      0.00000      0.00000      0.00686      0.04270      0.03419      0.09390      0.00000      0.00000      0.00000      0.00287      0.00000      0.00000      0.00000      0.00051      0.02913      0.08255      0.02983      0.17088      0.03774      1.28767      0.49411      0.61440      1.16738      1.78178      0.03774 
    2300     1400    2.130e-04      1.52046      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00051      0.00000      0.00000      0.00000      0.00000      0.00671      0.00397      0.00612      0.05935      0.00000      0.00000      0.00000      0.00000      0.09435      0.21792      0.14411      0.61308      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00447      0.03176      0.01332      0.06190      0.00000      0.00000      0.00000      0.00098      0.00000      0.00000      0.00000      0.00000      0.01077      0.03635      0.01920      0.13965      0.05593      1.14611      0.31841      0.40629      1.05823      1.46452      0.05593 
    2300     1500    2.130e-04      1.41266      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00044      0.00000      0.00000      0.00000      0.00000      0.00322      0.00516      0.00651      0.06639      0.00000      0.00000      0.00000      0.00000      0.06300      0.20671      0.14227      0.53422      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00415      0.01362      0.01950      0.01292      0.08561      0.00000      0.00000      0.00016      0.00000      0.00000      0.00083      0.00000      0.00000      0.03105      0.04155      0.01929      0.11759      0.03847      1.02792      0.34627      0.38465      0.98954      1.37419      0.03847 
    2300     1600    2.130e-04      1.05761      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00401      0.02207      0.01494      0.06207      0.00000      0.00000      0.00000      0.00000      0.06362      0.12571      0.08553      0.40282      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.01250      0.02078      0.01039      0.04738      0.00000      0.00050      0.00000      0.00000      0.00000      0.00075      0.00000      0.00031      0.00351      0.02911      0.02600      0.09593      0.02968      0.78075      0.24718      0.28257      0.74536      1.02793      0.02968 
    2300     1700    2.130e-04      0.94022      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00135      0.02825      0.01199      0.09695      0.00000      0.00000      0.00000      0.00000      0.04431      0.10772      0.04813      0.35284      0.00000      0.00000      0.00000      0.00038      0.00000      0.00000      0.00000      0.00000      0.00053      0.01566      0.00957      0.06589      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00048      0.01043      0.04501      0.00804      0.07294      0.01975      0.69154      0.22893      0.25326      0.66721      0.92047      0.01975 
    2300     1800    2.130e-04      0.83677      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00030      0.00000      0.00000      0.00000      0.00000      0.00097      0.03196      0.00724      0.10753      0.00000      0.00000      0.00000      0.00000      0.01837      0.12428      0.02012      0.35415      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00114      0.00513      0.01869      0.00137      0.04413      0.00000      0.00000      0.00000      0.00005      0.00000      0.00000      0.00000      0.00062      0.00135      0.01030      0.00259      0.07053      0.01595      0.66493      0.15590      0.21104      0.60978      0.82083      0.01595 
    2300     1900    2.130e-04      0.67835      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00360      0.00000      0.00000      0.00000      0.00074      0.00529      0.02445      0.00823      0.19434      0.00000      0.00000      0.00000      0.00000      0.03211      0.05370      0.02186      0.22651      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00073      0.00000      0.00257      0.00478      0.01900      0.00000      0.00065      0.00000      0.00000      0.00000      0.00047      0.00000      0.00000      0.00247      0.01798      0.00348      0.04871      0.00669      0.57082      0.10084      0.13967      0.53199      0.67166      0.00669 
    2300     2000    2.130e-04      0.41818      0.00000      0.00000      0.00000      0.00000      0.00000      0.00107      0.00000      0.00181      0.00000      0.00000      0.00000      0.00081      0.00343      0.03228      0.01307      0.14715      0.00000      0.00000      0.00000      0.00000      0.00329      0.05583      0.00325      0.09002      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00065      0.00433      0.00806      0.00179      0.01305      0.00000      0.00000      0.00000      0.00000      0.00000      0.00062      0.00000      0.00122      0.00000      0.01738      0.00005      0.01715      0.00187      0.35201      0.06429      0.12628      0.29002      0.41631      0.00187 
    2300     2100    2.130e-04      0.25693      0.00000      0.00000      0.00000      0.00078      0.00000      0.00937      0.00072      0.04273      0.00000      0.00084      0.00000      0.00067      0.00000      0.00439      0.00186      0.06981      0.00000      0.00000      0.00000      0.00000      0.00000      0.01768      0.00095      0.05087      0.00000      0.00000      0.00000      0.00112      0.00000      0.00000      0.00000      0.00496      0.00000      0.00455      0.00071      0.00467      0.00000      0.00000      0.00000      0.00077      0.00000      0.00000      0.00000      0.00000      0.00000      0.00978      0.00547      0.02337      0.00085      0.20067      0.05541      0.04662      0.20946      0.25608      0.00085 
    2400        1    1.280e-04      0.00266      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00140      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00044      0.00082      0.00000      0.00000      0.00000      0.00000      0.00266      0.00266      0.00000      0.00266      0.00000 
    2400       25    1.280e-04      1.68397      0.00000      0.00000      0.00000      0.00000      0.00601      0.00000      0.00802      0.00000      0.00000      0.00000      0.00000      0.00000      0.05543      0.00000      0.01234      0.00000      0.00000      0.00000      0.00000      0.00000      0.79208      0.02738      0.10150      0.00315      0.00073      0.00000      0.00058      0.00000      0.00000      0.00000      0.00000      0.00000      0.24536      0.00527      0.03242      0.00067      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00038      0.00000      0.25461      0.01732      0.04740      0.00000      0.07331      1.00591      0.60474      1.40418      0.20647      1.61065      0.07331 
    2400       50    1.280e-04      4.09764      0.00000      0.00000      0.00000      0.00000      0.01746      0.00000      0.01500      0.00000      0.00000      0.00000      0.00000      0.00000      0.07849      0.00560      0.01219      0.00000      0.00062      0.00000      0.00000      0.00000      1.95814      0.04931      0.35444      0.00696      0.00262      0.00000      0.00039      0.00000      0.00188      0.00000      0.00034      0.00000      0.39851      0.00823      0.09610      0.00506      0.00201      0.00000      0.00000      0.00000      0.00732      0.00000      0.00000      0.00000      0.67434      0.02217      0.12552      0.00025      0.25468      2.49820      1.34475      3.22671      0.61625      3.84295      0.25468 
    2400       75    1.280e-04      5.81652      0.00000      0.00000      0.00000      0.00000      0.03018      0.00000      0.00171      0.00000      0.00000      0.00000      0.00000      0.00000      0.15952      0.00000      0.01961      0.00075      0.00000      0.00000      0.00000      0.00000      2.63668      0.04354      0.59337      0.01011      0.00000      0.00000      0.00000      0.00000      0.00214      0.00000      0.00000      0.00000      0.56481      0.00781      0.08301      0.01270      0.00058      0.00000      0.00000      0.00000      0.00069      0.00000      0.00000      0.00000      0.78107      0.00855      0.19078      0.00000      0.66891      3.49547      1.65214      4.23556      0.91204      5.14761      0.66891 
    2400      150    1.280e-04      7.74527      0.00000      0.00000      0.00000      0.00000      0.00928      0.00000      0.00882      0.00357      0.00000      0.00000      0.00000      0.00000      0.15142      0.00116      0.05034      0.00000      0.00000      0.00000      0.00086      0.00000      3.43470      0.02905      0.85668      0.01774      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.62360      0.00069      0.17542      0.00095      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      1.08394      0.00841      0.25235      0.00707      1.02924      4.56359      2.15244      5.34224      1.37379      6.71603      1.02924 
    2400      200    1.280e-04      8.25325      0.00000      0.00000      0.00000      0.00000      0.00445      0.00000      0.00131      0.00000      0.00000      0.00000      0.00000      0.00000      0.13607      0.00000      0.03687      0.00000      0.00000      0.00000      0.00045      0.00000      3.82962      0.02718      1.11699      0.01585      0.00000      0.00000      0.00000      0.00000      0.00204      0.00000      0.00071      0.00000      0.64464      0.00528      0.22259      0.00231      0.00566      0.00000      0.00000      0.00000      0.00000      0.00000      0.00053      0.00000      0.92071      0.01637      0.29343      0.01011      0.96007      5.16880      2.12438      5.59203      1.70115      7.29318      0.96007 
    2400      400    1.280e-04      6.97936      0.00000      0.00000      0.00000      0.00000      0.00946      0.00000      0.00000      0.00410      0.00056      0.00000      0.00000      0.00000      0.04022      0.00476      0.04256      0.01494      0.00000      0.00000      0.00000      0.00000      2.75829      0.10274      1.38617      0.12019      0.00513      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.46440      0.02981      0.22175      0.01708      0.00113      0.00000      0.00209      0.00000      0.00087      0.00000      0.00000      0.00000      0.73515      0.04847      0.28461      0.04503      0.63986      4.48398      1.85552      4.20098      2.13852      6.33950      0.63986 
    2400      600    1.280e-04      5.03509      0.00000      0.00000      0.00000      0.00000      0.00000      0.00088      0.00016      0.00000      0.00000      0.00000      0.00000      0.00000      0.04642      0.00788      0.02726      0.01527      0.00000      0.00000      0.00000      0.00000      1.66903      0.21345      1.07161      0.27185      0.00000      0.00000      0.00000      0.00000      0.00050      0.00000      0.00314      0.00000      0.29507      0.02273      0.18581      0.06650      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00038      0.00000      0.30797      0.05106      0.31246      0.13479      0.33088      3.32380      1.38041      2.61498      2.08923      4.70422      0.33088 
    2400      800    1.280e-04      3.92107      0.00000      0.00000      0.00000      0.00000      0.00000      0.00095      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.03206      0.00855      0.01501      0.02302      0.00000      0.00000      0.00000      0.00000      0.92786      0.25879      0.88044      0.61089      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.12610      0.06407      0.11235      0.08793      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00057      0.00395      0.20922      0.10015      0.15131      0.14064      0.16722      2.75757      0.99629      1.72776      2.02610      3.75386      0.16722 
    2400     1000    1.280e-04      2.88778      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00204      0.00000      0.00000      0.00000      0.00000      0.00441      0.00366      0.00711      0.03404      0.00000      0.00000      0.00000      0.00000      0.48079      0.33345      0.52922      0.62867      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.06055      0.04752      0.06771      0.08802      0.00000      0.00000      0.00059      0.00000      0.00010      0.00000      0.00000      0.00000      0.12043      0.10629      0.05851      0.18896      0.12573      2.02338      0.73867      1.15720      1.60485      2.76205      0.12573 
    2400     1200    1.280e-04      2.28150      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00119      0.00000      0.00000      0.00000      0.00000      0.00835      0.01031      0.00768      0.02778      0.00000      0.00000      0.00000      0.00000      0.26862      0.30313      0.29031      0.73887      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.02195      0.05516      0.03274      0.11260      0.00000      0.00000      0.00000      0.00587      0.00000      0.00000      0.00000      0.00420      0.05907      0.05237      0.03693      0.18334      0.06100      1.65625      0.56424      0.77896      1.44153      2.22049      0.06100 
    2400     1400    1.280e-04      1.46206      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00741      0.00000      0.00000      0.00000      0.00000      0.00058      0.01504      0.01194      0.03626      0.00000      0.00000      0.00000      0.00000      0.12911      0.16456      0.17346      0.51942      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.01727      0.02310      0.01736      0.08244      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00061      0.02414      0.04195      0.03980      0.10623      0.05136      1.05778      0.35292      0.41576      0.99494      1.41070      0.05136 
    2400     1500    1.280e-04      1.44638      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00253      0.02112      0.00508      0.05844      0.00000      0.00000      0.00000      0.00001      0.09384      0.20710      0.12978      0.51831      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00059      0.01355      0.04314      0.01305      0.10266      0.00000      0.00000      0.00000      0.00539      0.00000      0.00000      0.00000      0.00000      0.01763      0.04676      0.01438      0.11451      0.03849      1.03622      0.37166      0.44567      0.96222      1.40788      0.03849 
    2400     1600    1.280e-04      1.24482      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00163      0.00000      0.00000      0.00033      0.00000      0.00270      0.01043      0.00599      0.04573      0.00000      0.00000      0.00000      0.00000      0.06413      0.19658      0.07666      0.55086      0.00000      0.00000      0.00000      0.00000      0.00000      0.00112      0.00000      0.00464      0.00779      0.03230      0.01062      0.06306      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00932      0.01384      0.01684      0.10947      0.02078      0.95504      0.26900      0.33820      0.88584      1.22404      0.02078 
    2400     1700    1.280e-04      1.14964      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00073      0.00000      0.00000      0.00000      0.00000      0.01131      0.02481      0.00773      0.05379      0.00000      0.00000      0.00000      0.00000      0.07228      0.14411      0.06847      0.47738      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00092      0.00077      0.03768      0.00677      0.05515      0.00000      0.00000      0.00000      0.00000      0.00066      0.00000      0.00000      0.00137      0.02379      0.04469      0.02046      0.08508      0.01169      0.86061      0.27734      0.36008      0.77787      1.13796      0.01169 
