   mstop     mchi            obs     exp-2sigma     exp-1sigma            exp     exp+1sigma     exp+2sigma
    1300      400     0.00047264     0.00024151     0.00035798     0.00057252     0.00094217     0.00147889
    1300      450     0.00034970     0.00016081     0.00024891     0.00041131     0.00069352     0.00111592
    1300      500     0.00031505     0.00014742     0.00022773     0.00038104     0.00064864     0.00105131
    1300      550     0.00025750     0.00012200     0.00019181     0.00032525     0.00056124     0.00091876
    1300      600     0.00024525     0.00011217     0.00017850     0.00030524     0.00053169     0.00088192
    1300      650     0.00021325     0.00009939     0.00015694     0.00027063     0.00047548     0.00078758
    1300      700     0.00018053     0.00008847     0.00013800     0.00023603     0.00041092     0.00068179
    1300      750     0.00018650     0.00008695     0.00013716     0.00023670     0.00041595     0.00069371
    1300      800     0.00017101     0.00007876     0.00012511     0.00021677     0.00038448     0.00064431
    1300      850     0.00017113     0.00007671     0.00012277     0.00021359     0.00038055     0.00063919
    1300      900     0.00016343     0.00007530     0.00011958     0.00020714     0.00036884     0.00061955
    1300      950     0.00017405     0.00008282     0.00012986     0.00022310     0.00039211     0.00064949
    1300     1000     0.00018107     0.00008646     0.00013555     0.00023294     0.00041123     0.00068968
    1300     1050     0.00019901     0.00009653     0.00015074     0.00025773     0.00045294     0.00075799
    1300     1100     0.00023946     0.00011622     0.00017930     0.00030370     0.00052885     0.00088336
    1300     1117     0.00027422     0.00013521     0.00020818     0.00035307     0.00062003     0.00102705
    1300     1133     0.00031763     0.00015161     0.00023402     0.00039644     0.00069687     0.00116211
    1300     1150     0.00031742     0.00015085     0.00023395     0.00039827     0.00069697     0.00116337
    1300     1200     0.00043163     0.00020448     0.00031888     0.00054492     0.00095776     0.00161376
    1300     1215     0.00026555     0.00012913     0.00019970     0.00033393     0.00058165     0.00096469
    1350       50     0.00673875     0.00350653     0.00493502     0.00748146     0.01186269     0.01858074
    1350      100     0.00269591     0.00140955     0.00198393     0.00300790     0.00474624     0.00732455
    1350      150     0.00158020     0.00079054     0.00111754     0.00170040     0.00268316     0.00414052
    1350      200     0.00118541     0.00058988     0.00083381     0.00126882     0.00200758     0.00309229
    1350      250     0.00079678     0.00039757     0.00056102     0.00086249     0.00137829     0.00214634
    1350      300     0.00068291     0.00033994     0.00049232     0.00076362     0.00122627     0.00190264
    1350      350     0.00055608     0.00028924     0.00042290     0.00066101     0.00107198     0.00167285
    1350      400     0.00045919     0.00022959     0.00034451     0.00054944     0.00090425     0.00142520
    1350      450     0.00037639     0.00018335     0.00027923     0.00045570     0.00075738     0.00121384
    1350      500     0.00030871     0.00014599     0.00022431     0.00037384     0.00063287     0.00102243
    1350      550     0.00026649     0.00012190     0.00019301     0.00032885     0.00056983     0.00093601
    1350      600     0.00022567     0.00010364     0.00016495     0.00028204     0.00049110     0.00081447
    1350      650     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
    1350      700     0.00020004     0.00009465     0.00014990     0.00025511     0.00044635     0.00073717
    1350      750     0.00017427     0.00007878     0.00012599     0.00021935     0.00038907     0.00065198
    1350      800     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
    1350      850     0.00016353     0.00007450     0.00011922     0.00020742     0.00037123     0.00062282
    1350      900     0.00016679     0.00007706     0.00012236     0.00021195     0.00037582     0.00062768
    1350      950     0.00016791     0.00007924     0.00012445     0.00021376     0.00037560     0.00062642
    1350     1000     0.00018504     0.00008692     0.00013651     0.00023427     0.00041184     0.00069144
    1350     1050     0.00018448     0.00008954     0.00013971     0.00023878     0.00041974     0.00069998
    1350     1100     0.00019226     0.00009450     0.00014627     0.00024906     0.00043779     0.00073008
    1350     1150     0.00023552     0.00011496     0.00017734     0.00030042     0.00052811     0.00088055
    1350     1167     0.00030386     0.00014623     0.00022688     0.00038573     0.00067819     0.00113073
    1350     1183     0.00028113     0.00013459     0.00020874     0.00035528     0.00062412     0.00104442
    1350     1200     0.00031666     0.00015226     0.00023511     0.00039821     0.00069664     0.00116252
    1350     1250     0.00044971     0.00021665     0.00033884     0.00057190     0.00100464     0.00167554
    1350     1265     0.00026990     0.00013377     0.00020399     0.00034286     0.00059707     0.00099054
    1400       50     0.00503578     0.00239443     0.00339545     0.00523999     0.00853934     0.01379535
    1400      100     0.00272725     0.00131263     0.00183590     0.00280042     0.00441903     0.00681960
    1400      150     0.00189258     0.00091798     0.00129761     0.00197447     0.00313964     0.00486287
    1400      200     0.00130705     0.00061457     0.00087274     0.00133290     0.00211395     0.00328071
    1400      250     0.00091789     0.00045747     0.00064965     0.00099208     0.00157749     0.00244350
    1400      300     0.00071679     0.00035930     0.00051655     0.00080687     0.00130206     0.00203069
    1400      350     0.00055725     0.00028382     0.00041234     0.00064886     0.00105244     0.00164961
    1400      400     0.00047813     0.00023281     0.00034513     0.00055196     0.00090840     0.00143174
    1400      450     0.00037297     0.00017691     0.00027099     0.00044407     0.00074522     0.00119456
    1400      500     0.00032547     0.00015919     0.00024642     0.00040725     0.00068965     0.00110562
    1400      550     0.00028286     0.00012929     0.00020338     0.00034493     0.00059247     0.00096709
    1400      600     0.00023922     0.00011163     0.00017566     0.00029792     0.00051403     0.00084477
    1400      650     0.00021321     0.00009634     0.00015197     0.00026217     0.00045870     0.00075754
    1400      700     0.00019688     0.00009139     0.00014422     0.00024886     0.00043725     0.00072926
    1400      750     0.00018721     0.00008518     0.00013729     0.00023698     0.00042014     0.00069925
    1400      800     0.00017781     0.00008235     0.00013078     0.00022670     0.00040189     0.00067131
    1400      850     0.00017468     0.00008031     0.00012750     0.00022098     0.00039018     0.00065213
    1400      900     0.00016583     0.00007558     0.00012078     0.00021017     0.00037269     0.00062864
    1400      950     0.00018134     0.00008326     0.00013222     0.00022921     0.00040633     0.00068091
    1400     1000     0.00015691     0.00007173     0.00011472     0.00019963     0.00035391     0.00059705
    1400     1050     0.00017534     0.00008108     0.00012789     0.00022071     0.00039138     0.00065584
    1400     1100     0.00020260     0.00009869     0.00015267     0.00025777     0.00044896     0.00073931
    1400     1150     0.00020681     0.00010095     0.00015660     0.00026660     0.00046875     0.00078143
    1400     1200     0.00025635     0.00011834     0.00018587     0.00031536     0.00055401     0.00093034
    1400     1217     0.00028269     0.00014235     0.00021696     0.00036415     0.00063434     0.00105212
    1400     1233     0.00029232     0.00014380     0.00022369     0.00037584     0.00065473     0.00108577
    1400     1250     0.00031814     0.00015277     0.00023679     0.00040292     0.00070769     0.00118050
    1400     1300     0.00046884     0.00022013     0.00034290     0.00058631     0.00104033     0.00174306
    1400     1315     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
    1450        1     2.08521984     0.32077694     0.68805805     2.28074103     4.58965612     6.91690131
    1450       50     0.00649834     0.00318089     0.00447012     0.00684374     0.01104477     0.01753105
    1450      100     0.00293273     0.00158384     0.00221861     0.00335110     0.00526159     0.00807169
    1450      150     0.00152070     0.00077075     0.00108949     0.00165779     0.00263608     0.00408293
    1450      200     0.00114580     0.00059518     0.00084158     0.00128060     0.00202052     0.00311807
    1450      250     0.00089024     0.00047191     0.00067042     0.00102421     0.00162836     0.00252206
    1450      300     0.00069565     0.00036167     0.00051870     0.00079836     0.00127567     0.00198659
    1450      350     0.00060142     0.00030012     0.00043871     0.00068586     0.00111250     0.00174373
    1450      400     0.00045022     0.00022121     0.00033316     0.00053953     0.00089216     0.00141246
    1450      450     0.00042893     0.00021116     0.00031788     0.00051477     0.00085150     0.00134819
    1450      500     0.00036817     0.00018312     0.00027880     0.00045507     0.00076347     0.00121415
    1450      550     0.00029339     0.00014229     0.00022313     0.00037189     0.00063265     0.00102541
    1450      600     0.00026308     0.00012002     0.00018867     0.00031997     0.00055209     0.00090399
    1450      650     0.00023399     0.00010729     0.00017003     0.00028937     0.00050395     0.00082704
    1450      700     0.00020382     0.00009398     0.00014967     0.00025589     0.00044988     0.00073992
    1450      750     0.00018852     0.00008595     0.00013661     0.00023670     0.00041792     0.00069643
    1450      800     0.00017457     0.00007927     0.00012593     0.00021828     0.00038694     0.00064851
    1450      850     0.00016830     0.00007509     0.00012006     0.00020890     0.00037216     0.00062508
    1450      900     0.00016937     0.00007862     0.00012407     0.00021409     0.00037966     0.00063189
    1450      950     0.00017667     0.00007998     0.00012883     0.00022235     0.00039600     0.00066519
    1450     1000     0.00016049     0.00007590     0.00012029     0.00020654     0.00036463     0.00060956
    1450     1050     0.00015648     0.00007344     0.00011595     0.00019998     0.00035463     0.00059429
    1450     1100     0.00016709     0.00008020     0.00012593     0.00021609     0.00037976     0.00063767
    1450     1150     0.00017989     0.00008390     0.00013155     0.00022598     0.00040069     0.00066689
    1450     1200     0.00020391     0.00009787     0.00015255     0.00026089     0.00045816     0.00076938
    1450     1250     0.00026310     0.00012764     0.00019839     0.00033350     0.00058060     0.00096637
    1450     1267     0.00027223     0.00013255     0.00020450     0.00034645     0.00060637     0.00100824
    1450     1283     0.00029547     0.00014100     0.00021930     0.00037199     0.00065365     0.00109012
    1450     1300     0.00029747     0.00014586     0.00022703     0.00038131     0.00066998     0.00111752
    1450     1350     0.00046271     0.00022085     0.00034448     0.00058874     0.00103525     0.00172602
    1450     1365     0.00026294     0.00012720     0.00019391     0.00032577     0.00056738     0.00094084
    1500        1     2.10424790     0.32270598     0.70005002     2.29445661     4.61725672     6.95849716
    1500       50     0.00631686     0.00316136     0.00447664     0.00686132     0.01107256     0.01757286
    1500      100     0.00354453     0.00165080     0.00234436     0.00358065     0.00572092     0.00890964
    1500      150     0.00171091     0.00083711     0.00118342     0.00180082     0.00285580     0.00443186
    1500      200     0.00138440     0.00070552     0.00099733     0.00151759     0.00240675     0.00373464
    1500      250     0.00101979     0.00053128     0.00075094     0.00114260     0.00180770     0.00278441
    1500      300     0.00078076     0.00039570     0.00056745     0.00087322     0.00139533     0.00217305
    1500      350     0.00065084     0.00033299     0.00048461     0.00075467     0.00121777     0.00189915
    1500      400     0.00049923     0.00025496     0.00037675     0.00059347     0.00096750     0.00151043
    1500      450     0.00043160     0.00021370     0.00032335     0.00052583     0.00087385     0.00138930
    1500      500     0.00039803     0.00018587     0.00028657     0.00047573     0.00080174     0.00129032
    1500      550     0.00027937     0.00013142     0.00020527     0.00034345     0.00058452     0.00094749
    1500      600     0.00028629     0.00013530     0.00021292     0.00036071     0.00061696     0.00100346
    1500      650     0.00023928     0.00011249     0.00017802     0.00030331     0.00052808     0.00086383
    1500      700     0.00022302     0.00010029     0.00015922     0.00027597     0.00048477     0.00080303
    1500      750     0.00019570     0.00008710     0.00013920     0.00024215     0.00042938     0.00071468
    1500      800     0.00017749     0.00008292     0.00013202     0.00022596     0.00039700     0.00065741
    1500      850     0.00018647     0.00008622     0.00013704     0.00023745     0.00041924     0.00070096
    1500      900     0.00017321     0.00007876     0.00012713     0.00021928     0.00038903     0.00065179
    1500      950     0.00016186     0.00007559     0.00011930     0.00020571     0.00036487     0.00060731
    1500     1000     0.00016159     0.00007462     0.00011853     0.00020549     0.00036441     0.00060848
    1500     1050     0.00015719     0.00007434     0.00011733     0.00020231     0.00035553     0.00059487
    1500     1100     0.00016183     0.00007331     0.00011730     0.00020419     0.00036209     0.00061081
    1500     1150     0.00015856     0.00007662     0.00012065     0.00020630     0.00036421     0.00060891
    1500     1200     0.00017974     0.00008555     0.00013338     0.00022813     0.00040272     0.00067334
    1500     1250     0.00018203     0.00008598     0.00013485     0.00023152     0.00041041     0.00068765
    1500     1300     0.00024657     0.00012175     0.00018784     0.00031820     0.00055677     0.00092600
    1500     1317     0.00029565     0.00013932     0.00021625     0.00036336     0.00063314     0.00105003
    1500     1333     0.00027719     0.00013670     0.00021054     0.00035671     0.00062708     0.00104588
    1500     1350     0.00029466     0.00014487     0.00022468     0.00038241     0.00067178     0.00112039
    1500     1400     0.00048047     0.00023115     0.00035836     0.00060995     0.00106714     0.00178102
    1500     1415     0.00025308     0.00012560     0.00019142     0.00032155     0.00055988     0.00093175
    1550       50     0.00779537     0.00371904     0.00529638     0.00820747     0.01337596     0.02133779
    1550      100     0.00314093     0.00141239     0.00200596     0.00306427     0.00489634     0.00762549
    1550      150     0.00205638     0.00096815     0.00136823     0.00208223     0.00328569     0.00507069
    1550      200     0.00148892     0.00074985     0.00105496     0.00159924     0.00251070     0.00385223
    1550      250     0.00104971     0.00054735     0.00077385     0.00117780     0.00185824     0.00286766
    1550      300     0.00085958     0.00044000     0.00062507     0.00095494     0.00151447     0.00232838
    1550      350     0.00059425     0.00030778     0.00044766     0.00069700     0.00112503     0.00175449
    1550      400     0.00053554     0.00026924     0.00039786     0.00062692     0.00101669     0.00159339
    1550      450     0.00050129     0.00024250     0.00036135     0.00058037     0.00095514     0.00150531
    1550      500     0.00037413     0.00017968     0.00027494     0.00045068     0.00075614     0.00120238
    1550      550     0.00033622     0.00015160     0.00023559     0.00039603     0.00067713     0.00109344
    1550      600     0.00027067     0.00012528     0.00019727     0.00033448     0.00057710     0.00093776
    1550      650     0.00025111     0.00011808     0.00018552     0.00031464     0.00054297     0.00088891
    1550      700     0.00022274     0.00010187     0.00016086     0.00027739     0.00048529     0.00079887
    1550      750     0.00020024     0.00008983     0.00014370     0.00025002     0.00043926     0.00073263
    1550      800     0.00018749     0.00008646     0.00013731     0.00023784     0.00042169     0.00070177
    1550      850     0.00016595     0.00007554     0.00012068     0.00021003     0.00037413     0.00062837
    1550      900     0.00016516     0.00007546     0.00012175     0.00020994     0.00037237     0.00062394
    1550      950     0.00015552     0.00007133     0.00011399     0.00019844     0.00035344     0.00059353
    1550     1000     0.00015471     0.00007116     0.00011307     0.00019585     0.00034737     0.00058398
    1550     1050     0.00014908     0.00006860     0.00010890     0.00018875     0.00033618     0.00056473
    1550     1100     0.00015472     0.00007176     0.00011399     0.00019762     0.00035046     0.00058720
    1550     1150     0.00016923     0.00007919     0.00012506     0.00021572     0.00038247     0.00064298
    1550     1200     0.00016421     0.00007720     0.00012181     0.00021008     0.00036923     0.00061997
    1550     1250     0.00017734     0.00008477     0.00013217     0.00022605     0.00039893     0.00066699
    1550     1300     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
    1550     1350     0.00026045     0.00012828     0.00019649     0.00033148     0.00057426     0.00094991
    1550     1367     0.00028558     0.00013793     0.00021283     0.00036048     0.00063057     0.00104903
    1550     1383     0.00030726     0.00014679     0.00022788     0.00038767     0.00068125     0.00113599
    1550     1400     0.00031487     0.00015227     0.00023626     0.00040218     0.00070340     0.00116971
    1550     1450     0.00046010     0.00021598     0.00033704     0.00057612     0.00101261     0.00170075
    1550     1465     0.00024602     0.00011848     0.00018290     0.00030979     0.00053962     0.00090121
    1600       50     0.00894862     0.00435268     0.00622969     0.00968798     0.01594630     0.02597772
    1600      100     0.00332304     0.00169553     0.00239740     0.00364834     0.00577170     0.00897349
    1600      150     0.00194495     0.00102286     0.00143929     0.00218170     0.00342492     0.00525514
    1600      200     0.00136891     0.00069114     0.00098134     0.00149911     0.00237735     0.00368936
    1600      250     0.00112803     0.00059838     0.00084576     0.00128697     0.00203617     0.00313636
    1600      300     0.00088616     0.00044657     0.00063431     0.00096903     0.00154085     0.00238678
    1600      350     0.00066464     0.00032757     0.00047416     0.00073568     0.00118134     0.00184937
    1600      400     0.00057803     0.00030586     0.00044721     0.00069911     0.00112843     0.00175963
    1600      450     0.00046689     0.00022847     0.00034223     0.00055178     0.00091268     0.00144482
    1600      500     0.00040863     0.00019837     0.00030204     0.00049327     0.00081965     0.00130868
    1600      550     0.00037005     0.00017849     0.00027148     0.00044343     0.00074398     0.00118305
    1600      600     0.00028496     0.00012890     0.00020273     0.00034373     0.00059289     0.00096378
    1600      650     0.00024855     0.00011888     0.00018589     0.00031373     0.00053887     0.00087623
    1600      700     0.00022431     0.00010447     0.00016407     0.00028180     0.00049074     0.00080813
    1600      750     0.00021477     0.00010052     0.00016003     0.00027355     0.00048082     0.00079080
    1600      800     0.00020037     0.00008747     0.00013995     0.00024362     0.00043201     0.00072390
    1600      850     0.00019792     0.00008807     0.00014091     0.00024520     0.00043477     0.00072369
    1600      900     0.00017739     0.00007992     0.00012779     0.00022236     0.00039612     0.00066533
    1600      950     0.00016737     0.00007537     0.00012054     0.00020976     0.00037187     0.00062320
    1600     1000     0.00015574     0.00007200     0.00011435     0.00019809     0.00035138     0.00058868
    1600     1050     0.00015774     0.00007219     0.00011542     0.00020084     0.00035622     0.00059886
    1600     1100     0.00014778     0.00006887     0.00010946     0.00018963     0.00033628     0.00056713
    1600     1150     0.00016232     0.00007571     0.00011961     0.00020637     0.00036422     0.00060897
    1600     1200     0.00015160     0.00007042     0.00011129     0.00019190     0.00034039     0.00056665
    1600     1250     0.00016642     0.00007883     0.00012470     0.00021228     0.00037313     0.00062634
    1600     1300     0.00017576     0.00008540     0.00013315     0.00022774     0.00040037     0.00066759
    1600     1350     0.00019147     0.00009141     0.00014255     0.00024360     0.00042816     0.00071648
    1600     1400     0.00026450     0.00012805     0.00019865     0.00033402     0.00058425     0.00097205
    1600     1417     0.00026923     0.00013031     0.00020057     0.00033694     0.00058669     0.00097314
    1600     1433     0.00025898     0.00012276     0.00019300     0.00032693     0.00057442     0.00096470
    1600     1450     0.00029430     0.00014392     0.00022405     0.00037633     0.00065544     0.00108721
    1600     1500     0.00043963     0.00021297     0.00033233     0.00056118     0.00098658     0.00165670
    1600     1515     0.00022490     0.00010892     0.00016814     0.00028473     0.00049797     0.00083119
    1650       50     0.00785717     0.00404256     0.00570331     0.00876896     0.01414896     0.02245970
    1650      100     0.00311698     0.00147715     0.00208100     0.00317695     0.00503859     0.00781955
    1650      150     0.00202285     0.00109265     0.00153090     0.00231126     0.00362933     0.00556798
    1650      200     0.00166469     0.00080624     0.00113491     0.00172007     0.00271425     0.00418873
    1650      250     0.00097336     0.00049340     0.00069730     0.00106118     0.00168301     0.00261192
    1650      300     0.00102760     0.00049173     0.00070503     0.00108532     0.00172552     0.00267255
    1650      350     0.00064665     0.00034471     0.00048963     0.00074811     0.00118936     0.00184228
    1650      400     0.00059601     0.00030310     0.00044558     0.00069920     0.00112862     0.00177561
    1650      450     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
    1650      500     0.00043854     0.00021347     0.00031781     0.00051050     0.00083618     0.00132284
    1650      550     0.00037234     0.00017196     0.00026315     0.00043131     0.00072359     0.00116012
    1650      600     0.00030306     0.00013955     0.00021694     0.00036447     0.00062310     0.00100605
    1650      650     0.00028754     0.00013446     0.00021152     0.00035865     0.00061878     0.00100561
    1650      700     0.00023023     0.00010608     0.00016874     0.00028876     0.00050269     0.00082818
    1650      750     0.00021270     0.00009624     0.00015342     0.00026482     0.00046532     0.00077059
    1650      800     0.00020501     0.00009041     0.00014459     0.00025154     0.00044422     0.00073745
    1650      850     0.00019832     0.00008936     0.00014416     0.00024879     0.00043908     0.00072917
    1650      900     0.00017589     0.00008124     0.00012894     0.00022344     0.00039620     0.00065958
    1650      950     0.00016007     0.00007218     0.00011536     0.00020082     0.00035935     0.00060092
    1650     1000     0.00016026     0.00007172     0.00011535     0.00020170     0.00036093     0.00060754
    1650     1050     0.00015774     0.00007115     0.00011374     0.00019788     0.00035408     0.00059597
    1650     1100     0.00016902     0.00007971     0.00012579     0.00021690     0.00038472     0.00064036
    1650     1150     0.00015948     0.00007234     0.00011563     0.00020125     0.00035685     0.00060001
    1650     1200     0.00016572     0.00007926     0.00012425     0.00021343     0.00037514     0.00062540
    1650     1250     0.00016658     0.00007811     0.00012331     0.00021283     0.00037733     0.00063225
    1650     1300     0.00015888     0.00007528     0.00011878     0.00020485     0.00036004     0.00060453
    1650     1350     0.00017996     0.00008613     0.00013424     0.00022955     0.00040345     0.00067266
    1650     1400     0.00018738     0.00009381     0.00014472     0.00024512     0.00042873     0.00071322
    1650     1450     0.00024423     0.00011972     0.00018437     0.00031230     0.00054387     0.00090234
    1650     1467     0.00027362     0.00013352     0.00020600     0.00034888     0.00060759     0.00100745
    1650     1483     0.00027655     0.00013548     0.00020881     0.00035425     0.00061685     0.00103008
    1650     1500     0.00031431     0.00015242     0.00023540     0.00039864     0.00069401     0.00115128
    1650     1550     0.00050334     0.00023832     0.00036983     0.00062884     0.00110080     0.00183044
    1650     1565     0.00024224     0.00012078     0.00018411     0.00030938     0.00053605     0.00089284
    1700        1     0.20875393     0.03124366     0.06777725     0.22214407     0.44703230     0.67370587
    1700       50     0.00969799     0.00473486     0.00689360     0.01101867     0.01831010     0.02982442
    1700      100     0.00386516     0.00189162     0.00268635     0.00410347     0.00655790     0.01021240
    1700      150     0.00256643     0.00119727     0.00168441     0.00255382     0.00402984     0.00621864
    1700      200     0.00158925     0.00080014     0.00112572     0.00170652     0.00268600     0.00411339
    1700      250     0.00102105     0.00054230     0.00076316     0.00115678     0.00183449     0.00282068
    1700      300     0.00084565     0.00043382     0.00061899     0.00094895     0.00150892     0.00233730
    1700      350     0.00075253     0.00040414     0.00057678     0.00088441     0.00140261     0.00215655
    1700      400     0.00057279     0.00030502     0.00044378     0.00069105     0.00111507     0.00173911
    1700      450     0.00047829     0.00023696     0.00035493     0.00057236     0.00094168     0.00149681
    1700      500     0.00047429     0.00024237     0.00035897     0.00057434     0.00094069     0.00147558
    1700      550     0.00036886     0.00017745     0.00027166     0.00044537     0.00074718     0.00118831
    1700      600     0.00033922     0.00016390     0.00025360     0.00041940     0.00070698     0.00113317
    1700      650     0.00027851     0.00012840     0.00020078     0.00033909     0.00058490     0.00095080
    1700      700     0.00025369     0.00011719     0.00018442     0.00031275     0.00053964     0.00088350
    1700      750     0.00022747     0.00010169     0.00016145     0.00027983     0.00049384     0.00081996
    1700      800     0.00020375     0.00009091     0.00014597     0.00025303     0.00044675     0.00074175
    1700      850     0.00018660     0.00008460     0.00013537     0.00023547     0.00041764     0.00069518
    1700      900     0.00017160     0.00007729     0.00012360     0.00021510     0.00038150     0.00063926
    1700      950     0.00017192     0.00007786     0.00012440     0.00021639     0.00038554     0.00064750
    1700     1000     0.00016213     0.00007340     0.00011736     0.00020421     0.00036365     0.00061075
    1700     1050     0.00015635     0.00007073     0.00011306     0.00019663     0.00035188     0.00059043
    1700     1100     0.00015329     0.00007049     0.00011262     0.00019595     0.00034911     0.00058641
    1700     1150     0.00015603     0.00007226     0.00011407     0.00019689     0.00034907     0.00058682
    1700     1200     0.00015731     0.00007138     0.00011415     0.00019865     0.00035558     0.00059843
    1700     1250     0.00015196     0.00007104     0.00011218     0.00019364     0.00034330     0.00057524
    1700     1300     0.00016870     0.00007838     0.00012451     0.00021572     0.00038263     0.00064119
    1700     1350     0.00016608     0.00007689     0.00012141     0.00020925     0.00037113     0.00062610
    1700     1400     0.00018024     0.00008525     0.00013376     0.00022967     0.00040366     0.00067301
    1700     1450     0.00020070     0.00009804     0.00015334     0.00025881     0.00045464     0.00075824
    1700     1500     0.00024188     0.00012059     0.00018478     0.00031175     0.00054299     0.00090050
    1700     1517     0.00027775     0.00013811     0.00021271     0.00036039     0.00062781     0.00104137
    1700     1533     0.00027770     0.00013542     0.00020904     0.00035399     0.00062178     0.00103337
    1700     1550     0.00029239     0.00014472     0.00022281     0.00037789     0.00066362     0.00110702
    1700     1600     0.00044194     0.00021308     0.00033244     0.00056821     0.00100325     0.00168293
    1700     1615     0.00026481     0.00012854     0.00019878     0.00033259     0.00057949     0.00096090
    1750        1     1.28647267     0.18795936     0.41490915     1.37398925     2.76535468     4.16731534
    1750       50     0.00883128     0.00418610     0.00599080     0.00931977     0.01541234     0.02520930
    1750      100     0.00340463     0.00175578     0.00249415     0.00380895     0.00608719     0.00956514
    1750      150     0.00197205     0.00103236     0.00145262     0.00220166     0.00348310     0.00536543
    1750      200     0.00184820     0.00086425     0.00121656     0.00184382     0.00290953     0.00449009
    1750      250     0.00117638     0.00059751     0.00084098     0.00127496     0.00201703     0.00310681
    1750      300     0.00100692     0.00053401     0.00075511     0.00114915     0.00180858     0.00276993
    1750      350     0.00079511     0.00041500     0.00059118     0.00091609     0.00146380     0.00225920
    1750      400     0.00064159     0.00032173     0.00047014     0.00073508     0.00118646     0.00185028
    1750      450     0.00054635     0.00028027     0.00041767     0.00067084     0.00109883     0.00173839
    1750      500     0.00047570     0.00023575     0.00035284     0.00056916     0.00093669     0.00148879
    1750      550     0.00040260     0.00020313     0.00030751     0.00049995     0.00083081     0.00132119
    1750      600     0.00031611     0.00014759     0.00022965     0.00038578     0.00065976     0.00107308
    1750      650     0.00030860     0.00014565     0.00022727     0.00038012     0.00064690     0.00104491
    1750      700     0.00026843     0.00012000     0.00018940     0.00032686     0.00057179     0.00094454
    1750      750     0.00024843     0.00011436     0.00018095     0.00030802     0.00053147     0.00087038
    1750      800     0.00021670     0.00009822     0.00015613     0.00027052     0.00047549     0.00078491
    1750      850     0.00019212     0.00008762     0.00013907     0.00024099     0.00042540     0.00070642
    1750      900     0.00019671     0.00009130     0.00014409     0.00024846     0.00043674     0.00072338
    1750      950     0.00017587     0.00008243     0.00013009     0.00022432     0.00039421     0.00065722
    1750     1000     0.00015523     0.00007231     0.00011489     0.00019906     0.00035289     0.00059146
    1750     1050     0.00016049     0.00007369     0.00011702     0.00020286     0.00035963     0.00060265
    1750     1100     0.00014695     0.00006565     0.00010572     0.00018480     0.00033070     0.00056012
    1750     1150     0.00015563     0.00007148     0.00011434     0.00019902     0.00035308     0.00059353
    1750     1200     0.00014738     0.00006659     0.00010642     0.00018532     0.00033144     0.00055797
    1750     1250     0.00015235     0.00007058     0.00011216     0.00019421     0.00034449     0.00057917
    1750     1300     0.00015202     0.00007093     0.00011202     0.00019326     0.00034280     0.00057249
    1750     1350     0.00015698     0.00007335     0.00011590     0.00019982     0.00035445     0.00059387
    1750     1400     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
    1750     1450     0.00018398     0.00008709     0.00013671     0.00023459     0.00041229     0.00069003
    1750     1500     0.00018362     0.00008994     0.00013942     0.00023727     0.00041518     0.00069049
    1750     1550     0.00025408     0.00012345     0.00019020     0.00032226     0.00056162     0.00093125
    1750     1567     0.00024647     0.00012192     0.00018947     0.00031863     0.00055489     0.00092031
    1750     1583     0.00028732     0.00014155     0.00021865     0.00037032     0.00064795     0.00107724
    1750     1600     0.00031814     0.00015638     0.00024085     0.00040801     0.00071402     0.00118764
    1750     1650     0.00042912     0.00020858     0.00032426     0.00054538     0.00095000     0.00157516
