# Contour T5btbtLL_ctau10, Exp
#       mg     mchi10
    1308.3        0.0
    1325.0       11.5
    1350.0       25.0
    1350.0       25.0
    1375.0       35.7
    1400.0       41.5
    1425.0       43.3
    1450.0       42.0
    1475.0       38.9
    1500.0       34.7
    1525.0       29.9
    1550.0       25.0
    1550.1       25.0
    1575.0       22.3
    1600.0       19.8
    1625.0       17.5
    1650.0       15.9
    1675.0       16.0
    1700.0       18.9
    1725.0       24.4
    1727.1       25.0
    1750.0       34.6
    1775.0       43.2
    1800.0       49.3
    1803.9       50.0
    1825.0       57.5
    1850.0       64.6
    1875.0       71.0
    1889.7       75.0
    1900.0       80.3
    1925.0       92.3
    1944.9      100.0
    1950.0      103.4
    1975.0      116.0
    1999.8      125.0
    2000.0      125.2
    2025.0      139.3
    2047.9      150.0
    2050.0      151.8
    2075.0      171.0
    2080.6      175.0
    2099.5      200.0
    2100.0      201.4
    2109.8      225.0
    2113.3      250.0
    2111.9      275.0
    2106.4      300.0
    2100.0      317.9
    2097.8      325.0
    2087.3      350.0
    2075.0      374.5
    2074.8      375.0
    2062.5      400.0
    2050.0      424.1
    2049.6      425.0
    2038.4      450.0
    2027.0      475.0
    2025.0      479.3
    2016.6      500.0
    2005.9      525.0
    2000.0      538.0
    1995.2      550.0
    1985.1      575.0
    1975.1      600.0
    1975.0      600.4
    1967.0      625.0
    1959.3      650.0
    1951.6      675.0
    1950.0      680.3
    1945.0      700.0
    1938.5      725.0
    1932.0      750.0
    1925.4      775.0
    1925.0      776.7
    1919.5      800.0
    1913.7      825.0
    1907.9      850.0
    1902.1      875.0
    1900.0      884.0
    1897.0      900.0
    1892.4      925.0
    1887.6      950.0
    1882.2      975.0
    1876.0     1000.0
    1875.0     1003.5
    1869.3     1025.0
    1861.3     1050.0
    1851.5     1075.0
    1850.0     1078.2
    1840.8     1100.0
    1827.8     1125.0
    1825.0     1129.5
    1813.7     1150.0
    1800.0     1170.5
    1797.3     1175.0
    1779.3     1200.0
    1775.0     1204.9
    1757.8     1225.0
    1750.0     1232.0
    1730.0     1250.0
    1725.0     1253.3
    1700.0     1268.4
    1687.8     1275.0
    1675.0     1280.0
    1650.0     1288.3
    1625.0     1295.6
    1611.8     1300.0
    1600.0     1303.0
    1575.0     1310.5
    1550.0     1321.2
    1542.9     1325.0
    1525.0     1333.9
    1502.7     1350.0
    1500.0     1351.9
    1477.6     1375.0
    1475.0     1377.7
    1458.6     1400.0
    1450.0     1425.0
    1425.0     1400.0
    1400.0     1375.0
    1375.0     1350.0
    1350.0     1325.0
    1325.0     1300.0
    1300.0     1275.0
    1275.0     1250.0
    1250.0     1225.0
    1225.0     1200.0
    1200.0     1175.0
    1175.0     1150.0
    1150.0     1125.0
    1125.0     1100.0
    1100.0     1075.0
    1075.0     1050.0
    1050.0     1025.0
    1025.0     1000.0
    1000.0      975.0
    1000.0      975.0
