# Percent efficiencies for sum of all SR bins, each SR bin, SR bin groups:
   mstop   mchi10    xsec (pb)      all SRs          SR1          SR2          SR3          SR4          SR5          SR6          SR7          SR8          SR9         SR10         SR11         SR12         SR13         SR14         SR15         SR16         SR17         SR18         SR19         SR20         SR21         SR22         SR23         SR24         SR25         SR26         SR27         SR28         SR29         SR30         SR31         SR32         SR33         SR34         SR35         SR36         SR37         SR38         SR39         SR40         SR41         SR42         SR43         SR44         SR45         SR46         SR47         SR48         SR49    hadronSRs    leptonSRs     shortSRs      longSRs      1DTkSRs  multiDTkSRs 
     450      200    1.110e+00      5.43760      0.02856      0.00354      0.02111      0.01422      0.08047      0.01514      0.08794      0.03209      0.22061      0.06565      0.22552      0.10115      0.86215      0.18563      0.67420      0.27387      0.19686      0.01750      0.11938      0.03036      0.82485      0.05407      0.53443      0.13741      0.00000      0.00000      0.00331      0.00000      0.00094      0.00000      0.00044      0.00000      0.06778      0.00784      0.03286      0.00761      0.00067      0.00000      0.00000      0.00000      0.00563      0.00000      0.00197      0.00000      0.06760      0.00023      0.06049      0.01539      0.35813      4.80670      0.27276      2.70572      2.37375      5.07947      0.35813 
     450      250    1.110e+00      3.54579      0.01435      0.00571      0.02516      0.01577      0.07139      0.00951      0.05784      0.01708      0.17115      0.07182      0.14240      0.10709      0.57701      0.11565      0.48247      0.28667      0.10282      0.00592      0.06175      0.00967      0.38626      0.03496      0.28609      0.07318      0.00000      0.00000      0.00209      0.00000      0.00276      0.00206      0.00000      0.00080      0.03700      0.00887      0.01890      0.01326      0.00093      0.00000      0.00000      0.00000      0.00120      0.00075      0.00420      0.00000      0.02400      0.00858      0.04226      0.02491      0.22151      3.13171      0.19257      1.65270      1.67158      3.32428      0.22151 
     450      267    1.110e+00      2.79028      0.02253      0.00263      0.02599      0.00754      0.04373      0.00465      0.05532      0.02657      0.15995      0.06553      0.11262      0.07366      0.43884      0.08462      0.42846      0.24000      0.07361      0.00290      0.03386      0.00631      0.29142      0.04326      0.17252      0.06180      0.00000      0.00000      0.00000      0.00407      0.00096      0.00000      0.00063      0.00034      0.01045      0.00141      0.02106      0.00843      0.00000      0.00000      0.00000      0.00000      0.00568      0.00000      0.00334      0.00256      0.04104      0.00679      0.02179      0.01160      0.17179      2.47832      0.14017      1.30000      1.31849      2.61849      0.17179 
     450      283    1.110e+00      2.58183      0.03708      0.00418      0.02239      0.00325      0.05017      0.00991      0.05812      0.02147      0.11571      0.04088      0.12421      0.06838      0.38803      0.10000      0.34875      0.24585      0.07327      0.00165      0.02301      0.00806      0.27475      0.04011      0.18001      0.06670      0.00000      0.00000      0.00038      0.00000      0.00000      0.00000      0.00045      0.00077      0.02537      0.00267      0.02073      0.01033      0.00041      0.00000      0.00000      0.00000      0.00267      0.00000      0.00000      0.00002      0.02545      0.00399      0.03254      0.00762      0.14252      2.30593      0.13338      1.19629      1.24302      2.43931      0.14252 
     450      300    1.110e+00      2.20463      0.01911      0.01170      0.02874      0.01399      0.06408      0.02599      0.03404      0.01826      0.08662      0.02843      0.10985      0.07465      0.31491      0.09991      0.27877      0.20217      0.03876      0.00544      0.01346      0.00487      0.24118      0.02544      0.15918      0.06391      0.00076      0.00000      0.00047      0.00029      0.00175      0.00000      0.00030      0.00000      0.00450      0.00851      0.00789      0.00817      0.00000      0.00000      0.00021      0.00000      0.01487      0.00000      0.00120      0.00021      0.03144      0.00123      0.02481      0.01157      0.12299      1.96346      0.11818      1.02464      1.05700      2.08164      0.12299 
     450      350    1.110e+00      1.11067      0.02656      0.00642      0.01523      0.01348      0.03871      0.01125      0.03421      0.01807      0.05077      0.00983      0.03383      0.02298      0.10979      0.05090      0.10619      0.12214      0.01260      0.00146      0.01173      0.00448      0.12064      0.03397      0.09996      0.05227      0.00448      0.00000      0.00000      0.00000      0.00000      0.00000      0.00020      0.00078      0.01310      0.00000      0.00400      0.00167      0.00000      0.00000      0.00111      0.00000      0.00000      0.00000      0.00345      0.00487      0.01027      0.00131      0.00477      0.00890      0.04429      1.00748      0.05891      0.50205      0.56433      1.06638      0.04429 
     450      365    1.110e+00      2.06256      0.03846      0.00959      0.03621      0.01132      0.02660      0.01617      0.02610      0.04319      0.12742      0.03004      0.08944      0.04999      0.19557      0.08850      0.24139      0.23641      0.03120      0.01113      0.03417      0.01861      0.19467      0.05386      0.16103      0.11507      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00027      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00121      0.00000      0.00000      0.00000      0.17494      1.88614      0.00148      0.82442      1.06320      1.88762      0.17494 
     500        1    6.090e-01      0.01341      0.00059      0.00000      0.00000      0.00000      0.00087      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00299      0.00100      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00057      0.00103      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00060      0.00000      0.00000      0.00000      0.00000      0.00574      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00002      0.00000      0.00000      0.00000      0.00000      0.00704      0.00637      0.01341      0.00000      0.01341      0.00000 
     500       50    6.090e-01     12.47786      0.10180      0.00018      0.01643      0.00000      0.34797      0.00073      0.07679      0.00025      0.55042      0.00044      0.11152      0.00162      2.42565      0.02391      0.61097      0.01156      0.84400      0.01077      0.22077      0.00119      3.67484      0.02436      1.04829      0.00563      0.00058      0.00000      0.00000      0.00000      0.00501      0.00000      0.00000      0.00000      0.20032      0.00377      0.04823      0.00000      0.00430      0.00000      0.00050      0.00000      0.00699      0.00000      0.00052      0.00000      0.29660      0.00223      0.06120      0.00000      1.73752     10.11009      0.63025      8.52487      2.21547     10.74034      1.73752 
     500      100    6.090e-01     11.58617      0.09541      0.00037      0.04991      0.00294      0.30022      0.01145      0.13671      0.00964      0.48933      0.00279      0.22413      0.00997      2.00050      0.02268      0.82298      0.03949      0.64637      0.03795      0.29499      0.00884      3.11823      0.03736      1.21313      0.03150      0.00000      0.00000      0.00028      0.00000      0.00370      0.00000      0.00300      0.00000      0.15582      0.00000      0.08773      0.00052      0.00151      0.00000      0.00024      0.00000      0.00584      0.00000      0.00137      0.00000      0.24713      0.00632      0.06764      0.00466      1.39348      9.60692      0.58576      7.18300      3.00968     10.19268      1.39348 
     500      150    6.090e-01      9.14400      0.04992      0.00264      0.04396      0.00711      0.17347      0.00566      0.07561      0.01900      0.35958      0.02859      0.20006      0.04504      1.34886      0.12152      0.76441      0.13289      0.53832      0.02083      0.29129      0.04500      2.23000      0.09506      1.12080      0.12740      0.00158      0.00000      0.00000      0.00000      0.00084      0.00000      0.00175      0.00000      0.08630      0.00166      0.05164      0.00826      0.00019      0.00000      0.00044      0.00000      0.00405      0.00000      0.00059      0.00000      0.14021      0.00878      0.09522      0.00424      0.89123      7.84702      0.40574      5.21806      3.03470      8.25276      0.89123 
     500      200    6.090e-01      6.75202      0.02018      0.00514      0.02705      0.03982      0.08926      0.01638      0.06305      0.03132      0.24856      0.04335      0.18433      0.05853      0.97231      0.13451      0.78399      0.24906      0.32159      0.02540      0.18539      0.08002      1.28549      0.09840      0.80189      0.15476      0.00000      0.00305      0.00075      0.00000      0.00813      0.00000      0.00037      0.00000      0.08730      0.01161      0.05284      0.01429      0.00101      0.00000      0.00089      0.00083      0.00240      0.00000      0.00172      0.00000      0.10110      0.02393      0.07377      0.00564      0.44262      5.91975      0.38965      3.49909      2.81031      6.30940      0.44262 
     500      250    6.090e-01      5.04646      0.01874      0.00475      0.02014      0.01142      0.05595      0.00848      0.08124      0.03395      0.16397      0.05260      0.16631      0.10328      0.70300      0.22785      0.64925      0.31871      0.20059      0.03004      0.10399      0.03514      0.79452      0.06902      0.52084      0.15264      0.00043      0.00000      0.00000      0.00022      0.00343      0.00000      0.00000      0.00357      0.02785      0.00392      0.03461      0.00614      0.00063      0.00000      0.00192      0.00000      0.00060      0.00004      0.00519      0.00041      0.05070      0.00215      0.04312      0.01872      0.31638      4.52643      0.20365      2.41927      2.31081      4.73008      0.31638 
     500      300    6.090e-01      3.21062      0.01469      0.00528      0.02876      0.01033      0.04376      0.01295      0.07461      0.04487      0.14613      0.02977      0.07466      0.10452      0.43994      0.14750      0.38712      0.27480      0.07265      0.02606      0.05545      0.00967      0.38380      0.05032      0.32031      0.12566      0.00000      0.00000      0.00000      0.00000      0.00471      0.00000      0.00067      0.00000      0.02797      0.00090      0.01909      0.01029      0.00074      0.00000      0.00041      0.00000      0.00066      0.00295      0.00043      0.00045      0.03809      0.01620      0.01925      0.01127      0.17295      2.88362      0.15405      1.46506      1.57261      3.03767      0.17295 
     500      317    6.090e-01      2.89546      0.01256      0.00540      0.03290      0.02711      0.04178      0.01087      0.05268      0.02117      0.11240      0.04686      0.10148      0.08732      0.37968      0.12144      0.37992      0.26532      0.08194      0.00128      0.02969      0.01046      0.33460      0.03937      0.28771      0.11166      0.00000      0.00710      0.00183      0.00000      0.00689      0.00000      0.00000      0.00434      0.02373      0.00603      0.01298      0.00428      0.00029      0.00000      0.00000      0.00000      0.00128      0.00000      0.00025      0.00033      0.02496      0.00685      0.01771      0.01265      0.16835      2.59561      0.13150      1.26532      1.46179      2.72711      0.16835 
     500      333    6.090e-01      2.58365      0.00638      0.00590      0.01260      0.00611      0.04616      0.00389      0.04166      0.01943      0.13033      0.02715      0.10878      0.10688      0.33760      0.12866      0.36912      0.26317      0.03807      0.00305      0.03460      0.00968      0.31764      0.05186      0.18299      0.07758      0.00000      0.00000      0.00000      0.00000      0.00041      0.00000      0.00035      0.00046      0.00797      0.00043      0.01093      0.00471      0.00057      0.00273      0.00000      0.00550      0.00455      0.00000      0.00001      0.00022      0.02686      0.00745      0.02108      0.01360      0.14656      2.32927      0.10782      1.14764      1.28945      2.43709      0.14656 
     500      350    6.090e-01      2.16373      0.01924      0.00133      0.01445      0.01047      0.02881      0.01258      0.03052      0.03250      0.07910      0.04767      0.08333      0.07862      0.27172      0.12448      0.28534      0.20105      0.02239      0.00944      0.02205      0.01310      0.21005      0.05781      0.16526      0.12295      0.00075      0.00093      0.00052      0.00000      0.00002      0.00000      0.00467      0.00000      0.01491      0.00266      0.01411      0.00117      0.00039      0.00000      0.00026      0.00000      0.00098      0.00104      0.00032      0.00108      0.04300      0.00172      0.02001      0.00798      0.10296      1.94426      0.11651      0.95101      1.10977      2.06077      0.10296 
     500      400    6.090e-01      1.16217      0.02113      0.00314      0.00826      0.01176      0.03527      0.00474      0.01756      0.02964      0.04483      0.00822      0.03628      0.03596      0.11444      0.04309      0.11143      0.16321      0.01815      0.00467      0.00625      0.00334      0.11720      0.03203      0.11131      0.05895      0.00000      0.00000      0.00000      0.00000      0.00038      0.00000      0.00043      0.00035      0.00287      0.00000      0.00843      0.00089      0.00323      0.00000      0.00000      0.00022      0.00009      0.00000      0.00030      0.00315      0.02138      0.00104      0.00854      0.01053      0.05949      1.04086      0.06182      0.47590      0.62678      1.10269      0.05949 
     500      415    6.090e-01      2.13086      0.02901      0.00662      0.03170      0.02047      0.01424      0.00714      0.03636      0.04560      0.09981      0.04951      0.09549      0.06083      0.18980      0.08035      0.23463      0.23784      0.02665      0.01170      0.02642      0.01810      0.20405      0.05346      0.22125      0.15484      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00061      0.00051      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00439      0.16949      1.95587      0.00550      0.77234      1.18903      1.96138      0.16949 
     550        1    3.470e-01      0.01548      0.00000      0.00000      0.00000      0.00214      0.00000      0.00000      0.00010      0.00000      0.00000      0.00000      0.00000      0.00000      0.00617      0.00423      0.00197      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00045      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00042      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.01506      0.00042      0.01127      0.00421      0.01548      0.00000 
     550       50    3.470e-01     12.66957      0.10874      0.00000      0.01696      0.00297      0.29398      0.01026      0.09754      0.00131      0.45107      0.00260      0.10180      0.00783      1.97056      0.01013      0.49471      0.00187      0.96662      0.01415      0.23331      0.00029      4.35303      0.05940      1.11328      0.01248      0.00097      0.00000      0.00000      0.00000      0.00001      0.00000      0.00000      0.00000      0.23650      0.00042      0.05658      0.00000      0.00090      0.00000      0.00062      0.00000      0.00490      0.00000      0.00000      0.00000      0.29267      0.00013      0.05924      0.00000      1.69171     10.32491      0.65294      8.77705      2.20080     10.97786      1.69171 
     550      100    3.470e-01     12.42849      0.07817      0.00091      0.03323      0.00428      0.20183      0.00286      0.08700      0.01066      0.44854      0.01164      0.14668      0.00131      1.80121      0.03940      0.71908      0.02710      0.78704      0.01542      0.32205      0.01441      3.88428      0.04317      1.51508      0.04836      0.01286      0.00000      0.00058      0.00000      0.00351      0.00000      0.00181      0.00000      0.17133      0.00641      0.07469      0.00051      0.00000      0.00000      0.00000      0.00000      0.00317      0.00000      0.00107      0.00000      0.27534      0.00334      0.09281      0.00478      1.53255     10.24371      0.65223      7.79043      3.10551     10.89594      1.53255 
     550      150    3.470e-01     10.36338      0.07289      0.00135      0.03584      0.00270      0.12710      0.01082      0.13134      0.02024      0.33108      0.01198      0.20080      0.03012      1.34085      0.07628      0.85014      0.11038      0.56157      0.01178      0.32197      0.02566      2.85228      0.07648      1.48349      0.13566      0.00353      0.00000      0.00000      0.00000      0.00064      0.00000      0.00123      0.00000      0.11885      0.00972      0.06473      0.00241      0.00000      0.00000      0.00142      0.00000      0.00182      0.00000      0.00001      0.00032      0.19689      0.00657      0.10509      0.00871      1.01863      8.82280      0.52194      5.81250      3.53225      9.34475      1.01863 
     550      200    3.470e-01      8.22219      0.04680      0.00696      0.03376      0.01445      0.09848      0.00939      0.08990      0.03460      0.22296      0.02486      0.16399      0.04422      1.09409      0.11031      0.74982      0.19946      0.40070      0.04220      0.22748      0.06043      1.90206      0.17863      1.20990      0.23735      0.00309      0.00000      0.00070      0.00000      0.00455      0.00000      0.00074      0.00000      0.08682      0.01291      0.06697      0.00753      0.00378      0.00000      0.00331      0.00000      0.00034      0.00000      0.00008      0.00000      0.10131      0.00302      0.06865      0.01275      0.64281      7.20281      0.37657      4.35327      3.22611      7.57938      0.64281 
     550      250    3.470e-01      5.92524      0.01595      0.00198      0.03351      0.01748      0.05985      0.01611      0.08160      0.02696      0.16482      0.05134      0.16707      0.06700      0.60117      0.16192      0.59611      0.32763      0.23086      0.01418      0.19361      0.06174      1.18314      0.13019      0.84166      0.23194      0.00000      0.00000      0.00058      0.00112      0.00055      0.00000      0.00360      0.00000      0.05129      0.00179      0.02046      0.01281      0.00157      0.00000      0.00078      0.00000      0.00000      0.00000      0.00002      0.00020      0.05848      0.01743      0.05054      0.03315      0.39300      5.27785      0.25439      2.76264      2.76960      5.53224      0.39300 
     550      300    3.470e-01      4.52594      0.01802      0.01684      0.02216      0.01673      0.05181      0.01258      0.03982      0.02883      0.14952      0.04975      0.14960      0.10233      0.48923      0.16641      0.47481      0.40553      0.15574      0.03154      0.13422      0.06578      0.62860      0.14550      0.52484      0.20184      0.00000      0.00000      0.00000      0.00051      0.00000      0.00099      0.00142      0.00047      0.02549      0.00247      0.03699      0.00617      0.00432      0.00000      0.00000      0.00052      0.00000      0.00000      0.00049      0.00000      0.04811      0.00294      0.03637      0.02217      0.25449      4.08201      0.18944      1.99985      2.27160      4.27145      0.25449 
     550      350    3.470e-01      3.44830      0.01399      0.00803      0.01564      0.01087      0.04153      0.01533      0.03792      0.02808      0.14830      0.04603      0.13026      0.11615      0.44151      0.18962      0.39567      0.34696      0.08224      0.02086      0.06173      0.01861      0.38458      0.07817      0.30619      0.15872      0.00112      0.00435      0.00000      0.00000      0.00041      0.00074      0.00088      0.00268      0.03270      0.00177      0.01524      0.01670      0.00000      0.00000      0.00000      0.00044      0.00000      0.00000      0.00000      0.00193      0.02703      0.01592      0.02975      0.01213      0.18753      3.09699      0.16378      1.55424      1.70653      3.26077      0.18753 
     550      367    3.470e-01      2.75138      0.01105      0.00310      0.02431      0.01948      0.02347      0.02619      0.05339      0.03762      0.10236      0.03809      0.09061      0.07515      0.36675      0.12731      0.35517      0.28419      0.08299      0.00994      0.04142      0.01550      0.29798      0.05609      0.22994      0.12564      0.00000      0.00000      0.00000      0.00284      0.00090      0.00062      0.00136      0.00047      0.01904      0.00187      0.01232      0.01679      0.00048      0.00000      0.00000      0.00074      0.00038      0.00000      0.00232      0.00026      0.02732      0.00309      0.02631      0.00989      0.12664      2.49773      0.12701      1.19900      1.42574      2.62474      0.12664 
     550      383    3.470e-01      2.49945      0.02147      0.00107      0.02203      0.01670      0.04003      0.03212      0.03444      0.03328      0.11139      0.02873      0.11061      0.08308      0.23834      0.14246      0.29898      0.25311      0.02984      0.00164      0.03230      0.01795      0.29672      0.07059      0.22682      0.13166      0.00000      0.00000      0.00502      0.00000      0.00000      0.00006      0.00000      0.00000      0.00487      0.00649      0.01083      0.00707      0.00000      0.00000      0.00052      0.00000      0.00000      0.00000      0.00313      0.00000      0.01820      0.01125      0.01442      0.01593      0.12628      2.27539      0.09778      1.05527      1.31790      2.37317      0.12628 
     550      400    3.470e-01      2.07650      0.01245      0.00294      0.01463      0.00882      0.02864      0.00672      0.03006      0.02403      0.11659      0.02600      0.07612      0.07969      0.18624      0.11957      0.27543      0.26460      0.02542      0.00131      0.02953      0.00609      0.24842      0.05551      0.16099      0.08344      0.00245      0.00000      0.00028      0.00000      0.00000      0.00000      0.00000      0.00172      0.01007      0.00160      0.00702      0.00736      0.00000      0.00000      0.00000      0.00000      0.01399      0.00000      0.00000      0.00296      0.00913      0.01187      0.01465      0.01029      0.09988      1.88324      0.09338      0.87893      1.09769      1.97662      0.09988 
     550      450    3.470e-01      1.20641      0.02215      0.01096      0.01127      0.00432      0.02908      0.01318      0.03026      0.02367      0.06102      0.01582      0.04133      0.03188      0.10672      0.06254      0.12228      0.11012      0.01716      0.00131      0.00858      0.00883      0.11361      0.02399      0.11145      0.10286      0.00000      0.00000      0.00021      0.00000      0.00000      0.00000      0.00036      0.00000      0.00551      0.00165      0.00290      0.00276      0.00000      0.00000      0.00044      0.00000      0.00000      0.00243      0.00000      0.00000      0.01311      0.00176      0.00915      0.00637      0.07536      1.08439      0.04666      0.50202      0.62903      1.13105      0.07536 
