# Percent efficiencies for sum of all SR bins, each SR bin, SR bin groups:
   msbot   mchi10    xsec (pb)      all SRs          SR1          SR2          SR3          SR4          SR5          SR6          SR7          SR8          SR9         SR10         SR11         SR12         SR13         SR14         SR15         SR16         SR17         SR18         SR19         SR20         SR21         SR22         SR23         SR24         SR25         SR26         SR27         SR28         SR29         SR30         SR31         SR32         SR33         SR34         SR35         SR36         SR37         SR38         SR39         SR40         SR41         SR42         SR43         SR44         SR45         SR46         SR47         SR48         SR49    hadronSRs    leptonSRs     shortSRs      longSRs      1DTkSRs  multiDTkSRs 
     800      150    3.260e-02      2.97619      0.00000      0.00000      0.00000      0.00000      0.05168      0.00773      0.00682      0.00000      0.01391      0.00137      0.00000      0.00000      0.20874      0.02882      0.02692      0.00469      0.03827      0.00796      0.00605      0.00193      1.10406      0.06280      0.16756      0.01057      0.00310      0.00000      0.00000      0.00000      0.00526      0.00447      0.00000      0.00000      0.42872      0.06846      0.06806      0.00600      0.00000      0.00000      0.00000      0.00000      0.00000      0.00187      0.00000      0.00000      0.26830      0.02485      0.02169      0.00525      0.32027      1.74990      0.90602      2.33038      0.32554      2.65592      0.32027 
     800      200    3.260e-02      3.96126      0.00000      0.00000      0.00000      0.00000      0.07044      0.00232      0.00248      0.00834      0.00705      0.00000      0.00000      0.00000      0.33861      0.09102      0.03991      0.02929      0.02990      0.00624      0.00000      0.00000      1.35288      0.31040      0.21166      0.05276      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.26068      0.10127      0.05256      0.01803      0.00000      0.00000      0.00000      0.00000      0.00264      0.00000      0.00000      0.00000      0.28035      0.07766      0.05375      0.00765      0.55338      2.55329      0.85459      2.93147      0.47641      3.40788      0.55338 
     800      250    3.260e-02      4.83424      0.00174      0.00446      0.00000      0.00000      0.06602      0.02590      0.02033      0.00099      0.01822      0.01349      0.00276      0.00000      0.32010      0.18990      0.05975      0.04466      0.01992      0.01534      0.00619      0.00217      1.35251      0.66665      0.22848      0.12234      0.00441      0.02265      0.00000      0.00000      0.00714      0.00000      0.00000      0.00007      0.22044      0.12241      0.04233      0.02939      0.00000      0.00000      0.00000      0.00000      0.00854      0.00000      0.00000      0.00000      0.26941      0.12037      0.04315      0.01672      0.74529      3.18192      0.90703      3.46962      0.61933      4.08895      0.74529 
     800      300    3.260e-02      6.14402      0.00000      0.00273      0.00223      0.00000      0.08459      0.05346      0.00341      0.00561      0.01988      0.00639      0.00000      0.00000      0.38661      0.48098      0.08509      0.08642      0.03488      0.02354      0.00816      0.00674      1.35722      1.04850      0.20965      0.19903      0.00000      0.01019      0.00000      0.00149      0.00379      0.00000      0.00000      0.00000      0.21186      0.21902      0.02856      0.05752      0.00000      0.00000      0.00000      0.00000      0.00481      0.00744      0.00199      0.00000      0.26822      0.21142      0.02962      0.02340      0.95958      4.10511      1.07933      4.43553      0.74891      5.18444      0.95958 
     800      350    3.260e-02      6.45409      0.00086      0.01485      0.00273      0.00303      0.04054      0.08268      0.01609      0.01570      0.00734      0.01177      0.00146      0.00008      0.30603      0.48506      0.05139      0.10465      0.01560      0.02667      0.01177      0.00193      1.08110      1.50793      0.17435      0.25809      0.00000      0.00000      0.00000      0.00000      0.00239      0.00110      0.00000      0.00000      0.11340      0.16465      0.01154      0.02663      0.00307      0.00625      0.00000      0.00000      0.01084      0.01355      0.00000      0.00000      0.20679      0.30898      0.05896      0.05114      1.25311      4.22170      0.97928      4.41144      0.78954      5.20098      1.25311 
     800      400    3.260e-02      6.67970      0.01249      0.00277      0.00000      0.00000      0.04085      0.12575      0.00296      0.04153      0.00462      0.01830      0.00000      0.00000      0.29288      0.74656      0.02641      0.11233      0.00381      0.01162      0.00219      0.00000      0.88326      1.53891      0.20814      0.36181      0.00374      0.00000      0.00000      0.00000      0.00246      0.00465      0.00000      0.00290      0.14982      0.21122      0.01643      0.05463      0.00234      0.00000      0.00000      0.00001      0.00277      0.00875      0.00000      0.00645      0.18825      0.30562      0.03383      0.05007      1.19860      4.43719      1.04391      4.56141      0.91968      5.48110      1.19860 
     800      450    3.260e-02      6.95467      0.00791      0.00953      0.00000      0.00911      0.05277      0.14726      0.01821      0.03832      0.00259      0.01338      0.00172      0.00000      0.39297      0.99257      0.06316      0.24009      0.00858      0.02451      0.00417      0.00558      0.61495      1.51024      0.12012      0.30025      0.00207      0.00821      0.00000      0.00000      0.00041      0.00503      0.00000      0.00162      0.10443      0.23538      0.03629      0.04920      0.00000      0.01081      0.00000      0.00000      0.00000      0.01060      0.00000      0.00000      0.16098      0.33991      0.01535      0.09602      1.30037      4.57799      1.07632      4.65510      0.99921      5.65431      1.30037 
     800      500    3.260e-02      6.06486      0.00853      0.01565      0.00000      0.00380      0.05628      0.17456      0.00001      0.02610      0.00777      0.02380      0.00000      0.00000      0.32968      1.20295      0.05618      0.26316      0.00000      0.02459      0.00150      0.00321      0.36612      1.07701      0.07880      0.18982      0.00000      0.00301      0.00000      0.00000      0.00000      0.00011      0.00000      0.00321      0.06431      0.16911      0.01305      0.07046      0.00378      0.00000      0.00000      0.00000      0.00423      0.01116      0.00000      0.00000      0.12123      0.38612      0.01965      0.06971      1.21620      3.90952      0.93914      4.05000      0.79866      4.84866      1.21620 
     800      550    3.260e-02      4.93562      0.00000      0.01759      0.00000      0.00155      0.03536      0.19014      0.00884      0.03979      0.00305      0.01686      0.00217      0.00862      0.34449      1.32602      0.02883      0.26642      0.00270      0.00806      0.00000      0.00000      0.21217      0.59721      0.03325      0.11357      0.00000      0.00045      0.00279      0.00000      0.00000      0.00894      0.00000      0.00265      0.03971      0.15092      0.00494      0.05800      0.00000      0.00406      0.00000      0.00000      0.00493      0.00796      0.00269      0.00491      0.07874      0.35154      0.01229      0.05788      0.88552      3.25669      0.79340      3.40089      0.64920      4.05009      0.88552 
     800      600    3.260e-02      2.80581      0.00000      0.00656      0.00000      0.00039      0.02373      0.14717      0.00485      0.01901      0.00403      0.02275      0.00000      0.00000      0.22070      0.79835      0.03898      0.13039      0.00000      0.00427      0.00000      0.00000      0.06772      0.31480      0.01237      0.03823      0.00000      0.00264      0.00000      0.00000      0.00523      0.00463      0.00000      0.00000      0.02315      0.13766      0.00858      0.02571      0.00000      0.00572      0.00000      0.00175      0.00000      0.01188      0.00000      0.00382      0.04909      0.19238      0.01078      0.03147      0.43701      1.85432      0.51448      2.04247      0.32634      2.36880      0.43701 
     800      617    3.260e-02      1.94591      0.00175      0.00000      0.00000      0.00000      0.02526      0.09332      0.00000      0.02606      0.00719      0.00652      0.00000      0.00000      0.09186      0.47170      0.00450      0.08316      0.00000      0.00000      0.00398      0.00002      0.05511      0.28625      0.00959      0.05721      0.00320      0.00522      0.00000      0.00000      0.00075      0.01276      0.00000      0.00000      0.02459      0.09032      0.00258      0.03411      0.00000      0.00509      0.00000      0.00105      0.00000      0.02061      0.00000      0.00668      0.03019      0.10916      0.01007      0.02059      0.34547      1.22348      0.37696      1.34085      0.25960      1.60044      0.34547 
     800      633    3.260e-02      2.41065      0.00564      0.00864      0.00000      0.00149      0.03934      0.15499      0.00678      0.04716      0.00536      0.01335      0.00000      0.00120      0.16260      0.53625      0.01147      0.13272      0.00000      0.01210      0.00000      0.00196      0.05919      0.33059      0.00739      0.06669      0.00000      0.02048      0.00000      0.00000      0.00000      0.00003      0.00000      0.00000      0.03479      0.10054      0.00362      0.01101      0.00000      0.02069      0.00000      0.00609      0.00000      0.01004      0.00101      0.00384      0.01650      0.13527      0.01019      0.01376      0.41785      1.60492      0.38788      1.66642      0.32638      1.99280      0.41785 
     800      650    3.260e-02      2.65326      0.00201      0.03065      0.00000      0.00272      0.04685      0.26292      0.01595      0.07725      0.00248      0.02049      0.00315      0.00091      0.10262      0.45607      0.01762      0.08236      0.00000      0.00900      0.00000      0.00000      0.09159      0.39863      0.00842      0.07597      0.00000      0.01685      0.00288      0.00535      0.00649      0.00000      0.00000      0.00162      0.03541      0.07502      0.00725      0.02240      0.00188      0.01791      0.00000      0.00473      0.00000      0.00322      0.00000      0.00168      0.03776      0.16429      0.00240      0.02999      0.50848      1.70766      0.43712      1.78213      0.36265      2.14478      0.50848 
     800      700    3.260e-02      2.16389      0.00679      0.05649      0.00000      0.01145      0.07012      0.43353      0.01154      0.09665      0.00000      0.00421      0.00492      0.00000      0.02283      0.08440      0.00287      0.02500      0.00000      0.04203      0.00325      0.00820      0.10223      0.37628      0.01615      0.07665      0.00242      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.01013      0.09780      0.00003      0.01986      0.00216      0.00539      0.00000      0.00000      0.00313      0.00000      0.00000      0.00000      0.01203      0.13021      0.00334      0.01790      0.40393      1.45559      0.30437      1.46216      0.29780      1.75996      0.40393 
     800      715    3.260e-02      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000 
     850        1    2.160e-02      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000 
     850       50    2.160e-02      0.73026      0.00000      0.00000      0.00000      0.00000      0.00664      0.00000      0.00260      0.00000      0.00145      0.00000      0.00317      0.00000      0.05952      0.00000      0.00421      0.00000      0.01119      0.00000      0.00000      0.00000      0.23783      0.00000      0.01749      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.22309      0.00891      0.02274      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.06542      0.00000      0.01339      0.00000      0.05259      0.34411      0.33356      0.61407      0.06360      0.67767      0.05259 
     850      100    2.160e-02      1.49830      0.00000      0.00000      0.00000      0.00000      0.02907      0.00000      0.00000      0.00284      0.01482      0.00000      0.00000      0.00000      0.07515      0.00000      0.01210      0.00000      0.01187      0.00000      0.00596      0.00000      0.63124      0.01663      0.06612      0.00007      0.01673      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.28676      0.00717      0.05982      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.11817      0.00227      0.01774      0.00000      0.12377      0.86587      0.50867      1.20988      0.16466      1.37454      0.12377 
     850      150    2.160e-02      2.78310      0.00000      0.00000      0.00000      0.00000      0.03212      0.00043      0.00924      0.00000      0.00000      0.00000      0.00000      0.00000      0.22939      0.01085      0.03902      0.00217      0.01729      0.01445      0.00332      0.00000      1.12792      0.07209      0.15701      0.00288      0.01446      0.00000      0.00000      0.00000      0.00000      0.00491      0.00469      0.00000      0.31676      0.04152      0.07698      0.00532      0.00343      0.00000      0.00000      0.00000      0.00027      0.00000      0.00000      0.00000      0.20905      0.02175      0.03818      0.00679      0.32080      1.71818      0.74411      2.11669      0.34561      2.46229      0.32080 
     850      200    2.160e-02      3.73361      0.01079      0.00000      0.00000      0.00000      0.04254      0.00520      0.00169      0.00000      0.00999      0.00780      0.00000      0.00000      0.25592      0.08936      0.04645      0.00405      0.02928      0.01065      0.00000      0.00000      1.36422      0.25316      0.17519      0.03474      0.00000      0.00280      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.29080      0.06285      0.03708      0.00696      0.00011      0.00000      0.00000      0.00000      0.00390      0.00139      0.00000      0.00000      0.34444      0.05188      0.02880      0.01255      0.54906      2.34099      0.84355      2.83706      0.34749      3.18455      0.54906 
     850      250    2.160e-02      4.81344      0.00297      0.00000      0.00000      0.00000      0.04363      0.01767      0.00712      0.00322      0.00000      0.00811      0.00175      0.00000      0.28229      0.12423      0.03926      0.03663      0.03013      0.02031      0.00329      0.00422      1.53483      0.63710      0.23225      0.11326      0.00394      0.00000      0.00000      0.00294      0.00438      0.00000      0.00419      0.00162      0.24426      0.10714      0.03489      0.02105      0.00000      0.00000      0.00000      0.00000      0.00000      0.00352      0.00000      0.00000      0.26851      0.14967      0.03009      0.01737      0.77761      3.14227      0.89356      3.48269      0.55313      4.03583      0.77761 
     850      300    2.160e-02      6.00139      0.00372      0.00252      0.00198      0.00000      0.05822      0.02448      0.00000      0.01011      0.00946      0.00315      0.00000      0.00462      0.28778      0.25901      0.07008      0.02925      0.01991      0.02736      0.00000      0.00488      1.54342      1.14580      0.21703      0.25777      0.00000      0.00639      0.00000      0.00000      0.00218      0.00200      0.00000      0.00252      0.21838      0.23193      0.03574      0.02564      0.00534      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.27433      0.15661      0.02638      0.02449      1.00892      3.98055      1.01192      4.28197      0.71050      4.99247      1.00892 
     850      350    2.160e-02      6.63427      0.00370      0.00609      0.00000      0.00000      0.07581      0.05860      0.00676      0.01689      0.00315      0.01187      0.00000      0.00253      0.33379      0.42461      0.06472      0.06429      0.02051      0.01592      0.00000      0.01742      1.24641      1.42182      0.19185      0.25909      0.00000      0.00994      0.00000      0.00159      0.00334      0.00500      0.00000      0.00000      0.23058      0.26706      0.03730      0.03075      0.00000      0.00018      0.00000      0.00000      0.00423      0.00351      0.00369      0.00000      0.27021      0.27576      0.02652      0.07119      1.14759      4.24585      1.24084      4.69210      0.79459      5.48669      1.14759 
     850      400    2.160e-02      7.18744      0.00000      0.00545      0.00000      0.00000      0.03582      0.07309      0.01055      0.01327      0.00481      0.00521      0.00577      0.00517      0.35904      0.63876      0.06257      0.11845      0.01675      0.02454      0.00000      0.00548      1.08486      1.73819      0.19898      0.33513      0.00000      0.00530      0.00000      0.00000      0.00344      0.00539      0.00000      0.00214      0.13561      0.27845      0.03144      0.03314      0.00000      0.00000      0.00214      0.00000      0.00418      0.00738      0.00000      0.00000      0.22535      0.35137      0.02812      0.03483      1.29726      4.74188      1.14829      5.00299      0.88718      5.89017      1.29726 
     850      450    2.160e-02      7.14390      0.00542      0.00718      0.00000      0.00000      0.06415      0.10743      0.00937      0.02646      0.02231      0.01224      0.00174      0.00693      0.31023      0.87538      0.05568      0.12313      0.01464      0.02876      0.00351      0.00334      0.81913      1.62535      0.16254      0.32680      0.00417      0.00500      0.00000      0.00000      0.00417      0.01726      0.00000      0.00190      0.12745      0.24025      0.00796      0.04914      0.00000      0.00443      0.00000      0.00168      0.00602      0.00197      0.00000      0.00138      0.19442      0.32824      0.02705      0.07390      1.43579      4.61171      1.09639      4.82558      0.88252      5.70810      1.43579 
     850      500    2.160e-02      7.20957      0.00237      0.01542      0.00000      0.00155      0.04770      0.16785      0.01107      0.01605      0.00000      0.01524      0.00000      0.00000      0.27483      1.11123      0.04302      0.23213      0.00807      0.01287      0.00296      0.00000      0.61141      1.66485      0.05991      0.32285      0.00000      0.00000      0.00000      0.00346      0.00253      0.00000      0.00334      0.00000      0.10526      0.29939      0.01512      0.05078      0.00000      0.01219      0.00000      0.00000      0.00318      0.00646      0.00000      0.00208      0.11771      0.37906      0.01529      0.09479      1.47756      4.62137      1.11064      4.85761      0.87440      5.73201      1.47756 
     850      550    2.160e-02      6.40052      0.00781      0.01414      0.00000      0.00000      0.03956      0.20424      0.00832      0.03423      0.00745      0.03576      0.00000      0.00002      0.27393      1.32571      0.07177      0.25139      0.00404      0.00495      0.00000      0.00347      0.45004      1.16604      0.09350      0.24254      0.00251      0.00196      0.00000      0.00225      0.00425      0.00887      0.00000      0.00000      0.06120      0.27002      0.01321      0.06036      0.00158      0.00880      0.00000      0.00000      0.00354      0.00709      0.00000      0.00133      0.10460      0.34409      0.01935      0.11269      1.13390      4.23892      1.02769      4.35219      0.91443      5.26661      1.13390 
     850      600    2.160e-02      4.89384      0.00007      0.00619      0.00000      0.00207      0.04631      0.20367      0.00288      0.04758      0.00532      0.03056      0.00000      0.00121      0.31268      1.17146      0.03664      0.25130      0.00000      0.00000      0.00000      0.00000      0.23239      0.72880      0.04024      0.13707      0.00251      0.00148      0.00000      0.00000      0.00000      0.00848      0.00000      0.00000      0.05656      0.17465      0.00639      0.02885      0.00000      0.00590      0.00000      0.00000      0.00589      0.01840      0.00000      0.00000      0.06242      0.24782      0.01860      0.05732      0.94213      3.25645      0.69527      3.32156      0.63016      3.95172      0.94213 
     850      650    2.160e-02      2.62397      0.00000      0.00080      0.00000      0.00000      0.02076      0.09793      0.01057      0.01997      0.00475      0.01010      0.00000      0.00212      0.18557      0.71885      0.02072      0.11480      0.00000      0.00255      0.00000      0.00000      0.08607      0.30736      0.01183      0.04946      0.00000      0.01136      0.00000      0.00407      0.00000      0.00706      0.00000      0.00826      0.02688      0.12841      0.00683      0.01037      0.00823      0.00380      0.00000      0.00394      0.00557      0.00701      0.00000      0.00235      0.03665      0.20194      0.00847      0.03867      0.43990      1.66420      0.51988      1.87166      0.31242      2.18408      0.43990 
     850      667    2.160e-02      1.90768      0.00000      0.00355      0.00000      0.00150      0.02933      0.09955      0.00000      0.02065      0.00299      0.00002      0.00000      0.00125      0.06937      0.49811      0.02448      0.09205      0.00000      0.00000      0.00000      0.00000      0.02573      0.26216      0.00923      0.04786      0.00000      0.00368      0.00000      0.00000      0.00697      0.00000      0.00163      0.00679      0.01312      0.12263      0.00408      0.01300      0.00000      0.01008      0.00000      0.00000      0.00609      0.01164      0.00000      0.00000      0.05691      0.11964      0.00701      0.02349      0.31309      1.18782      0.40676      1.34157      0.25302      1.59459      0.31309 
     850      683    2.160e-02      2.30419      0.00000      0.01626      0.00000      0.00551      0.01360      0.15067      0.00429      0.03990      0.00798      0.01663      0.00000      0.00066      0.08771      0.53188      0.00784      0.11830      0.00096      0.00806      0.00000      0.00145      0.09220      0.34680      0.00632      0.06114      0.00000      0.00027      0.00000      0.00000      0.00276      0.00001      0.00000      0.00000      0.02886      0.12386      0.00000      0.01013      0.00000      0.00392      0.00000      0.00313      0.00711      0.01379      0.00000      0.00000      0.01315      0.14414      0.00638      0.03879      0.38974      1.51815      0.39630      1.61063      0.30382      1.91445      0.38974 
     850      700    2.160e-02      2.62311      0.00918      0.04179      0.00000      0.00369      0.04560      0.29046      0.00702      0.06372      0.00459      0.01635      0.00000      0.00618      0.09054      0.48909      0.01645      0.07709      0.00576      0.01804      0.00000      0.00611      0.08034      0.42279      0.00547      0.05598      0.00227      0.01018      0.00000      0.00000      0.00000      0.01123      0.00000      0.00276      0.02964      0.15054      0.00549      0.01950      0.00279      0.01304      0.00000      0.00059      0.00000      0.00320      0.00000      0.00000      0.02890      0.11245      0.00454      0.02302      0.44677      1.75623      0.42011      1.87874      0.29760      2.17634      0.44677 
     850      750    2.160e-02      2.45602      0.00722      0.08478      0.00245      0.02347      0.07109      0.53811      0.00805      0.12574      0.00000      0.00000      0.00000      0.00000      0.02889      0.08932      0.00454      0.02826      0.00876      0.05290      0.00025      0.01498      0.06383      0.40047      0.01730      0.09187      0.00278      0.00666      0.00000      0.00110      0.00272      0.00000      0.00000      0.00000      0.00374      0.11105      0.00250      0.00843      0.00000      0.01104      0.00000      0.00147      0.00000      0.00000      0.00000      0.00000      0.04098      0.09999      0.00625      0.03399      0.46104      1.66228      0.33271      1.62434      0.37064      1.99499      0.46104 
     850      765    2.160e-02      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000 
     900        1    1.450e-02      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000 
     900       50    1.450e-02      0.64547      0.00000      0.00000      0.00053      0.00000      0.01195      0.00000      0.00000      0.00000      0.00599      0.00000      0.00093      0.00000      0.01741      0.00000      0.00168      0.00000      0.01765      0.00000      0.00000      0.00000      0.17158      0.00000      0.02328      0.00225      0.00405      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.24425      0.00000      0.05319      0.00000      0.00000      0.00000      0.00000      0.00000      0.00510      0.00000      0.00000      0.00000      0.03302      0.00000      0.01116      0.00000      0.04145      0.25325      0.35077      0.51100      0.09302      0.60402      0.04145 
     900      100    1.450e-02      1.38528      0.00000      0.00000      0.00264      0.00000      0.01326      0.00000      0.00467      0.00000      0.00671      0.00000      0.00000      0.00000      0.06563      0.00000      0.01421      0.00000      0.02848      0.00270      0.00000      0.00000      0.48874      0.02311      0.05787      0.00059      0.00539      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.30746      0.00000      0.06070      0.00000      0.00152      0.00000      0.00000      0.00000      0.00749      0.00000      0.00000      0.00000      0.15744      0.00000      0.01630      0.00000      0.12037      0.70861      0.55630      1.10793      0.15698      1.26491      0.12037 
     900      150    1.450e-02      2.50954      0.00000      0.00000      0.00000      0.00000      0.03097      0.00000      0.00461      0.00000      0.01147      0.00000      0.00000      0.00000      0.17622      0.01711      0.02429      0.00299      0.01837      0.00000      0.00000      0.00000      1.02946      0.05084      0.15783      0.00340      0.00000      0.01829      0.00000      0.00000      0.00254      0.00000      0.00000      0.00000      0.35392      0.05916      0.06725      0.00238      0.00188      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.19921      0.00636      0.04337      0.00367      0.22395      1.52757      0.75802      1.97580      0.30978      2.28558      0.22395 
     900      200    1.450e-02      3.62480      0.00785      0.00422      0.00000      0.00000      0.02542      0.00350      0.00660      0.00000      0.00873      0.00505      0.00000      0.00000      0.20216      0.05060      0.03049      0.00851      0.02689      0.01665      0.00699      0.00000      1.35008      0.22571      0.19033      0.04644      0.00000      0.00962      0.00000      0.00000      0.00379      0.00000      0.00237      0.00000      0.30500      0.07445      0.06118      0.00502      0.00000      0.00000      0.00056      0.00000      0.00236      0.00535      0.00000      0.00000      0.31421      0.04779      0.05061      0.00633      0.51992      2.21622      0.88866      2.68944      0.41543      3.10487      0.51992 
     900      250    1.450e-02      4.64756      0.00000      0.00253      0.00000      0.00000      0.02390      0.01395      0.00104      0.00525      0.00629      0.00704      0.00000      0.00000      0.22373      0.09738      0.05484      0.02306      0.03850      0.01981      0.01035      0.00575      1.54737      0.47291      0.18652      0.15132      0.00000      0.00239      0.00000      0.00000      0.00280      0.00000      0.00000      0.00000      0.35907      0.15358      0.04409      0.02701      0.00000      0.00000      0.00000      0.00354      0.00001      0.00000      0.00000      0.00000      0.30802      0.10339      0.06553      0.02182      0.66478      2.89155      1.09123      3.38265      0.60013      3.98278      0.66478 
     900      300    1.450e-02      5.26408      0.00395      0.00232      0.00000      0.00000      0.03869      0.02067      0.01296      0.01298      0.00517      0.00000      0.00365      0.00080      0.27686      0.20678      0.05254      0.02774      0.02861      0.02172      0.00200      0.00589      1.48662      0.83642      0.23963      0.16959      0.00822      0.00002      0.00000      0.00186      0.00000      0.00852      0.00000      0.00000      0.23115      0.14531      0.02905      0.02063      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.25294      0.18476      0.07061      0.02234      0.83307      3.45559      0.97541      3.75873      0.67227      4.43100      0.83307 
     900      350    1.450e-02      6.22999      0.00798      0.00830      0.00000      0.00000      0.03614      0.04833      0.00168      0.01845      0.00296      0.00508      0.00057      0.00000      0.31484      0.30915      0.04740      0.06795      0.00884      0.03356      0.01005      0.00000      1.34702      1.23192      0.20033      0.27344      0.00000      0.00020      0.00000      0.00000      0.00537      0.00982      0.00000      0.00359      0.22719      0.21141      0.02593      0.06251      0.00000      0.00000      0.00000      0.00000      0.00243      0.00000      0.00121      0.00000      0.26348      0.23801      0.01719      0.05163      1.13602      3.97399      1.11997      4.31203      0.78194      5.09397      1.13602 
     900      400    1.450e-02      6.70559      0.00000      0.00553      0.00000      0.00000      0.03044      0.07528      0.01602      0.00462      0.00348      0.01108      0.00262      0.00191      0.26307      0.48460      0.03064      0.08993      0.01432      0.05811      0.00000      0.00000      1.10074      1.52299      0.19114      0.29616      0.00000      0.00000      0.00000      0.00407      0.00617      0.00000      0.00000      0.00000      0.18663      0.31490      0.03344      0.04539      0.00000      0.00002      0.00000      0.00000      0.00669      0.00504      0.00000      0.00153      0.24254      0.31910      0.02319      0.05813      1.25605      4.20269      1.24685      4.65074      0.79880      5.44954      1.25605 
     900      450    1.450e-02      7.15830      0.00000      0.00000      0.00232      0.00142      0.06013      0.08589      0.00827      0.01127      0.00216      0.01393      0.00139      0.00449      0.23817      0.68338      0.06719      0.09162      0.01817      0.01932      0.00000      0.00799      0.95560      1.79323      0.18677      0.33598      0.00485      0.00216      0.00000      0.00000      0.00000      0.00400      0.00000      0.00000      0.13844      0.24320      0.02431      0.04100      0.00320      0.01080      0.00000      0.00000      0.00634      0.01674      0.00000      0.00303      0.20304      0.36810      0.05699      0.04633      1.39709      4.58867      1.17254      4.87085      0.89036      5.76122      1.39709 
     900      500    1.450e-02      7.03501      0.00506      0.00739      0.00000      0.00000      0.02918      0.11395      0.00401      0.01719      0.00227      0.00000      0.00000      0.00340      0.24962      0.84929      0.05041      0.11891      0.02791      0.02451      0.00254      0.00609      0.72910      1.77764      0.13633      0.35163      0.00461      0.01070      0.00000      0.00000      0.00846      0.01045      0.00000      0.00000      0.11158      0.20711      0.01482      0.06306      0.00000      0.00716      0.00000      0.00000      0.00458      0.00708      0.00000      0.00568      0.17936      0.40206      0.02689      0.07529      1.38969      4.50643      1.13889      4.76908      0.87624      5.64532      1.38969 
     900      550    1.450e-02      7.15375      0.00000      0.00348      0.00000      0.00000      0.02057      0.17487      0.01708      0.03237      0.00625      0.01284      0.00000      0.00000      0.30775      1.16099      0.04374      0.19704      0.01678      0.01656      0.00000      0.00260      0.66653      1.60763      0.12761      0.36838      0.00000      0.00658      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.06199      0.27387      0.01642      0.05711      0.00284      0.00221      0.00000      0.00000      0.00000      0.01324      0.00000      0.00000      0.14378      0.37108      0.03380      0.10724      1.28049      4.78309      1.09016      4.86986      1.00340      5.87325      1.28049 
