# Percent efficiencies for sum of all SR bins, each SR bin, SR bin groups:
   mstop   mchi10    xsec (pb)      all SRs          SR1          SR2          SR3          SR4          SR5          SR6          SR7          SR8          SR9         SR10         SR11         SR12         SR13         SR14         SR15         SR16         SR17         SR18         SR19         SR20         SR21         SR22         SR23         SR24         SR25         SR26         SR27         SR28         SR29         SR30         SR31         SR32         SR33         SR34         SR35         SR36         SR37         SR38         SR39         SR40         SR41         SR42         SR43         SR44         SR45         SR46         SR47         SR48         SR49    hadronSRs    leptonSRs     shortSRs      longSRs      1DTkSRs  multiDTkSRs 
     850      150    2.160e-02      4.47388      0.03097      0.00363      0.00221      0.00000      0.10782      0.01082      0.00000      0.00000      0.07154      0.00124      0.01526      0.00000      0.37855      0.02363      0.03649      0.00233      0.35276      0.01387      0.05600      0.00293      2.05131      0.13628      0.30291      0.03049      0.00419      0.00177      0.00000      0.00000      0.00335      0.00000      0.00000      0.00000      0.39534      0.02710      0.02085      0.00000      0.02664      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.13794      0.00000      0.02088      0.00000      0.20478      3.63104      0.63806      3.77875      0.49035      4.26910      0.20478 
     850      200    2.160e-02      5.52558      0.06031      0.00260      0.01111      0.00000      0.11022      0.00619      0.01951      0.00252      0.04689      0.00252      0.01230      0.00001      0.45262      0.05354      0.10944      0.01155      0.39113      0.10338      0.05984      0.00000      2.24895      0.50469      0.30044      0.05496      0.00000      0.01497      0.00000      0.00000      0.00214      0.00000      0.00000      0.00000      0.20956      0.17519      0.02360      0.02232      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.16536      0.01926      0.01254      0.00000      0.31588      4.56475      0.64496      4.56955      0.64016      5.20971      0.31588 
     850      250    2.160e-02      6.88960      0.00955      0.00980      0.00000      0.00175      0.11181      0.05482      0.00606      0.00635      0.11997      0.03550      0.00435      0.00000      0.47298      0.16709      0.05200      0.05335      0.42079      0.12017      0.06698      0.00787      2.57432      1.02840      0.35203      0.16779      0.00000      0.00353      0.00387      0.00000      0.00000      0.00155      0.00000      0.00000      0.24477      0.10451      0.03973      0.00962      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.14752      0.10251      0.04767      0.00105      0.33957      5.84371      0.70632      5.72956      0.82047      6.55003      0.33957 
     850      300    2.160e-02      7.72227      0.01500      0.00605      0.00728      0.00000      0.06800      0.06838      0.00320      0.00719      0.21100      0.05423      0.00455      0.00470      0.47909      0.30196      0.04938      0.04462      0.40219      0.37060      0.04374      0.04277      2.24272      1.38801      0.42175      0.29829      0.00000      0.00000      0.00000      0.00000      0.00000      0.00134      0.00109      0.00000      0.13360      0.14898      0.01511      0.02387      0.00000      0.00000      0.00000      0.00000      0.00164      0.00000      0.00000      0.00000      0.16626      0.07805      0.01228      0.00182      0.60352      6.53470      0.58404      6.13709      0.98165      7.11875      0.60352 
     850      350    2.160e-02      9.04437      0.00684      0.01827      0.00062      0.01117      0.06815      0.09678      0.00754      0.01507      0.09110      0.08185      0.01325      0.00343      0.51697      0.61883      0.07615      0.09568      0.36167      0.39918      0.05571      0.06096      2.10225      2.18072      0.32552      0.25458      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.14351      0.24259      0.02179      0.04009      0.00000      0.00000      0.00000      0.00000      0.00007      0.00000      0.00000      0.00000      0.10759      0.11435      0.04602      0.00665      0.85943      7.46229      0.72265      7.15070      1.03424      8.18494      0.85943 
     850      400    2.160e-02      9.72072      0.02916      0.04260      0.00354      0.00618      0.06607      0.08780      0.00326      0.04464      0.04303      0.21212      0.00207      0.01893      0.56708      0.68517      0.09049      0.06741      0.42446      0.44961      0.02861      0.06372      1.65497      2.62752      0.35356      0.50071      0.00000      0.00544      0.00000      0.00000      0.00980      0.00226      0.00000      0.00000      0.13667      0.14359      0.01270      0.06434      0.00000      0.00000      0.00000      0.00097      0.00060      0.00000      0.00000      0.00000      0.13043      0.13314      0.02037      0.03409      0.95363      8.07270      0.69439      7.45150      1.31559      8.76709      0.95363 
     850      450    2.160e-02     10.34828      0.02679      0.05878      0.00138      0.00824      0.05790      0.13862      0.00808      0.08255      0.09911      0.20063      0.00532      0.04516      0.48809      0.92738      0.05634      0.23929      0.37162      0.46876      0.05936      0.15439      1.53803      2.92875      0.28606      0.48873      0.00000      0.00261      0.00000      0.00000      0.00000      0.00278      0.00000      0.00000      0.13251      0.16836      0.00831      0.01287      0.00000      0.00122      0.00000      0.00000      0.00000      0.00000      0.00000      0.00089      0.09473      0.21711      0.00368      0.05328      0.91059      8.73935      0.69834      7.92377      1.51392      9.43769      0.91059 
     850      500    2.160e-02     10.30812      0.00689      0.08474      0.00763      0.00565      0.04233      0.14450      0.00725      0.06331      0.11903      0.32978      0.02460      0.03377      0.42500      1.35510      0.08530      0.30456      0.27569      0.52300      0.01768      0.04845      1.34927      2.73692      0.18403      0.45162      0.00000      0.00000      0.00000      0.00000      0.00000      0.00201      0.00000      0.00114      0.09254      0.26166      0.01756      0.01294      0.00000      0.00000      0.00000      0.00000      0.00141      0.00371      0.00000      0.00083      0.06476      0.22000      0.00919      0.01364      0.98060      8.62613      0.70138      8.03837      1.28915      9.32752      0.98060 
     850      550    2.160e-02      9.48912      0.03298      0.06531      0.00790      0.01521      0.03836      0.24520      0.02778      0.04706      0.11421      0.39379      0.00565      0.13733      0.44059      1.64476      0.09790      0.31909      0.24113      0.46145      0.01922      0.08385      0.83860      2.24625      0.15301      0.44691      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.04989      0.18791      0.00636      0.02384      0.00000      0.00000      0.00000      0.00000      0.00275      0.01645      0.00000      0.00000      0.11131      0.19216      0.00259      0.01571      0.75660      8.12355      0.60897      7.32311      1.40941      8.73252      0.75660 
     850      600    2.160e-02      8.84063      0.02515      0.04748      0.00119      0.02169      0.02314      0.18839      0.00082      0.04327      0.14244      0.42831      0.01541      0.06362      0.48572      1.97856      0.07054      0.43158      0.13857      0.28080      0.02608      0.10689      0.60414      1.84379      0.10446      0.38971      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.04197      0.14070      0.00210      0.01714      0.00000      0.01136      0.00000      0.00000      0.01842      0.00000      0.00000      0.00000      0.09113      0.21467      0.00222      0.02326      0.81592      7.46174      0.56297      6.70473      1.31998      8.02471      0.81592 
     850      650    2.160e-02      7.37115      0.02443      0.04592      0.00199      0.00707      0.04928      0.17332      0.00711      0.05816      0.10035      0.58638      0.01679      0.14144      0.37763      1.96599      0.05924      0.38078      0.07837      0.23386      0.00641      0.01784      0.39813      1.15623      0.06425      0.18069      0.00000      0.00324      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00001      0.19202      0.01344      0.00722      0.00000      0.01470      0.00000      0.00000      0.00238      0.00287      0.00000      0.00000      0.02921      0.21456      0.00168      0.01529      0.74287      6.13167      0.49661      5.64889      0.97940      6.62829      0.74287 
     850      667    2.160e-02      6.58834      0.00988      0.08956      0.00231      0.01237      0.03280      0.18234      0.00000      0.02793      0.11891      0.44432      0.01354      0.07810      0.41633      1.86407      0.07523      0.33858      0.05989      0.05841      0.00000      0.04012      0.33941      1.10164      0.05975      0.19812      0.00000      0.00000      0.00000      0.00000      0.00000      0.00227      0.00000      0.00100      0.05014      0.05145      0.00532      0.00281      0.00000      0.00269      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.01431      0.15375      0.00000      0.05573      0.68524      5.56361      0.33949      4.99219      0.91091      5.90310      0.68524 
     850      683    2.160e-02      6.02421      0.00000      0.05730      0.01140      0.01467      0.03862      0.19729      0.00532      0.02246      0.17857      0.40483      0.02879      0.09048      0.41077      1.66594      0.06302      0.29554      0.02872      0.07663      0.00000      0.00009      0.19997      1.00941      0.05733      0.24494      0.00000      0.00000      0.00000      0.00000      0.00000      0.00001      0.00000      0.00321      0.01817      0.06848      0.01214      0.01182      0.00293      0.00000      0.00000      0.00000      0.00039      0.00435      0.00000      0.00129      0.04799      0.10848      0.00181      0.00734      0.63370      5.10210      0.28841      4.51885      0.87166      5.39051      0.63370 
     850      700    2.160e-02      5.69985      0.03321      0.07518      0.00000      0.01397      0.01862      0.15564      0.00345      0.01982      0.13168      0.49117      0.02721      0.08331      0.40363      1.43628      0.07262      0.33668      0.01591      0.02666      0.00000      0.01193      0.25931      0.89241      0.05442      0.23894      0.00000      0.01310      0.00000      0.00000      0.03285      0.00380      0.00000      0.00000      0.01312      0.07084      0.00000      0.00759      0.00000      0.00000      0.00000      0.01055      0.00000      0.00000      0.00000      0.00126      0.01143      0.09454      0.00164      0.00790      0.62917      4.80203      0.26865      4.17937      0.89131      5.07068      0.62917 
     850      750    2.160e-02      3.93116      0.03711      0.07598      0.00192      0.00445      0.05072      0.25927      0.00890      0.03454      0.06388      0.19381      0.01141      0.00982      0.21241      0.80713      0.03862      0.18310      0.02233      0.11799      0.02689      0.00534      0.22196      0.68718      0.02335      0.12218      0.00000      0.00000      0.00000      0.00000      0.00320      0.00591      0.00000      0.00240      0.04976      0.05228      0.00000      0.00381      0.00000      0.00000      0.00000      0.00169      0.00000      0.03037      0.00000      0.00000      0.00249      0.03913      0.00003      0.00669      0.51312      3.22029      0.19775      2.93291      0.48514      3.41804      0.51312 
     850      765    2.160e-02      7.19299      0.03622      0.05377      0.02097      0.00581      0.04565      0.16899      0.01867      0.06582      0.15637      0.20632      0.00893      0.03331      0.39002      1.78668      0.02468      0.38456      0.03708      0.12140      0.00297      0.02751      0.33359      1.48440      0.05987      0.25735      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00196      0.01688      0.00000      0.00195      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00280      0.00000      0.00000      0.00000      1.43849      5.73092      0.02359      4.84212      0.91239      5.75450      1.43849 
     900        1    1.450e-02      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000 
     900       50    1.450e-02      1.28177      0.01100      0.00000      0.00000      0.00000      0.03703      0.00000      0.00100      0.00000      0.00538      0.00000      0.00000      0.00000      0.06025      0.00000      0.00171      0.00000      0.04293      0.00000      0.00577      0.00000      0.67772      0.03568      0.08247      0.00000      0.00000      0.00000      0.00190      0.00000      0.00000      0.00000      0.00000      0.00000      0.18913      0.00004      0.06344      0.00000      0.00000      0.00000      0.00000      0.00000      0.00124      0.00000      0.00000      0.00000      0.04016      0.00000      0.00842      0.00000      0.01653      0.96093      0.30431      1.10056      0.16469      1.26525      0.01653 
     900      100    1.450e-02      2.41126      0.02057      0.00000      0.00622      0.00000      0.04898      0.00000      0.00000      0.00000      0.04032      0.00000      0.01246      0.00000      0.19613      0.00000      0.00449      0.00000      0.20932      0.01082      0.00642      0.00262      1.13262      0.02065      0.16766      0.00000      0.00000      0.00000      0.00000      0.00000      0.00156      0.00000      0.00187      0.00000      0.32358      0.00905      0.04479      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.09165      0.00000      0.00424      0.00000      0.05523      1.87929      0.47674      2.10525      0.25079      2.35603      0.05523 
     900      150    1.450e-02      4.02254      0.01950      0.00000      0.00085      0.00195      0.06612      0.01401      0.00116      0.00000      0.03635      0.00185      0.01650      0.00204      0.29127      0.01224      0.02297      0.00195      0.29114      0.02039      0.01977      0.00000      2.13141      0.13885      0.20981      0.03618      0.00396      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.29283      0.02256      0.02954      0.00477      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.12177      0.01730      0.02965      0.00000      0.16385      3.33631      0.52239      3.48155      0.37715      3.85870      0.16385 
     900      200    1.450e-02      5.37632      0.00186      0.00160      0.00000      0.00000      0.05025      0.00717      0.00776      0.00000      0.09384      0.02355      0.01437      0.00000      0.28750      0.13666      0.08139      0.00586      0.38701      0.05047      0.02303      0.00621      2.54190      0.35086      0.30561      0.02611      0.00000      0.00000      0.00000      0.00000      0.00243      0.00000      0.00347      0.00000      0.35821      0.07910      0.03409      0.01614      0.00000      0.00000      0.00064      0.00000      0.00733      0.00000      0.00000      0.00000      0.12323      0.01680      0.02206      0.00099      0.30885      4.40299      0.66448      4.51975      0.54772      5.06746      0.30885 
     900      250    1.450e-02      6.25061      0.00213      0.00087      0.00000      0.00213      0.02464      0.06991      0.01362      0.00000      0.00847      0.00694      0.00830      0.00457      0.46828      0.12934      0.02013      0.02129      0.36113      0.14179      0.11231      0.07301      2.44602      0.76260      0.35236      0.15737      0.01193      0.00000      0.00000      0.00000      0.00000      0.00155      0.00000      0.00000      0.23594      0.12711      0.10354      0.00950      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.10764      0.04768      0.00620      0.00958      0.40272      5.18723      0.66066      4.95397      0.89392      5.84789      0.40272 
     900      300    1.450e-02      8.09601      0.01477      0.00778      0.00147      0.00247      0.05023      0.07544      0.02139      0.00771      0.09973      0.05322      0.01323      0.00369      0.49624      0.24216      0.04399      0.04705      0.50906      0.21451      0.01972      0.02101      2.59563      1.77228      0.42951      0.20422      0.00000      0.00180      0.00000      0.00201      0.00000      0.00231      0.00000      0.00000      0.21566      0.13825      0.00808      0.03073      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00009      0.00000      0.11783      0.08155      0.01646      0.03107      0.50367      6.94650      0.64583      6.68843      0.90390      7.59233      0.50367 
     900      350    1.450e-02      8.49710      0.00994      0.03085      0.00227      0.00246      0.08396      0.11346      0.00146      0.01568      0.12035      0.08155      0.00731      0.02090      0.38903      0.33256      0.07546      0.03562      0.46584      0.37698      0.03041      0.05543      2.42219      1.99810      0.31705      0.32601      0.00000      0.00385      0.00000      0.00000      0.00000      0.00177      0.00000      0.00000      0.16353      0.15433      0.02628      0.02427      0.00129      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.06353      0.12243      0.03391      0.01316      0.57387      7.31487      0.60836      6.93555      0.98769      7.92323      0.57387 
     900      400    1.450e-02      9.42551      0.02591      0.02997      0.01315      0.00515      0.10715      0.15963      0.01831      0.01865      0.06854      0.15372      0.03243      0.04509      0.25557      0.56719      0.07520      0.08111      0.40897      0.42286      0.05101      0.10918      2.11269      2.48505      0.33900      0.43768      0.00000      0.00732      0.00000      0.00000      0.00000      0.00283      0.00000      0.00000      0.08689      0.12371      0.01693      0.03185      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.10637      0.16405      0.00587      0.03177      0.82471      8.02320      0.57760      7.28842      1.31238      8.60080      0.82471 
     900      450    1.450e-02      9.92227      0.00573      0.01943      0.00242      0.00000      0.05241      0.14227      0.01946      0.00571      0.10644      0.16524      0.01194      0.06592      0.42038      0.84264      0.09935      0.15352      0.30722      0.59612      0.08102      0.11911      1.90211      2.87629      0.21910      0.45505      0.00000      0.00000      0.00000      0.00000      0.00000      0.02387      0.00000      0.00000      0.05255      0.14427      0.00922      0.08678      0.00000      0.00163      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.04420      0.18301      0.01489      0.03376      0.65921      8.66888      0.59418      7.88581      1.37725      9.26306      0.65921 
     900      500    1.450e-02      9.92290      0.02524      0.04767      0.02410      0.01328      0.04967      0.10653      0.00600      0.01970      0.14819      0.20182      0.02249      0.05107      0.47536      0.87812      0.02827      0.23379      0.30651      0.58255      0.04503      0.11705      1.26090      2.86285      0.27960      0.51388      0.00000      0.00000      0.00905      0.00000      0.00120      0.00000      0.00000      0.00000      0.05296      0.18077      0.01231      0.01446      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.17158      0.17867      0.01449      0.06211      0.92563      8.29967      0.69760      7.53059      1.46668      8.99727      0.92563 
     900      550    1.450e-02     10.47578      0.03320      0.07364      0.00635      0.01830      0.10683      0.21889      0.01329      0.05983      0.07452      0.20181      0.01000      0.05326      0.40107      1.47673      0.06536      0.27293      0.28031      0.46172      0.03713      0.10123      1.09599      3.13144      0.19475      0.55489      0.00000      0.00000      0.00000      0.00000      0.00000      0.00973      0.00000      0.01473      0.02982      0.10779      0.00501      0.01779      0.00000      0.00000      0.00000      0.00000      0.00000      0.00107      0.00000      0.00000      0.09634      0.17491      0.03133      0.03854      1.00523      8.94349      0.52706      7.97583      1.49472      9.47055      1.00523 
     900      600    1.450e-02      9.77587      0.02221      0.10476      0.01419      0.03237      0.03283      0.25523      0.00512      0.03419      0.09923      0.41379      0.02710      0.04947      0.47936      1.83475      0.06369      0.33368      0.16419      0.38953      0.02083      0.08493      0.96297      2.38226      0.12406      0.39523      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.01236      0.07606      0.01665      0.02574      0.00000      0.00000      0.00000      0.00000      0.00000      0.01194      0.00092      0.00000      0.07523      0.21700      0.00158      0.05500      0.95744      8.32597      0.49247      7.53371      1.28472      8.81843      0.95744 
     900      650    1.450e-02      8.66520      0.01782      0.11312      0.00000      0.00713      0.05755      0.18418      0.01478      0.02793      0.13438      0.47087      0.00532      0.07920      0.48713      1.91052      0.05068      0.28149      0.13163      0.35129      0.01934      0.05593      0.62773      1.89763      0.06722      0.41800      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.03497      0.05636      0.01160      0.04187      0.00000      0.01340      0.00000      0.00091      0.00424      0.01359      0.00000      0.00000      0.05144      0.11882      0.01792      0.01654      0.87268      7.41084      0.38168      6.67667      1.11585      7.79252      0.87268 
     900      700    1.450e-02      7.56618      0.00738      0.09367      0.00000      0.00589      0.06924      0.22266      0.01656      0.05427      0.15213      0.40596      0.02217      0.11258      0.50632      2.22791      0.11431      0.33913      0.04940      0.19935      0.02406      0.02745      0.43596      1.18203      0.03852      0.24537      0.00000      0.00000      0.00000      0.00000      0.00125      0.00162      0.00000      0.00153      0.04026      0.03738      0.00283      0.03631      0.00000      0.00000      0.00000      0.00000      0.00099      0.00236      0.00000      0.00819      0.01957      0.06633      0.00272      0.04612      0.74640      6.55233      0.26745      5.72176      1.09802      6.81978      0.74640 
     900      717    1.450e-02      6.43118      0.00233      0.02303      0.00037      0.00271      0.03037      0.14051      0.00842      0.02397      0.06009      0.68181      0.02464      0.10952      0.46729      1.72537      0.09557      0.33786      0.05163      0.07635      0.00241      0.00419      0.28120      1.02641      0.08046      0.21057      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00084      0.00611      0.08834      0.00000      0.00629      0.00000      0.00000      0.00000      0.00000      0.00000      0.00353      0.00000      0.00000      0.01751      0.12318      0.00052      0.02177      0.69601      5.46708      0.26809      4.80507      0.93010      5.73517      0.69601 
     900      733    1.450e-02      6.45554      0.02022      0.05086      0.00675      0.00746      0.03738      0.17049      0.00494      0.02838      0.10890      0.55013      0.05177      0.09487      0.36450      1.79986      0.03916      0.37719      0.07037      0.11581      0.00953      0.04821      0.28374      1.00314      0.05114      0.18488      0.00000      0.00300      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.01894      0.04090      0.00121      0.00705      0.00000      0.00097      0.00000      0.00000      0.00000      0.00137      0.00000      0.00106      0.06357      0.08661      0.00902      0.01226      0.72988      5.47967      0.24598      4.79077      0.93489      5.72566      0.72988 
     900      750    1.450e-02      5.78483      0.03781      0.08484      0.00000      0.00316      0.02373      0.18429      0.00245      0.04400      0.10074      0.45517      0.02603      0.12839      0.38114      1.37875      0.04486      0.29563      0.03388      0.01744      0.00260      0.03640      0.20654      0.95035      0.05540      0.19524      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.01524      0.07344      0.00000      0.00504      0.00000      0.00000      0.00000      0.00000      0.00397      0.00000      0.00000      0.00086      0.04939      0.09699      0.00092      0.02723      0.82289      4.68884      0.27309      4.09372      0.86821      4.96194      0.82289 
     900      800    1.450e-02      3.88407      0.02244      0.03692      0.00000      0.00252      0.07571      0.19236      0.00669      0.02164      0.09517      0.26682      0.00087      0.01575      0.19491      0.91617      0.01223      0.20410      0.02784      0.04544      0.00240      0.01865      0.16274      0.91954      0.01573      0.16439      0.00000      0.00000      0.00000      0.00000      0.00000      0.00560      0.00000      0.00000      0.00609      0.03099      0.00000      0.00368      0.00000      0.00258      0.00000      0.00000      0.00000      0.00000      0.00000      0.00120      0.01663      0.02988      0.00000      0.00006      0.36635      3.42101      0.09671      3.04783      0.46989      3.51772      0.36635 
     900      815    1.450e-02      6.62812      0.01626      0.08498      0.00478      0.00541      0.02270      0.12121      0.00454      0.03774      0.12831      0.30924      0.01116      0.07080      0.22626      1.41975      0.04537      0.35772      0.01216      0.19568      0.00363      0.02082      0.24992      1.47339      0.07575      0.28272      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00723      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00166      0.00000      0.00000      1.43893      5.18029      0.00889      4.26876      0.92043      5.18919      1.43893 
     950        1    9.910e-03      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000 
     950       50    9.910e-03      1.18437      0.00210      0.00000      0.00000      0.00000      0.00346      0.00000      0.00014      0.00000      0.01185      0.00000      0.00000      0.00000      0.09006      0.00000      0.01141      0.00000      0.11228      0.00000      0.00317      0.00000      0.54566      0.00000      0.07810      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.27357      0.00000      0.02845      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.01051      0.00000      0.00423      0.00000      0.00939      0.85823      0.31675      1.04949      0.12549      1.17498      0.00939 
     950      100    9.910e-03      2.53476      0.07664      0.00000      0.00000      0.00000      0.03545      0.00000      0.01154      0.00000      0.02459      0.00000      0.00430      0.00000      0.09840      0.00183      0.02764      0.00000      0.19764      0.00000      0.00945      0.00000      1.35913      0.02578      0.15715      0.00000      0.00384      0.00000      0.00000      0.01103      0.00000      0.00000      0.00000      0.00000      0.24783      0.02354      0.07297      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.07948      0.00000      0.00548      0.00000      0.06105      2.02954      0.44417      2.17414      0.29957      2.47371      0.06105 
     950      150    9.910e-03      3.81549      0.00866      0.00193      0.00000      0.00116      0.03641      0.00203      0.00389      0.00013      0.02705      0.00185      0.00000      0.00000      0.24932      0.01743      0.00817      0.00000      0.34244      0.01412      0.04092      0.00105      2.15430      0.08708      0.19579      0.01592      0.00334      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00006      0.31562      0.00936      0.03927      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.09333      0.00000      0.00109      0.00000      0.14375      3.20967      0.46207      3.36428      0.30746      3.67174      0.14375 
     950      200    9.910e-03      5.38806      0.00014      0.02675      0.02072      0.00000      0.03376      0.01195      0.00590      0.00057      0.01338      0.01767      0.01843      0.00000      0.31588      0.02315      0.01662      0.00520      0.46088      0.06789      0.12990      0.02406      2.45493      0.37211      0.35873      0.09594      0.00173      0.00000      0.00000      0.00000      0.00000      0.00000      0.00264      0.00000      0.38230      0.06991      0.05985      0.01487      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.11306      0.00462      0.00848      0.00154      0.25451      4.47454      0.65901      4.37011      0.76344      5.13355      0.25451 
     950      250    9.910e-03      6.56054      0.00639      0.01390      0.00591      0.00000      0.04748      0.03810      0.01015      0.00000      0.09348      0.03376      0.00398      0.00000      0.35014      0.15297      0.03237      0.01300      0.52082      0.16002      0.06855      0.01526      2.61272      0.73362      0.39136      0.11798      0.00000      0.00094      0.00000      0.00000      0.00289      0.01720      0.00000      0.00000      0.27641      0.10604      0.07433      0.01705      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.18188      0.05619      0.02420      0.00417      0.37727      5.42197      0.76130      5.40496      0.77832      6.18327      0.37727 
     950      300    9.910e-03      7.44428      0.01991      0.02124      0.00007      0.00058      0.06887      0.03614      0.00289      0.00180      0.07107      0.05965      0.00000      0.00000      0.40182      0.13055      0.04094      0.03925      0.49721      0.17159      0.07287      0.06163      2.73123      1.27143      0.39961      0.16668      0.00000      0.01654      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.22155      0.14595      0.04045      0.00956      0.00094      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.10684      0.05717      0.01083      0.00241      0.56499      6.26704      0.61225      6.02971      0.84957      6.87928      0.56499 
     950      350    9.910e-03      8.41180      0.07513      0.01244      0.01469      0.00849      0.02944      0.04446      0.02325      0.00326      0.09746      0.03612      0.00197      0.00731      0.51133      0.30655      0.06157      0.04546      0.49200      0.24370      0.06663      0.06860      2.33467      1.98377      0.29839      0.38998      0.00000      0.00000      0.00000      0.00000      0.00000      0.00242      0.00000      0.00000      0.14477      0.04912      0.04398      0.01886      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.21312      0.06431      0.00534      0.01375      0.69947      7.15668      0.55565      6.64081      1.07152      7.71233      0.69947 
     950      400    9.910e-03      9.57034      0.02805      0.05559      0.00412      0.00000      0.07724      0.14518      0.00467      0.01343      0.09314      0.06008      0.00960      0.01809      0.36298      0.58074      0.04208      0.06616      0.57017      0.42457      0.03975      0.17075      2.17210      2.51805      0.35330      0.42160      0.00000      0.01654      0.00000      0.00695      0.00217      0.00273      0.00000      0.00000      0.09266      0.14479      0.03072      0.02283      0.01667      0.00117      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.15805      0.14944      0.02238      0.02351      0.64832      8.23142      0.69059      7.67209      1.24993      8.92202      0.64832 
     950      450    9.910e-03      9.61632      0.00824      0.00748      0.00191      0.01053      0.06469      0.10293      0.00692      0.00980      0.08146      0.19982      0.00833      0.00201      0.33944      0.63734      0.08348      0.15380      0.38251      0.48740      0.04880      0.06967      2.02779      2.72937      0.20468      0.49917      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.09920      0.14302      0.00827      0.01355      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.07640      0.14806      0.03745      0.01965      0.90316      8.16757      0.54560      7.53515      1.17801      8.71317      0.90316 
