# Percent efficiencies for sum of all SR bins, each SR bin, SR bin groups:
   msbot   mchi10    xsec (pb)      all SRs          SR1          SR2          SR3          SR4          SR5          SR6          SR7          SR8          SR9         SR10         SR11         SR12         SR13         SR14         SR15         SR16         SR17         SR18         SR19         SR20         SR21         SR22         SR23         SR24         SR25         SR26         SR27         SR28         SR29         SR30         SR31         SR32         SR33         SR34         SR35         SR36         SR37         SR38         SR39         SR40         SR41         SR42         SR43         SR44         SR45         SR46         SR47         SR48         SR49    hadronSRs    leptonSRs     shortSRs      longSRs      1DTkSRs  multiDTkSRs 
     850      600    2.160e-02      1.50133      0.00000      0.00000      0.00063      0.00444      0.01512      0.01107      0.01791      0.03471      0.00381      0.00537      0.00055      0.00000      0.10229      0.11049      0.11705      0.27258      0.00000      0.00000      0.00260      0.00323      0.11213      0.07422      0.12650      0.13203      0.00501      0.00000      0.00000      0.00000      0.00000      0.00000      0.00523      0.00000      0.01618      0.00230      0.03416      0.03731      0.00000      0.00000      0.00000      0.00000      0.00315      0.00507      0.00000      0.00000      0.01589      0.01505      0.04583      0.07435      0.09505      1.14673      0.25955      0.49716      0.90911      1.40628      0.09505 
     850      650    2.160e-02      0.60870      0.00000      0.00620      0.00334      0.00000      0.01161      0.00000      0.01566      0.02158      0.00234      0.00386      0.00445      0.00000      0.05188      0.02395      0.03878      0.09803      0.00000      0.00000      0.00000      0.00000      0.01746      0.02781      0.04035      0.04791      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00268      0.00226      0.01543      0.00223      0.01561      0.02288      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.01987      0.00326      0.01769      0.05129      0.04029      0.41521      0.15319      0.18588      0.38252      0.56840      0.04029 
     850      667    2.160e-02      0.41644      0.00000      0.00000      0.00000      0.00000      0.00000      0.00822      0.00680      0.01258      0.00000      0.00000      0.00000      0.00000      0.03916      0.01686      0.02070      0.05657      0.00512      0.00000      0.00000      0.00000      0.02769      0.02299      0.01668      0.06390      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00710      0.00000      0.00967      0.00709      0.00866      0.00980      0.00000      0.00796      0.00000      0.00000      0.00000      0.00000      0.00000      0.00234      0.01092      0.01030      0.00855      0.01812      0.01865      0.29728      0.10051      0.16598      0.23181      0.39779      0.01865 
     850      683    2.160e-02      0.58856      0.00000      0.00460      0.00171      0.00764      0.00542      0.01166      0.00547      0.03448      0.00000      0.00489      0.00000      0.00339      0.03357      0.03978      0.02577      0.07623      0.00466      0.00000      0.00513      0.00000      0.04779      0.04256      0.01791      0.06646      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00034      0.00006      0.00281      0.01502      0.01296      0.01466      0.00000      0.00000      0.00000      0.00000      0.00000      0.00242      0.00000      0.00280      0.01528      0.00710      0.02450      0.02150      0.03001      0.43911      0.11943      0.23756      0.32099      0.55855      0.03001 
     850      700    2.160e-02      0.61123      0.00000      0.00682      0.00121      0.00333      0.00425      0.00581      0.01805      0.03837      0.01025      0.00000      0.00762      0.00409      0.02643      0.02733      0.04109      0.07818      0.00000      0.00000      0.00000      0.00647      0.03874      0.01628      0.04751      0.07809      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00710      0.01174      0.00640      0.02175      0.00000      0.00000      0.00000      0.00285      0.00000      0.00000      0.00352      0.00000      0.01174      0.00257      0.02110      0.02484      0.03767      0.45993      0.11362      0.16908      0.40448      0.57355      0.03767 
     850      750    2.160e-02      0.54001      0.00000      0.00434      0.00570      0.01390      0.01861      0.02564      0.03816      0.06205      0.00000      0.00000      0.00000      0.00000      0.01283      0.01222      0.01189      0.01315      0.00186      0.00000      0.00559      0.00832      0.02533      0.03437      0.02656      0.09492      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00263      0.00000      0.00780      0.01060      0.00000      0.00000      0.00266      0.00000      0.00000      0.00000      0.00000      0.00000      0.00940      0.02033      0.02914      0.02225      0.01976      0.41545      0.10480      0.16758      0.35268      0.52025      0.01976 
     850      765    2.160e-02      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000 
     900        1    1.450e-02      0.00474      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00474      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00474      0.00000      0.00474      0.00000      0.00474      0.00000 
     900       50    1.450e-02      8.65427      0.00000      0.00000      0.00000      0.00000      0.07701      0.00000      0.02110      0.00000      0.02759      0.00000      0.00000      0.00000      0.53936      0.00763      0.10242      0.00000      0.06430      0.00000      0.02752      0.00000      3.70241      0.06243      0.63239      0.00699      0.00000      0.00000      0.00000      0.00000      0.00241      0.00000      0.00206      0.00000      0.42365      0.00685      0.10466      0.00000      0.00000      0.00000      0.00254      0.00000      0.00049      0.00000      0.00174      0.00000      0.66405      0.01008      0.12365      0.00000      2.04095      5.27114      1.34218      5.58826      1.02506      6.61332      2.04095 
     900      100    1.450e-02     11.41327      0.00548      0.00000      0.00000      0.00000      0.05143      0.00000      0.02836      0.00000      0.02212      0.00000      0.00584      0.00000      0.57596      0.02003      0.18082      0.00417      0.08986      0.00000      0.01043      0.00000      4.17942      0.02267      1.29712      0.01042      0.00000      0.00000      0.00000      0.00000      0.00781      0.00000      0.00000      0.00000      0.41400      0.00000      0.14121      0.00056      0.01070      0.00000      0.00155      0.00000      0.00701      0.00000      0.00000      0.00000      0.73453      0.00339      0.19253      0.01349      3.38237      6.50413      1.52678      6.14440      1.88651      8.03090      3.38237 
     900      150    1.450e-02     11.37608      0.01128      0.00000      0.00198      0.00000      0.09126      0.00225      0.00877      0.00171      0.00920      0.00000      0.00904      0.00000      0.60373      0.00434      0.27377      0.00188      0.07502      0.00000      0.04355      0.00351      3.96863      0.05189      1.55450      0.04919      0.00000      0.00000      0.00595      0.00000      0.00839      0.00000      0.00000      0.00000      0.45143      0.00631      0.13054      0.00451      0.00850      0.00000      0.00202      0.00000      0.00000      0.00000      0.00853      0.00000      0.72848      0.02023      0.22900      0.00818      2.99853      6.76549      1.61206      6.04094      2.33661      8.37755      2.99853 
     900      200    1.450e-02     10.12825      0.00548      0.00000      0.00625      0.00000      0.08916      0.00000      0.03676      0.00428      0.01467      0.00000      0.00607      0.00000      0.41457      0.02210      0.25326      0.01228      0.11496      0.00272      0.04184      0.01556      3.33662      0.05893      1.69328      0.11377      0.00000      0.00000      0.00002      0.00000      0.00461      0.00000      0.00996      0.00189      0.36357      0.01338      0.19487      0.00895      0.00184      0.00000      0.00000      0.00000      0.00260      0.00000      0.00147      0.00000      0.53606      0.00525      0.28869      0.01324      2.43932      6.24255      1.44638      4.98650      2.70243      7.68893      2.43932 
     900      250    1.450e-02      9.13375      0.00000      0.00000      0.00208      0.00000      0.05779      0.00936      0.02459      0.01645      0.02168      0.00000      0.00734      0.00000      0.37986      0.02300      0.27270      0.04597      0.06721      0.00000      0.04548      0.00000      2.91262      0.13476      1.69097      0.22651      0.00000      0.00000      0.00211      0.00000      0.00000      0.00000      0.00000      0.00000      0.25409      0.01693      0.13307      0.02427      0.00000      0.00000      0.00000      0.00000      0.00279      0.00000      0.00315      0.00000      0.52784      0.01856      0.32517      0.06217      1.82520      5.93837      1.37018      4.42651      2.88205      7.30855      1.82520 
     900      300    1.450e-02      7.72444      0.00000      0.00000      0.00002      0.00197      0.04601      0.00007      0.02375      0.00794      0.00293      0.00000      0.00000      0.00261      0.42587      0.03240      0.20966      0.05265      0.06496      0.00005      0.03498      0.01267      2.30132      0.24435      1.40641      0.40656      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00323      0.00000      0.25709      0.01065      0.15253      0.03914      0.00000      0.00000      0.00251      0.00000      0.01007      0.00000      0.00000      0.00000      0.37814      0.02699      0.24504      0.05966      1.26224      5.27714      1.18505      3.80089      2.66131      6.46220      1.26224 
     900      350    1.450e-02      6.42691      0.00460      0.00000      0.00000      0.00000      0.03599      0.01644      0.03936      0.02400      0.00434      0.00000      0.00279      0.00190      0.32676      0.04839      0.25205      0.13958      0.07056      0.00000      0.03491      0.01051      1.65084      0.23559      1.25854      0.44893      0.00000      0.00000      0.00000      0.00382      0.00000      0.00000      0.00130      0.00000      0.17070      0.00779      0.14354      0.03592      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00173      0.25241      0.04642      0.22281      0.07294      0.86147      4.60607      0.95936      2.87083      2.69461      5.56544      0.86147 
     900      400    1.450e-02      5.43650      0.00000      0.00000      0.00670      0.00000      0.03426      0.00945      0.04450      0.02243      0.01022      0.00000      0.00847      0.00000      0.26072      0.05696      0.18924      0.14627      0.01834      0.00509      0.01969      0.00673      1.24841      0.26237      0.96050      0.55393      0.00000      0.00000      0.00000      0.00213      0.00871      0.00000      0.00000      0.00000      0.10754      0.03568      0.11296      0.07742      0.00000      0.00000      0.00000      0.00000      0.00487      0.00000      0.00000      0.00172      0.21281      0.08097      0.16910      0.08374      0.67455      3.86429      0.89767      2.35642      2.40554      4.76195      0.67455 
     900      450    1.450e-02      4.44959      0.01016      0.00000      0.00000      0.00000      0.03846      0.01186      0.01748      0.02693      0.00423      0.00302      0.00725      0.00893      0.26602      0.07556      0.19891      0.15697      0.01707      0.00000      0.01482      0.00427      0.83486      0.27450      0.74838      0.46920      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.11228      0.02994      0.07829      0.06749      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00588      0.00351      0.14538      0.05755      0.13869      0.12924      0.49244      3.18890      0.76825      1.88090      2.07625      3.95715      0.49244 
     900      500    1.450e-02      3.91008      0.00302      0.00000      0.00055      0.00354      0.02242      0.00000      0.02253      0.03852      0.01254      0.00141      0.00675      0.00485      0.19643      0.06936      0.20329      0.21572      0.01791      0.00000      0.01554      0.00838      0.57894      0.27647      0.69353      0.49035      0.00000      0.00000      0.00000      0.00366      0.00193      0.00256      0.00000      0.00000      0.06956      0.02923      0.06479      0.05978      0.00000      0.00000      0.00101      0.00000      0.00000      0.00000      0.00702      0.00000      0.09341      0.06208      0.11246      0.11530      0.40522      2.88206      0.62280      1.43729      2.06757      3.50486      0.40522 
     900      550    1.450e-02      2.86015      0.00039      0.00000      0.00000      0.00000      0.01883      0.00428      0.03591      0.01706      0.00311      0.00262      0.00000      0.00343      0.12052      0.06286      0.16034      0.23065      0.00000      0.00611      0.00304      0.00429      0.31963      0.18738      0.43390      0.48757      0.00000      0.00000      0.00000      0.00000      0.00387      0.00381      0.00125      0.00464      0.05425      0.03607      0.06263      0.03667      0.00000      0.00000      0.00000      0.00000      0.00000      0.00312      0.00000      0.00000      0.06912      0.06006      0.10381      0.09975      0.21916      2.10193      0.53906      0.95603      1.68496      2.64099      0.21916 
     900      600    1.450e-02      2.27875      0.00574      0.00000      0.00356      0.00191      0.02710      0.02742      0.00983      0.03154      0.00068      0.00000      0.00316      0.00320      0.13233      0.09411      0.11215      0.27034      0.00000      0.00000      0.01663      0.00883      0.20885      0.15125      0.22885      0.33675      0.00000      0.00000      0.00000      0.00005      0.00000      0.00000      0.00144      0.00931      0.02235      0.02820      0.03448      0.04272      0.00000      0.00000      0.00000      0.00000      0.00346      0.00000      0.00000      0.00457      0.08841      0.03115      0.06813      0.08029      0.18997      1.67421      0.41457      0.82105      1.26772      2.08878      0.18997 
     900      650    1.450e-02      1.46467      0.00157      0.00000      0.00429      0.00000      0.02152      0.01489      0.01177      0.02195      0.00462      0.00288      0.00876      0.01344      0.09736      0.08472      0.10700      0.21347      0.00727      0.00000      0.00000      0.00367      0.12561      0.08370      0.11976      0.16503      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00650      0.00001      0.03067      0.01392      0.01529      0.03628      0.00000      0.00000      0.00289      0.00962      0.00244      0.00000      0.00000      0.00000      0.01196      0.01617      0.04749      0.06477      0.09339      1.11328      0.25800      0.51930      0.85198      1.37128      0.09339 
     900      700    1.450e-02      0.61413      0.00223      0.00000      0.00000      0.00210      0.00380      0.00187      0.00391      0.01776      0.00180      0.00000      0.00000      0.00205      0.04642      0.03451      0.05786      0.13261      0.00000      0.00421      0.00000      0.00000      0.01699      0.02422      0.03346      0.06065      0.00000      0.00000      0.00000      0.00243      0.00000      0.00000      0.00000      0.00000      0.01254      0.00000      0.01359      0.02568      0.00345      0.00000      0.00000      0.00214      0.00000      0.00000      0.00000      0.00000      0.00898      0.01443      0.01830      0.02955      0.03661      0.44644      0.13107      0.17543      0.40209      0.57751      0.03661 
     900      717    1.450e-02      0.47857      0.00000      0.00365      0.00000      0.00000      0.00000      0.00005      0.00899      0.00645      0.00000      0.00000      0.00000      0.00096      0.03912      0.04217      0.04675      0.08656      0.00000      0.00000      0.00000      0.00251      0.03197      0.02405      0.00868      0.04894      0.00000      0.00604      0.00492      0.00000      0.00000      0.00000      0.00000      0.00909      0.00000      0.01480      0.00776      0.01984      0.00000      0.00000      0.00000      0.00271      0.00000      0.00000      0.00275      0.00000      0.00640      0.00655      0.00578      0.02013      0.02093      0.35087      0.10677      0.17481      0.28283      0.45764      0.02093 
     900      733    1.450e-02      0.57590      0.00001      0.00000      0.00319      0.00000      0.01309      0.01561      0.00266      0.02090      0.00288      0.00000      0.00089      0.00774      0.05127      0.03042      0.03340      0.08716      0.00000      0.00000      0.00000      0.00662      0.04200      0.02141      0.02836      0.07407      0.00000      0.00000      0.00000      0.00475      0.00000      0.00000      0.00000      0.00689      0.01920      0.00215      0.00628      0.00646      0.00000      0.00000      0.00000      0.00245      0.00000      0.00000      0.00000      0.00385      0.01321      0.00942      0.02102      0.01564      0.02290      0.44168      0.11132      0.22068      0.33232      0.55300      0.02290 
     900      750    1.450e-02      0.61214      0.00288      0.00000      0.00002      0.00985      0.01803      0.01102      0.02339      0.03502      0.00314      0.00000      0.00108      0.00149      0.02819      0.01958      0.04659      0.08710      0.00000      0.00000      0.00000      0.00000      0.02080      0.02110      0.02810      0.07531      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00987      0.00169      0.02394      0.03473      0.00000      0.00000      0.00000      0.00034      0.00000      0.00000      0.00242      0.00000      0.02569      0.00412      0.00893      0.03719      0.03053      0.43270      0.14891      0.16611      0.41550      0.58161      0.03053 
     900      800    1.450e-02      0.45999      0.00650      0.00372      0.00259      0.00439      0.02702      0.04026      0.02566      0.08038      0.00154      0.00000      0.00184      0.00000      0.00977      0.01401      0.00245      0.01379      0.00000      0.00000      0.00348      0.00893      0.00901      0.02188      0.03747      0.05239      0.00000      0.00000      0.00243      0.00188      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.01337      0.00795      0.00389      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00746      0.00263      0.00001      0.02187      0.03142      0.36709      0.06148      0.14770      0.28087      0.42857      0.03142 
     900      815    1.450e-02      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000 
     950        1    9.910e-03      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000 
     950       50    9.910e-03      8.49979      0.00322      0.00000      0.00000      0.00000      0.08124      0.00000      0.01678      0.00000      0.00325      0.00000      0.00000      0.00000      0.48020      0.00306      0.06207      0.00000      0.10008      0.00000      0.01421      0.00000      3.60328      0.06153      0.69720      0.00410      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.41608      0.00000      0.11232      0.00000      0.00000      0.00000      0.00000      0.00000      0.00817      0.00000      0.00000      0.00000      0.69652      0.00833      0.09549      0.00000      2.03266      5.13021      1.33691      5.46494      1.00218      6.46712      2.03266 
     950      100    9.910e-03     11.50616      0.00247      0.00000      0.00452      0.00000      0.09851      0.00000      0.04246      0.00000      0.02479      0.00000      0.00630      0.00000      0.49376      0.00400      0.14073      0.00313      0.10775      0.00000      0.04108      0.00227      4.23112      0.04371      1.26926      0.01138      0.00532      0.00000      0.00000      0.00000      0.00048      0.00000      0.00000      0.00000      0.47991      0.00000      0.13974      0.00000      0.00000      0.00000      0.00000      0.00000      0.00009      0.00000      0.00212      0.00000      0.78339      0.00000      0.18770      0.00267      3.37748      6.52725      1.60143      6.27530      1.85338      8.12868      3.37748 
     950      150    9.910e-03     11.36844      0.00946      0.00000      0.00344      0.00000      0.07009      0.00000      0.03575      0.00192      0.01536      0.00000      0.01185      0.00000      0.47127      0.00711      0.22961      0.00173      0.12623      0.00235      0.07004      0.00583      4.19566      0.04059      1.47743      0.03492      0.00000      0.00000      0.00000      0.00000      0.00276      0.00000      0.00000      0.00000      0.39376      0.00971      0.15340      0.00386      0.00260      0.00000      0.00000      0.00000      0.00355      0.00000      0.00036      0.00000      0.75846      0.00713      0.24500      0.00000      2.97720      6.81065      1.58059      6.11610      2.27514      8.39124      2.97720 
     950      200    9.910e-03     10.68890      0.01158      0.00000      0.00241      0.00000      0.05461      0.00000      0.03547      0.00000      0.02067      0.00000      0.00585      0.00000      0.43712      0.01080      0.22323      0.02208      0.11292      0.00000      0.03330      0.00282      3.87240      0.10532      1.77587      0.09678      0.00000      0.00000      0.00000      0.00000      0.00421      0.00000      0.00187      0.00000      0.30675      0.00017      0.17745      0.00442      0.00441      0.00000      0.00154      0.00000      0.00449      0.00000      0.00640      0.00000      0.61894      0.01762      0.27164      0.00739      2.43836      6.82325      1.42729      5.58203      2.66852      8.25054      2.43836 
     950      250    9.910e-03      9.21963      0.00671      0.00000      0.00000      0.00335      0.07104      0.01450      0.03696      0.00310      0.01242      0.00000      0.00364      0.00000      0.39875      0.02424      0.21143      0.03595      0.09767      0.00256      0.03865      0.00261      3.06075      0.16412      1.59977      0.18645      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.25508      0.00500      0.16019      0.02170      0.00000      0.00000      0.00000      0.00000      0.00461      0.00000      0.00369      0.00000      0.52840      0.03588      0.34545      0.03384      1.85112      5.97466      1.39385      4.68173      2.68678      7.36851      1.85112 
     950      300    9.910e-03      8.28786      0.00000      0.00000      0.00490      0.00330      0.04689      0.00000      0.03712      0.01553      0.00436      0.00376      0.00304      0.00000      0.32058      0.04339      0.25624      0.07328      0.07057      0.00000      0.04491      0.00840      2.59763      0.20668      1.58793      0.30671      0.00000      0.00000      0.00000      0.00000      0.00574      0.00000      0.00106      0.00000      0.29090      0.01798      0.17099      0.04793      0.00137      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.41003      0.05635      0.23275      0.06983      1.34772      5.63521      1.30493      4.07622      2.86391      6.94014      1.34772 
     950      350    9.910e-03      7.07871      0.00398      0.00000      0.00000      0.00263      0.02544      0.01669      0.03733      0.00911      0.00559      0.00181      0.00770      0.00205      0.24839      0.04183      0.19813      0.09913      0.05034      0.00000      0.02368      0.01714      1.88441      0.25096      1.41230      0.47623      0.00000      0.00000      0.00000      0.00391      0.00000      0.00000      0.00000      0.00000      0.23639      0.03111      0.16559      0.06035      0.00131      0.00000      0.00000      0.00000      0.00155      0.00000      0.00000      0.00123      0.31007      0.03051      0.24558      0.07184      1.10440      4.81486      1.15944      3.14037      2.83393      5.97430      1.10440 
     950      400    9.910e-03      5.90484      0.00229      0.00000      0.00000      0.00000      0.02502      0.00462      0.03333      0.00732      0.01157      0.00272      0.00000      0.00142      0.24077      0.07037      0.20103      0.14394      0.01972      0.00527      0.02883      0.01478      1.36229      0.32529      1.15753      0.56561      0.00457      0.00000      0.00000      0.00255      0.00000      0.00000      0.00000      0.00000      0.11406      0.03598      0.07938      0.04956      0.00000      0.00000      0.00236      0.00000      0.00247      0.00000      0.00012      0.00000      0.27124      0.05413      0.17386      0.10017      0.79066      4.22373      0.89045      2.55238      2.56180      5.11418      0.79066 
     950      450    9.910e-03      5.09944      0.00452      0.00000      0.00142      0.00000      0.03389      0.00000      0.02281      0.01352      0.00000      0.00000      0.00183      0.00011      0.21311      0.09267      0.17909      0.13457      0.02675      0.01247      0.04221      0.00200      1.07803      0.31190      1.01084      0.62266      0.00000      0.00000      0.00000      0.00000      0.00000      0.00434      0.00337      0.00509      0.08070      0.04381      0.08688      0.06873      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.13762      0.06772      0.15398      0.10140      0.54140      3.80439      0.75364      2.10753      2.45051      4.55804      0.54140 
     950      500    9.910e-03      4.33857      0.00330      0.00000      0.00000      0.00000      0.03092      0.02163      0.02771      0.01507      0.00000      0.00000      0.01211      0.01129      0.14241      0.07673      0.14825      0.17630      0.00839      0.01036      0.00785      0.00458      0.85660      0.25658      0.78147      0.56330      0.00000      0.00000      0.00000      0.00000      0.00435      0.00000      0.00000      0.00000      0.07561      0.02972      0.06592      0.07583      0.00000      0.00329      0.00309      0.00000      0.00000      0.00398      0.00290      0.00104      0.11202      0.07930      0.13128      0.10046      0.49492      3.15486      0.68879      1.71519      2.12845      3.84365      0.49492 
     950      550    9.910e-03      3.54072      0.00528      0.00086      0.00000      0.00046      0.02130      0.00141      0.02232      0.03655      0.00540      0.00000      0.00000      0.00000      0.19752      0.08989      0.20018      0.18948      0.02498      0.00646      0.00722      0.00606      0.52896      0.23711      0.53038      0.56133      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.05935      0.03388      0.04449      0.07351      0.00000      0.00000      0.00163      0.00109      0.00000      0.00000      0.00000      0.00443      0.09669      0.05414      0.08967      0.10768      0.30104      2.67312      0.56655      1.36321      1.87646      3.23967      0.30104 
     950      600    9.910e-03      2.76258      0.00667      0.00629      0.00000      0.00431      0.01925      0.02213      0.01077      0.02156      0.00000      0.00532      0.00330      0.00000      0.09866      0.08962      0.13797      0.24790      0.01013      0.00891      0.01164      0.01281      0.29734      0.18595      0.39512      0.49023      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00149      0.00313      0.04938      0.02396      0.02959      0.07802      0.00000      0.00000      0.00000      0.00000      0.00430      0.00000      0.00276      0.00000      0.05144      0.03361      0.04046      0.08015      0.27838      2.08589      0.39831      0.91296      1.57124      2.48420      0.27838 
     950      650    9.910e-03      2.28420      0.00000      0.00000      0.00547      0.00858      0.00806      0.02593      0.01400      0.04937      0.00000      0.00000      0.01056      0.00526      0.11790      0.05998      0.09848      0.34231      0.00649      0.00379      0.00795      0.00622      0.26904      0.12846      0.24232      0.32141      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00255      0.03445      0.01261      0.04432      0.04474      0.00266      0.00000      0.00000      0.00000      0.00530      0.00868      0.00000      0.00193      0.04090      0.06067      0.04589      0.08788      0.16005      1.73157      0.39258      0.78492      1.33924      2.12415      0.16005 
     950      700    9.910e-03      1.33508      0.00000      0.00000      0.00000      0.00200      0.02108      0.02163      0.02225      0.02309      0.00000      0.00000      0.00082      0.00000      0.08812      0.08172      0.09630      0.28180      0.00000      0.00000      0.00000      0.00000      0.11649      0.04737      0.08326      0.14684      0.00000      0.00000      0.00000      0.00000      0.00000      0.00212      0.00000      0.00000      0.01256      0.01684      0.02826      0.04752      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00410      0.00000      0.00777      0.03116      0.01881      0.03698      0.09619      1.03278      0.20611      0.44685      0.79204      1.23889      0.09619 
     950      750    9.910e-03      0.81507      0.00000      0.00000      0.00000      0.00000      0.00864      0.00922      0.02402      0.01822      0.00000      0.00464      0.00132      0.00000      0.05494      0.04407      0.06165      0.16813      0.00000      0.00812      0.00232      0.00000      0.04296      0.05535      0.04765      0.06027      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00164      0.01474      0.01935      0.00969      0.02395      0.00000      0.00000      0.00333      0.00614      0.00696      0.00000      0.00000      0.00000      0.01426      0.02524      0.02566      0.02151      0.03110      0.61149      0.17248      0.30848      0.47549      0.78397      0.03110 
     950      767    9.910e-03      0.46195      0.00000      0.00000      0.00092      0.00000      0.00789      0.00667      0.00598      0.00670      0.00000      0.00650      0.00202      0.00272      0.02959      0.02087      0.04198      0.04834      0.00000      0.00000      0.00000      0.00000      0.02092      0.01731      0.04021      0.06279      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00143      0.00750      0.02768      0.00591      0.01993      0.00000      0.00000      0.00000      0.00000      0.00520      0.00000      0.00000      0.00193      0.00964      0.01954      0.00883      0.01533      0.01763      0.32140      0.12293      0.17930      0.26502      0.44432      0.01763 
     950      783    9.910e-03      0.53170      0.00000      0.00000      0.00141      0.00000      0.01032      0.01230      0.01390      0.03403      0.00665      0.00000      0.00000      0.00495      0.01742      0.04413      0.03179      0.09916      0.00000      0.00000      0.00000      0.00000      0.00578      0.02302      0.03779      0.06556      0.00000      0.00000      0.00000      0.00291      0.00000      0.00000      0.00000      0.00000      0.00564      0.00000      0.00001      0.01323      0.00000      0.00000      0.00000      0.00907      0.00000      0.00000      0.00285      0.00000      0.00798      0.01975      0.01463      0.02993      0.01749      0.40822      0.10599      0.15299      0.36122      0.51421      0.01749 
     950      800    9.910e-03      0.63690      0.00284      0.00000      0.00335      0.01042      0.01481      0.03324      0.01529      0.03659      0.00000      0.00000      0.00497      0.00548      0.01972      0.03698      0.02411      0.07925      0.00000      0.00000      0.00967      0.00217      0.02909      0.03399      0.04405      0.08640      0.00000      0.00000      0.00000      0.00124      0.00000      0.00252      0.00000      0.00298      0.00000      0.00384      0.00628      0.02107      0.00000      0.00000      0.00000      0.00237      0.00000      0.00000      0.00000      0.00015      0.01420      0.00896      0.01133      0.03622      0.03333      0.49242      0.11116      0.20019      0.40338      0.60357      0.03333 
